species	canonical_gene_id	raw_gene_id	evidence_source	evidence_source_file	evidence_type	evidence_term_raw	evidence_class	supports_gold_label	used_as_feature	used_as_weight	confidence	needs_manual_review	notes	final_id_status	selection_rule
fgraminearum	fgraminearum::FGRAMPH1_01G05339	FGSG_02215	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1969; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G05925	FGSG_02470	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1733; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G05981	FGRAMPH1_01G05981	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12402; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G06047	FGSG_02520	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1816; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G06289	FGSG_02622	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1734; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G07261	CEF75435	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 13394; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G07327	ESU16792	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 5924; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G07915	FGSG_10360	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1577; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G08153	FGSG_10458	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1926; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G08281	FGSG_10508	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1580; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G09029	FGSG_08064	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1974; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G09193	FGSG_08133	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1391; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G09259	FGSG_13431	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1687; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G09815	FGSG_08380	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1950; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G10041	ESU14872	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 6351; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G10185	FGRAMPH1_01G10185	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12447; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G10493	FGSG_08655	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1750; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G10979	FGSG_08845	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1565; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G11167	FGSG_08914	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1566; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G13457	FGSG_03683	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 2089; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G14347	FGSG_04054	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1378; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G14519	SCB65904	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 13392; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G14769	FGSG_04221	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1843; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G14849	FGSG_04254	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1797; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G16119	FGSG_12584	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1907; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G16349	FGSG_04803	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 2138; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G16511	FGSG_04862	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 2136; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G17489	FGSG_05264	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1676; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G17579	FGSG_05306	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1379; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G17801	FGSG_05393	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1380; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G18101	FGSG_05512	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1706; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G18115	FGSG_05519	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1381; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G18221	FGSG_05567	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1468; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G18735	FGSG_05775	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1382; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G18903	FGSG_05845	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1383; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G19463	FGSG_06089	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1384; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G19491	FGRAMPH1_01G19491	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12429; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G19535	FGSG_06123	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1677; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G20307	FGSG_10725	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1395; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G20403	FGSG_10762	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1658; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G20581	CEF88739	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 13393; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G22455	FGSG_06502	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1385; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G23607	FGSG_06959	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1387; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24247	FGSG_07214	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1651; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24303	FGRAMPH1_01G24303	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12437; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24385	FGSG_07269	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1748; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24473	FGRAMPH1_01G24473	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12438; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24753	FGSG_07409	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1388; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
