raw_string_protein_id	alias_count	matched_aliases	mapped_gene_id	mapping_status	mapping_method	evidence
229533.A0A098D0G6	6	FGRAMPH1_01T00211(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00211	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0H2	12	FGRAMPH1_01T00275(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00275	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0H8	6	FGRAMPH1_01T00231(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00231	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0I9	12	FGRAMPH1_01T00251(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00251	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0J2	12	FGRAMPH1_01T00315(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00315	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0J7	6	FGRAMPH1_01T00325(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00325	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0J9	14	FGRAMPH1_01T00271(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00271	mapped	alias_match	KEGG_GENEID; KEGG_EC; UniProt_AC; Uniprot; UniProt_ID
229533.A0A098D0L2	12	FGRAMPH1_01T00355(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00355	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0L4	11	FGRAMPH1_01T00301(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00301	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0L7	12	FGRAMPH1_01T00365(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00365	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0M4	6	FGRAMPH1_01T01325(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01325	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0M5	7	FGRAMPH1_01T00321(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00321	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_Name
229533.A0A098D0M8	6	FGRAMPH1_01T01337(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01337	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0M9	6	FGRAMPH1_01T01335(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01335	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0P1	12	FGRAMPH1_01T00351(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00351	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0P5	12	FGRAMPH1_01T00423(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00423	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0Q1	6	FGRAMPH1_01T00371(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00371	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0Q3	11	FGRAMPH1_01T01387(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01387	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0Q4	12	FGRAMPH1_01T00443(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00443	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0Q6	13	FGRAMPH1_01T01397(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01397	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0S4	11	FGRAMPH1_01T01437(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01437	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0T0	6	FGRAMPH1_01T00493(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00493	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0T3	12	FGRAMPH1_01T00429(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00429	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0U1	14	FGRAMPH1_01T01465(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01465	mapped	alias_match	KEGG_EC; KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID
229533.A0A098D0U7	7	FGRAMPH1_01T01475(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01475	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_Name
229533.A0A098D0V1	6	FGRAMPH1_01T01487(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01487	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0V3	6	FGRAMPH1_01T00469(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00469	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_DE_RecName_Full
229533.A0A098D0W9	12	FGRAMPH1_01T00509(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00509	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0X4	6	FGRAMPH1_01T00529(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00529	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0Y5	12	FGRAMPH1_01T00543(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00543	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D0Y7	6	FGRAMPH1_01T01545(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01545	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0Z3	6	FGRAMPH1_01T01557(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01557	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D0Z4	16	FGRAMPH1_01T00561(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00561	mapped	alias_match	KEGG_GENEID; KEGG_EC; UniProt_DE_RecName_EC; UniProt_AC; Uniprot
229533.A0A098D104	12	FGRAMPH1_01T00591(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00591	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D105	6	FGRAMPH1_01T01587(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01587	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D110	11	FGRAMPH1_01T01595(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01595	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D127	11	FGRAMPH1_01T00651(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00651	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D129	6	FGRAMPH1_01T01635(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01635	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D153	13	FGRAMPH1_01T00707(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00707	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D154	12	FGRAMPH1_01T01695(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01695	mapped	alias_match	KEGG_KEGGID_SHORT; KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID
229533.A0A098D163	12	FGRAMPH1_01T00741(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00741	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D173	6	FGRAMPH1_01T00757(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00757	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D179	6	FGRAMPH1_01T01777(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01777	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D186	6	FGRAMPH1_01T01775(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01775	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D189	6	FGRAMPH1_01T00799(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00799	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1B4	7	FGRAMPH1_01T00859(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00859	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_Name
229533.A0A098D1B8	11	FGRAMPH1_01T00869(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00869	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1B9	6	FGRAMPH1_01T01865(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01865	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1C1	13	FGRAMPH1_01T01877(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01877	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1C6	6	FGRAMPH1_01T00889(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00889	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1E3	12	FGRAMPH1_01T00929(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00929	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1F0	12	FGRAMPH1_01T01957(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01957	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1G8	12	FGRAMPH1_01T01995(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01995	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1G9	6	FGRAMPH1_01T01973(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01973	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1H5	11	FGRAMPH1_01T00013(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00013	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1J1	6	FGRAMPH1_01T00043(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00043	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1J5	12	FGRAMPH1_01T02025(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G02025	mapped	alias_match	KEGG_GENEID; KEGG_PRODUCT; UniProt_AC; Uniprot; UniProt_ID
229533.A0A098D1J6	6	FGRAMPH1_01T02059(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G02059	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1J7	9	FGRAMPH1_01T00053(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00053	mapped	alias_match	UniProt_DE_RecName_EC; UniProt_AC; Uniprot; UniProt_AC; UniProt_GN_Name
229533.A0A098D1J8	12	FGRAMPH1_01T01035(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01035	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1K5	6	FGRAMPH1_01T01061(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01061	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1K9	11	FGRAMPH1_01T01067(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G01067	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1L0	13	FGRAMPH1_01T02089(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G02089	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1L9	12	FGRAMPH1_01T00093(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00093	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1M1	6	FGRAMPH1_01T02109(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G02109	mapped	alias_match	UniProt_AC; Uniprot; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1M9	6	FGRAMPH1_01T00113(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00113	mapped	alias_match	Uniprot; UniProt_AC; UniProt_ID; UniProt_AC; UniProt_GN_ORFNames
229533.A0A098D1N1	11	FGRAMPH1_01T02127(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G02127	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1N3	11	FGRAMPH1_01T00123(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00123	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
229533.A0A098D1N7	12	FGRAMPH1_01T00133(UniProt_GN_ORFNames (via ph1_tsv))	FGRAMPH1_01G00133	mapped	alias_match	KEGG_GENEID; UniProt_AC; Uniprot; UniProt_ID; UniProt_AC
