gene_id	in_labels	source_occurrences	source_files	sequence_length	unique_sequences	in_fasta_source	duplicate_source_id	status
WBGene00000074	True	1	Celegans_NonEssential_genes.xlsx	952	1	True	False	matched
WBGene00000075	True	1	Celegans_NonEssential_genes.xlsx	686	1	True	False	matched
WBGene00000079	True	1	Celegans_NonEssential_genes.xlsx	964	1	True	False	matched
WBGene00000082	True	1	Celegans_NonEssential_genes.xlsx	1461	1	True	False	matched
WBGene00000084	True	1	Celegans_NonEssential_genes.xlsx	1009	1	True	False	matched
WBGene00000085	True	1	Celegans_NonEssential_genes.xlsx	321	1	True	False	matched
WBGene00000086	True	1	Celegans_NonEssential_genes.xlsx	1409	1	True	False	matched
WBGene00000089	True	1	Celegans_NonEssential_genes.xlsx	215	1	True	False	matched
WBGene00000093	True	1	Celegans_NonEssential_genes.xlsx	133	1	True	False	matched
WBGene00000096	True	1	Celegans_NonEssential_genes.xlsx	602	1	True	False	matched
WBGene00000097	True	1	Celegans_NonEssential_genes.xlsx	202	1	True	False	matched
WBGene00000098	True	1	Celegans_Essential_genes.xlsx	326	1	True	False	matched
WBGene00000101	True	1	Celegans_NonEssential_genes.xlsx	1284	1	True	False	matched
WBGene00000103	True	1	Celegans_NonEssential_genes.xlsx	528	1	True	False	matched
WBGene00000108	True	1	Celegans_NonEssential_genes.xlsx	514	1	True	False	matched
WBGene00000109	True	1	Celegans_NonEssential_genes.xlsx	908	1	True	False	matched
WBGene00000111	True	1	Celegans_NonEssential_genes.xlsx	437	1	True	False	matched
WBGene00000112	True	1	Celegans_NonEssential_genes.xlsx	394	1	True	False	matched
WBGene00000114	True	1	Celegans_NonEssential_genes.xlsx	523	1	True	False	matched
WBGene00000115	True	1	Celegans_NonEssential_genes.xlsx	531	1	True	False	matched
WBGene00000116	True	1	Celegans_NonEssential_genes.xlsx	506	1	True	False	matched
WBGene00000118	True	1	Celegans_NonEssential_genes.xlsx	499	1	True	False	matched
WBGene00000120	True	1	Celegans_NonEssential_genes.xlsx	223	1	True	False	matched
WBGene00000121	True	1	Celegans_NonEssential_genes.xlsx	227	1	True	False	matched
WBGene00000122	True	1	Celegans_NonEssential_genes.xlsx	240	1	True	False	matched
WBGene00000133	True	1	Celegans_NonEssential_genes.xlsx	534	1	True	False	matched
WBGene00000134	True	1	Celegans_NonEssential_genes.xlsx	515	1	True	False	matched
WBGene00000135	True	1	Celegans_NonEssential_genes.xlsx	687	1	True	False	matched
WBGene00000136	True	1	Celegans_NonEssential_genes.xlsx	577	1	True	False	matched
WBGene00000137	True	1	Celegans_NonEssential_genes.xlsx	824	1	True	False	matched
WBGene00000138	True	1	Celegans_NonEssential_genes.xlsx	724	1	True	False	matched
WBGene00000139	True	1	Celegans_NonEssential_genes.xlsx	365	1	True	False	matched
WBGene00000142	True	1	Celegans_Essential_genes.xlsx	343	1	True	False	matched
WBGene00000144	True	1	Celegans_NonEssential_genes.xlsx	212	1	True	False	matched
WBGene00000155	True	1	Celegans_NonEssential_genes.xlsx	616	1	True	False	matched
WBGene00000158	True	1	Celegans_Essential_genes.xlsx	829	1	True	False	matched
WBGene00000159	True	1	Celegans_Essential_genes.xlsx	157	1	True	False	matched
WBGene00000160	True	1	Celegans_Essential_genes.xlsx	955	1	True	False	matched
WBGene00000166	True	1	Celegans_NonEssential_genes.xlsx	588	1	True	False	matched
WBGene00000169	True	1	Celegans_NonEssential_genes.xlsx	304	1	True	False	matched
WBGene00000171	True	1	Celegans_NonEssential_genes.xlsx	374	1	True	False	matched
WBGene00000172	True	1	Celegans_NonEssential_genes.xlsx	273	1	True	False	matched
WBGene00000173	True	1	Celegans_NonEssential_genes.xlsx	316	1	True	False	matched
WBGene00000174	True	1	Celegans_NonEssential_genes.xlsx	289	1	True	False	matched
WBGene00000175	True	1	Celegans_NonEssential_genes.xlsx	291	1	True	False	matched
WBGene00000176	True	1	Celegans_NonEssential_genes.xlsx	294	1	True	False	matched
WBGene00000178	True	1	Celegans_NonEssential_genes.xlsx	280	1	True	False	matched
WBGene00000179	True	1	Celegans_NonEssential_genes.xlsx	279	1	True	False	matched
WBGene00000180	True	1	Celegans_NonEssential_genes.xlsx	539	1	True	False	matched
WBGene00000181	True	1	Celegans_NonEssential_genes.xlsx	258	1	True	False	matched
WBGene00000183	True	1	Celegans_Essential_genes.xlsx	180	1	True	False	matched
WBGene00000185	True	1	Celegans_NonEssential_genes.xlsx	357	1	True	False	matched
WBGene00000186	True	1	Celegans_NonEssential_genes.xlsx	1043	1	True	False	matched
WBGene00000188	True	1	Celegans_NonEssential_genes.xlsx	184	1	True	False	matched
WBGene00000190	True	1	Celegans_NonEssential_genes.xlsx	179	1	True	False	matched
WBGene00000193	True	1	Celegans_NonEssential_genes.xlsx	190	1	True	False	matched
WBGene00000195	True	1	Celegans_NonEssential_genes.xlsx	435	1	True	False	matched
WBGene00000196	True	1	Celegans_NonEssential_genes.xlsx	793	1	True	False	matched
WBGene00000197	True	1	Celegans_Essential_genes.xlsx	968	1	True	False	matched
WBGene00000198	True	1	Celegans_NonEssential_genes.xlsx	308	1	True	False	matched
WBGene00000207	True	1	Celegans_Essential_genes.xlsx	305	1	True	False	matched
WBGene00000208	True	1	Celegans_NonEssential_genes.xlsx	425	1	True	False	matched
WBGene00000211	True	1	Celegans_NonEssential_genes.xlsx	564	1	True	False	matched
WBGene00000212	True	1	Celegans_NonEssential_genes.xlsx	618	1	True	False	matched
WBGene00000213	True	1	Celegans_NonEssential_genes.xlsx	589	1	True	False	matched
WBGene00000215	True	1	Celegans_NonEssential_genes.xlsx	429	1	True	False	matched
WBGene00000218	True	1	Celegans_NonEssential_genes.xlsx	393	1	True	False	matched
WBGene00000219	True	1	Celegans_NonEssential_genes.xlsx	389	1	True	False	matched
WBGene00000220	True	1	Celegans_NonEssential_genes.xlsx	401	1	True	False	matched
WBGene00000221	True	1	Celegans_NonEssential_genes.xlsx	208	1	True	False	matched
WBGene00000222	True	1	Celegans_NonEssential_genes.xlsx	589	1	True	False	matched
WBGene00000224	True	1	Celegans_NonEssential_genes.xlsx	613	1	True	False	matched
WBGene00000225	True	1	Celegans_NonEssential_genes.xlsx	647	1	True	False	matched
WBGene00000227	True	1	Celegans_NonEssential_genes.xlsx	2378	1	True	False	matched
WBGene00000230	True	1	Celegans_Essential_genes.xlsx	228	1	True	False	matched
WBGene00000232	True	1	Celegans_NonEssential_genes.xlsx	430	1	True	False	matched
WBGene00000233	True	1	Celegans_NonEssential_genes.xlsx	179	1	True	False	matched
WBGene00000235	True	1	Celegans_Essential_genes.xlsx	89	1	True	False	matched
WBGene00000236	True	1	Celegans_NonEssential_genes.xlsx	210	1	True	False	matched
WBGene00000237	True	1	Celegans_NonEssential_genes.xlsx	1007	1	True	False	matched
WBGene00000238	True	1	Celegans_NonEssential_genes.xlsx	811	1	True	False	matched
WBGene00000239	True	1	Celegans_NonEssential_genes.xlsx	523	1	True	False	matched
WBGene00000241	True	1	Celegans_NonEssential_genes.xlsx	576	1	True	False	matched
WBGene00000242	True	1	Celegans_NonEssential_genes.xlsx	714	1	True	False	matched
WBGene00000244	True	1	Celegans_NonEssential_genes.xlsx	506	1	True	False	matched
WBGene00000245	True	1	Celegans_NonEssential_genes.xlsx	270	1	True	False	matched
WBGene00000252	True	1	Celegans_NonEssential_genes.xlsx	311	1	True	False	matched
WBGene00000256	True	1	Celegans_NonEssential_genes.xlsx	297	1	True	False	matched
WBGene00000262	True	1	Celegans_NonEssential_genes.xlsx	183	1	True	False	matched
WBGene00000264	True	1	Celegans_NonEssential_genes.xlsx	612	1	True	False	matched
WBGene00000265	True	1	Celegans_NonEssential_genes.xlsx	702	1	True	False	matched
WBGene00000266	True	1	Celegans_NonEssential_genes.xlsx	399	1	True	False	matched
WBGene00000267	True	1	Celegans_NonEssential_genes.xlsx	359	1	True	False	matched
WBGene00000268	True	1	Celegans_NonEssential_genes.xlsx	455	1	True	False	matched
WBGene00000269	True	1	Celegans_NonEssential_genes.xlsx	383	1	True	False	matched
WBGene00000270	True	1	Celegans_NonEssential_genes.xlsx	322	1	True	False	matched
WBGene00000271	True	1	Celegans_NonEssential_genes.xlsx	746	1	True	False	matched
WBGene00000272	True	1	Celegans_NonEssential_genes.xlsx	152	1	True	False	matched
WBGene00000273	True	1	Celegans_NonEssential_genes.xlsx	552	1	True	False	matched
WBGene00000274	True	1	Celegans_NonEssential_genes.xlsx	1649	1	True	False	matched
WBGene00000279	True	1	Celegans_NonEssential_genes.xlsx	365	1	True	False	matched
WBGene00000280	True	1	Celegans_NonEssential_genes.xlsx	337	1	True	False	matched
WBGene00000281	True	1	Celegans_NonEssential_genes.xlsx	246	1	True	False	matched
WBGene00000283	True	1	Celegans_NonEssential_genes.xlsx	310	1	True	False	matched
WBGene00000284	True	1	Celegans_NonEssential_genes.xlsx	319	1	True	False	matched
WBGene00000287	True	1	Celegans_NonEssential_genes.xlsx	234	1	True	False	matched
WBGene00000288	True	1	Celegans_NonEssential_genes.xlsx	182	1	True	False	matched
WBGene00000289	True	1	Celegans_NonEssential_genes.xlsx	928	1	True	False	matched
WBGene00000292	True	1	Celegans_Essential_genes.xlsx	282	1	True	False	matched
WBGene00000294	True	1	Celegans_NonEssential_genes.xlsx	495	1	True	False	matched
WBGene00000295	True	1	Celegans_NonEssential_genes.xlsx	553	1	True	False	matched
WBGene00000296	True	1	Celegans_NonEssential_genes.xlsx	519	1	True	False	matched
WBGene00000298	True	1	Celegans_NonEssential_genes.xlsx	223	1	True	False	matched
WBGene00000301	True	1	Celegans_NonEssential_genes.xlsx	235	1	True	False	matched
WBGene00000302	True	1	Celegans_NonEssential_genes.xlsx	351	1	True	False	matched
WBGene00000367	True	1	Celegans_NonEssential_genes.xlsx	1837	1	True	False	matched
WBGene00000370	True	1	Celegans_NonEssential_genes.xlsx	294	1	True	False	matched
WBGene00000371	True	1	Celegans_Essential_genes.xlsx	132	1	True	False	matched
WBGene00000372	True	1	Celegans_NonEssential_genes.xlsx	518	1	True	False	matched
WBGene00000373	True	1	Celegans_NonEssential_genes.xlsx	492	1	True	False	matched
WBGene00000375	True	1	Celegans_NonEssential_genes.xlsx	489	1	True	False	matched
WBGene00000377	True	1	Celegans_Essential_genes.xlsx	549	1	True	False	matched
WBGene00000378	True	1	Celegans_Essential_genes.xlsx	529	1	True	False	matched
WBGene00000380	True	1	Celegans_Essential_genes.xlsx	542	1	True	False	matched
WBGene00000381	True	1	Celegans_Essential_genes.xlsx	539	1	True	False	matched
WBGene00000388	True	1	Celegans_NonEssential_genes.xlsx	316	1	True	False	matched
WBGene00000391	True	1	Celegans_NonEssential_genes.xlsx	158	1	True	False	matched
WBGene00000393	True	1	Celegans_NonEssential_genes.xlsx	561	1	True	False	matched
WBGene00000395	True	1	Celegans_NonEssential_genes.xlsx	3343	1	True	False	matched
WBGene00000396	True	1	Celegans_NonEssential_genes.xlsx	4328	1	True	False	matched
WBGene00000397	True	1	Celegans_NonEssential_genes.xlsx	1306	1	True	False	matched
WBGene00000399	True	1	Celegans_NonEssential_genes.xlsx	1364	1	True	False	matched
WBGene00000401	True	1	Celegans_NonEssential_genes.xlsx	623	1	True	False	matched
WBGene00000402	True	1	Celegans_NonEssential_genes.xlsx	1775	1	True	False	matched
WBGene00000410	True	1	Celegans_Essential_genes.xlsx	478	1	True	False	matched
WBGene00000412	True	1	Celegans_NonEssential_genes.xlsx	277	1	True	False	matched
WBGene00000413	True	1	Celegans_Essential_genes.xlsx	684	1	True	False	matched
WBGene00000414	True	1	Celegans_NonEssential_genes.xlsx	304	1	True	False	matched
WBGene00000415	True	1	Celegans_NonEssential_genes.xlsx	1111	1	True	False	matched
WBGene00000416	True	1	Celegans_NonEssential_genes.xlsx	279	1	True	False	matched
WBGene00000417	True	1	Celegans_NonEssential_genes.xlsx	503	1	True	False	matched
WBGene00000419	True	1	Celegans_NonEssential_genes.xlsx	1781	1	True	False	matched
WBGene00000420	True	1	Celegans_NonEssential_genes.xlsx	492	1	True	False	matched
WBGene00000421	True	1	Celegans_NonEssential_genes.xlsx	1704	1	True	False	matched
WBGene00000422	True	1	Celegans_NonEssential_genes.xlsx	458	1	True	False	matched
WBGene00000425	True	1	Celegans_NonEssential_genes.xlsx	1418	1	True	False	matched
WBGene00000427	True	1	Celegans_NonEssential_genes.xlsx	98	1	True	False	matched
WBGene00000428	True	1	Celegans_NonEssential_genes.xlsx	132	1	True	False	matched
WBGene00000429	True	1	Celegans_NonEssential_genes.xlsx	209	1	True	False	matched
WBGene00000430	True	1	Celegans_NonEssential_genes.xlsx	134	1	True	False	matched
WBGene00000432	True	1	Celegans_NonEssential_genes.xlsx	84	1	True	False	matched
WBGene00000433	True	1	Celegans_NonEssential_genes.xlsx	276	1	True	False	matched
WBGene00000434	True	1	Celegans_NonEssential_genes.xlsx	147	1	True	False	matched
WBGene00000436	True	1	Celegans_NonEssential_genes.xlsx	180	1	True	False	matched
WBGene00000438	True	1	Celegans_NonEssential_genes.xlsx	351	1	True	False	matched
WBGene00000440	True	1	Celegans_NonEssential_genes.xlsx	237	1	True	False	matched
WBGene00000442	True	1	Celegans_NonEssential_genes.xlsx	199	1	True	False	matched
WBGene00000446	True	1	Celegans_NonEssential_genes.xlsx	305	1	True	False	matched
WBGene00000451	True	1	Celegans_NonEssential_genes.xlsx	237	1	True	False	matched
WBGene00000452	True	1	Celegans_NonEssential_genes.xlsx	260	1	True	False	matched
WBGene00000454	True	1	Celegans_NonEssential_genes.xlsx	261	1	True	False	matched
WBGene00000460	True	1	Celegans_NonEssential_genes.xlsx	399	1	True	False	matched
WBGene00000462	True	1	Celegans_NonEssential_genes.xlsx	278	1	True	False	matched
WBGene00000464	True	1	Celegans_NonEssential_genes.xlsx	1273	1	True	False	matched
WBGene00000468	True	1	Celegans_NonEssential_genes.xlsx	270	1	True	False	matched
WBGene00000469	True	1	Celegans_NonEssential_genes.xlsx	211	1	True	False	matched
WBGene00000472	True	1	Celegans_NonEssential_genes.xlsx	208	1	True	False	matched
WBGene00000473	True	1	Celegans_NonEssential_genes.xlsx	267	1	True	False	matched
WBGene00000475	True	1	Celegans_NonEssential_genes.xlsx	294	1	True	False	matched
WBGene00000476	True	1	Celegans_NonEssential_genes.xlsx	467	1	True	False	matched
WBGene00000477	True	1	Celegans_NonEssential_genes.xlsx	1247	1	True	False	matched
WBGene00000478	True	1	Celegans_NonEssential_genes.xlsx	578	1	True	False	matched
WBGene00000480	True	1	Celegans_NonEssential_genes.xlsx	613	1	True	False	matched
WBGene00000482	True	1	Celegans_NonEssential_genes.xlsx	1787	1	True	False	matched
WBGene00000484	True	1	Celegans_NonEssential_genes.xlsx	760	1	True	False	matched
WBGene00000485	True	1	Celegans_NonEssential_genes.xlsx	4171	1	True	False	matched
WBGene00000488	True	1	Celegans_NonEssential_genes.xlsx	563	1	True	False	matched
WBGene00000490	True	1	Celegans_NonEssential_genes.xlsx	1437	1	True	False	matched
WBGene00000491	True	1	Celegans_NonEssential_genes.xlsx	1282	1	True	False	matched
WBGene00000492	True	1	Celegans_NonEssential_genes.xlsx	412	1	True	False	matched
WBGene00000493	True	1	Celegans_NonEssential_genes.xlsx	917	1	True	False	matched
WBGene00000501	True	1	Celegans_NonEssential_genes.xlsx	576	1	True	False	matched
WBGene00000502	True	1	Celegans_Essential_genes.xlsx	321	1	True	False	matched
WBGene00000506	True	1	Celegans_NonEssential_genes.xlsx	302	1	True	False	matched
WBGene00000509	True	1	Celegans_NonEssential_genes.xlsx	448	1	True	False	matched
WBGene00000510	True	1	Celegans_NonEssential_genes.xlsx	429	1	True	False	matched
WBGene00000511	True	1	Celegans_NonEssential_genes.xlsx	371	1	True	False	matched
WBGene00000512	True	1	Celegans_NonEssential_genes.xlsx	369	1	True	False	matched
WBGene00000513	True	1	Celegans_NonEssential_genes.xlsx	368	1	True	False	matched
WBGene00000514	True	1	Celegans_NonEssential_genes.xlsx	381	1	True	False	matched
WBGene00000515	True	1	Celegans_NonEssential_genes.xlsx	342	1	True	False	matched
WBGene00000518	True	1	Celegans_NonEssential_genes.xlsx	541	1	True	False	matched
WBGene00000519	True	1	Celegans_NonEssential_genes.xlsx	679	1	True	False	matched
WBGene00000520	True	1	Celegans_NonEssential_genes.xlsx	227	1	True	False	matched
WBGene00000521	True	1	Celegans_NonEssential_genes.xlsx	676	1	True	False	matched
WBGene00000522	True	1	Celegans_NonEssential_genes.xlsx	182	1	True	False	matched
WBGene00000523	True	1	Celegans_NonEssential_genes.xlsx	252	1	True	False	matched
WBGene00000524	True	1	Celegans_NonEssential_genes.xlsx	222	1	True	False	matched
WBGene00000525	True	1	Celegans_NonEssential_genes.xlsx	194	1	True	False	matched
WBGene00000526	True	1	Celegans_NonEssential_genes.xlsx	281	1	True	False	matched
WBGene00000527	True	1	Celegans_NonEssential_genes.xlsx	650	1	True	False	matched
WBGene00000528	True	1	Celegans_NonEssential_genes.xlsx	906	1	True	False	matched
WBGene00000530	True	1	Celegans_NonEssential_genes.xlsx	1001	1	True	False	matched
WBGene00000531	True	1	Celegans_NonEssential_genes.xlsx	1085	1	True	False	matched
WBGene00000533	True	1	Celegans_NonEssential_genes.xlsx	796	1	True	False	matched
WBGene00000534	True	1	Celegans_NonEssential_genes.xlsx	143	1	True	False	matched
WBGene00000535	True	1	Celegans_NonEssential_genes.xlsx	139	1	True	False	matched
WBGene00000536	True	1	Celegans_NonEssential_genes.xlsx	187	1	True	False	matched
WBGene00000539	True	1	Celegans_NonEssential_genes.xlsx	387	1	True	False	matched
WBGene00000541	True	1	Celegans_NonEssential_genes.xlsx	417	1	True	False	matched
WBGene00000543	True	1	Celegans_NonEssential_genes.xlsx	805	1	True	False	matched
WBGene00000544	True	1	Celegans_NonEssential_genes.xlsx	752	1	True	False	matched
WBGene00000545	True	1	Celegans_NonEssential_genes.xlsx	603	1	True	False	matched
WBGene00000546	True	1	Celegans_NonEssential_genes.xlsx	627	1	True	False	matched
WBGene00000547	True	1	Celegans_NonEssential_genes.xlsx	778	1	True	False	matched
WBGene00000549	True	1	Celegans_Essential_genes.xlsx	1020	1	True	False	matched
WBGene00000551	True	1	Celegans_NonEssential_genes.xlsx	558	1	True	False	matched
WBGene00000553	True	1	Celegans_NonEssential_genes.xlsx	348	1	True	False	matched
WBGene00000554	True	1	Celegans_NonEssential_genes.xlsx	171	1	True	False	matched
WBGene00000555	True	1	Celegans_NonEssential_genes.xlsx	62	1	True	False	matched
WBGene00000556	True	1	Celegans_NonEssential_genes.xlsx	72	1	True	False	matched
WBGene00000557	True	1	Celegans_NonEssential_genes.xlsx	82	1	True	False	matched
WBGene00000558	True	1	Celegans_NonEssential_genes.xlsx	66	1	True	False	matched
WBGene00000559	True	1	Celegans_NonEssential_genes.xlsx	68	1	True	False	matched
WBGene00000560	True	1	Celegans_NonEssential_genes.xlsx	98	1	True	False	matched
WBGene00000561	True	1	Celegans_NonEssential_genes.xlsx	192	1	True	False	matched
WBGene00000562	True	1	Celegans_NonEssential_genes.xlsx	661	1	True	False	matched
WBGene00000563	True	1	Celegans_NonEssential_genes.xlsx	626	1	True	False	matched
WBGene00000584	True	1	Celegans_NonEssential_genes.xlsx	256	1	True	False	matched
WBGene00000585	True	1	Celegans_Essential_genes.xlsx	681	1	True	False	matched
WBGene00000596	True	1	Celegans_NonEssential_genes.xlsx	316	1	True	False	matched
WBGene00000597	True	1	Celegans_NonEssential_genes.xlsx	282	1	True	False	matched
WBGene00000598	True	1	Celegans_NonEssential_genes.xlsx	339	1	True	False	matched
WBGene00000601	True	1	Celegans_NonEssential_genes.xlsx	316	1	True	False	matched
WBGene00000602	True	1	Celegans_NonEssential_genes.xlsx	316	1	True	False	matched
WBGene00000603	True	1	Celegans_NonEssential_genes.xlsx	345	1	True	False	matched
WBGene00000606	True	1	Celegans_NonEssential_genes.xlsx	277	1	True	False	matched
WBGene00000608	True	1	Celegans_NonEssential_genes.xlsx	289	1	True	False	matched
WBGene00000609	True	1	Celegans_NonEssential_genes.xlsx	288	1	True	False	matched
WBGene00000610	True	1	Celegans_NonEssential_genes.xlsx	304	1	True	False	matched
WBGene00000611	True	1	Celegans_NonEssential_genes.xlsx	299	1	True	False	matched
WBGene00000614	True	1	Celegans_NonEssential_genes.xlsx	330	1	True	False	matched
WBGene00000615	True	1	Celegans_NonEssential_genes.xlsx	287	1	True	False	matched
WBGene00000616	True	1	Celegans_NonEssential_genes.xlsx	323	1	True	False	matched
WBGene00000617	True	1	Celegans_NonEssential_genes.xlsx	302	1	True	False	matched
WBGene00000618	True	1	Celegans_NonEssential_genes.xlsx	428	1	True	False	matched
WBGene00000620	True	1	Celegans_NonEssential_genes.xlsx	303	1	True	False	matched
WBGene00000621	True	1	Celegans_NonEssential_genes.xlsx	304	1	True	False	matched
WBGene00000622	True	1	Celegans_NonEssential_genes.xlsx	327	1	True	False	matched
WBGene00000623	True	1	Celegans_NonEssential_genes.xlsx	301	1	True	False	matched
WBGene00000626	True	1	Celegans_NonEssential_genes.xlsx	283	1	True	False	matched
WBGene00000627	True	1	Celegans_NonEssential_genes.xlsx	418	1	True	False	matched
WBGene00000628	True	1	Celegans_NonEssential_genes.xlsx	422	1	True	False	matched
WBGene00000629	True	1	Celegans_NonEssential_genes.xlsx	260	1	True	False	matched
WBGene00000630	True	1	Celegans_NonEssential_genes.xlsx	278	1	True	False	matched
WBGene00000631	True	1	Celegans_NonEssential_genes.xlsx	281	1	True	False	matched
WBGene00000633	True	1	Celegans_NonEssential_genes.xlsx	321	1	True	False	matched
WBGene00000634	True	1	Celegans_NonEssential_genes.xlsx	289	1	True	False	matched
WBGene00000636	True	1	Celegans_NonEssential_genes.xlsx	302	1	True	False	matched
WBGene00000637	True	1	Celegans_NonEssential_genes.xlsx	307	1	True	False	matched
WBGene00000639	True	1	Celegans_NonEssential_genes.xlsx	381	1	True	False	matched
WBGene00000640	True	1	Celegans_NonEssential_genes.xlsx	370	1	True	False	matched
WBGene00000641	True	1	Celegans_NonEssential_genes.xlsx	301	1	True	False	matched
WBGene00000644	True	1	Celegans_NonEssential_genes.xlsx	329	1	True	False	matched
WBGene00000645	True	1	Celegans_NonEssential_genes.xlsx	394	1	True	False	matched
WBGene00000647	True	1	Celegans_NonEssential_genes.xlsx	371	1	True	False	matched
WBGene00000649	True	1	Celegans_NonEssential_genes.xlsx	285	1	True	False	matched
WBGene00000651	True	1	Celegans_NonEssential_genes.xlsx	285	1	True	False	matched
WBGene00000652	True	1	Celegans_NonEssential_genes.xlsx	499	1	True	False	matched
WBGene00000653	True	1	Celegans_NonEssential_genes.xlsx	304	1	True	False	matched
WBGene00000655	True	1	Celegans_NonEssential_genes.xlsx	283	1	True	False	matched
WBGene00000656	True	1	Celegans_NonEssential_genes.xlsx	317	1	True	False	matched
WBGene00000657	True	1	Celegans_NonEssential_genes.xlsx	306	1	True	False	matched
WBGene00000658	True	1	Celegans_NonEssential_genes.xlsx	346	1	True	False	matched
WBGene00000660	True	1	Celegans_NonEssential_genes.xlsx	312	1	True	False	matched
WBGene00000661	True	1	Celegans_NonEssential_genes.xlsx	178	1	True	False	matched
WBGene00000662	True	1	Celegans_NonEssential_genes.xlsx	548	1	True	False	matched
WBGene00000663	True	1	Celegans_NonEssential_genes.xlsx	302	1	True	False	matched
