gene_id	canonical_gene_id	split	label	is_labeled	in_graph	score_baseline	score_ESM2	mean_raw_score_baseline	mean_raw_score_ESM2	rank_baseline	rank_ESM2	delta_score	percentile_gain	rank_gain	n_seeds_baseline	n_seeds_ESM2	top100_baseline	top100_ESM2	candidate_class_top100	top200_baseline	top200_ESM2	candidate_class_top200	top500_baseline	top500_ESM2	candidate_class_top500
FGRAMPH1_01G09965	fgraminearum::FGRAMPH1_01G09965	train	1.0	True	True	0.9874673629242819	0.9975733374289664	0.9547957062721253	0.9934721112251281	146	26	0.010105974504684423	0.010105974504684423	120	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G19225	fgraminearum::FGRAMPH1_01G19225	val	1.0	True	True	0.930256489018584	0.9973890339425587	0.8566593050956726	0.9923019647598267	899	27	0.06713254492397469	0.06713254492397469	872	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17419	fgraminearum::FGRAMPH1_01G17419	train	0.0	True	True	0.9552449700506834	0.9971586545845492	0.8974022030830383	0.9935309410095214	546	28	0.04191368453386579	0.04191368453386579	518	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23833	fgraminearum::FGRAMPH1_01G23833	train	1.0	True	True	0.9882967286131162	0.9970665028413453	0.9570188999176026	0.991776967048645	132	29	0.00876977422822911	0.00876977422822911	103	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G19179	fgraminearum::FGRAMPH1_01G19179	train	1.0	True	True	0.9981108892643219	0.9969743510981417	0.9881818890571594	0.9921808004379272	17	30	-0.001136538166180201	-0.001136538166180201	-13	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G17461	fgraminearum::FGRAMPH1_01G17461	train	1.0	True	True	0.9703271386883735	0.9968668407310706	0.9230484008789063	0.9916054844856262	366	31	0.026539702042697066	0.026539702042697066	335	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G06857	fgraminearum::FGRAMPH1_01G06857	train	1.0	True	True	0.991798494854861	0.996790047611734	0.9638279914855957	0.9918923854827881	87	32	0.004991552756872908	0.004991552756872908	55	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G15013	fgraminearum::FGRAMPH1_01G15013	val	1.0	True	True	0.9888649976962064	0.996590385501459	0.9575179815292358	0.9916290402412414	123	33	0.007725387805252559	0.007725387805252559	90	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G23847	fgraminearum::FGRAMPH1_01G23847	val	1.0	True	True	0.9882045768699126	0.9963600061434497	0.9558800101280213	0.9914628624916076	136	34	0.008155429273537074	0.008155429273537074	102	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G20013	FGRAMPH1_01G20013			False	True	0.9301182614037782	0.99612962678544	0.8566293954849243	0.9907011985778809	903	35	0.06601136538166186	0.06601136538166186	868	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17981	fgraminearum::FGRAMPH1_01G17981	val	1.0	True	True	0.985685762555675	0.9961142681615728	0.9510251641273498	0.9908971071243287	161	36	0.010428505605897809	0.010428505605897809	125	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G00949	fgraminearum::FGRAMPH1_01G00949	train	0.0	True	True	0.9345415450775609	0.9961142681615727	0.8627051115036011	0.9912742733955383	840	37	0.06157272308401174	0.06157272308401174	803	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G19889	fgraminearum::FGRAMPH1_01G19889	train	1.0	True	True	0.9993395791737061	0.9960374750422363	0.9936574220657348	0.9914350152015686	6	38	-0.0033021041314698074	-0.0033021041314698074	-32	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G07021	FGRAMPH1_01G07021			False	True	0.9926892950391645	0.9958685301796958	0.9727231144905091	0.9920371532440185	73	39	0.0031792351405313113	0.0031792351405313113	34	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G14287	FGRAMPH1_01G14287			False	True	0.9947012747657811	0.995622792197819	0.9727581858634948	0.9901521921157836	54	40	0.0009215174320379438	0.0009215174320379438	14	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G26663	fgraminearum::FGRAMPH1_01G26663	train	1.0	True	True	0.9462140992167102	0.9955767163262171	0.8827584028244019	0.9898818254470825	683	41	0.04936261710950696	0.04936261710950696	642	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06609	fgraminearum::FGRAMPH1_01G06609	train	1.0	True	False	0.8634003993242205	0.9953924128398096	0.7251368999481201	0.9913464188575745	1745	42	0.1319920135155891	0.1319920135155891	1703	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G18515	fgraminearum::FGRAMPH1_01G18515	val	1.0	True	False	0.8397634771924436	0.9953463369682076	0.6677538990974426	0.9905451893806457	2063	43	0.15558285977576403	0.15558285977576403	2020	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23313	fgraminearum::FGRAMPH1_01G23313	val	1.0	True	True	0.9838888035632006	0.9953463369682076	0.9480014324188233	0.989732539653778	188	44	0.011457533405006992	0.011457533405006992	144	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G20749	fgraminearum::FGRAMPH1_01G20749	train	1.0	True	False	0.8086161879895561	0.9953156197204731	0.5886237621307373	0.9895634651184082	2462	45	0.18669943173091696	0.18669943173091696	2417	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G03787	fgraminearum::FGRAMPH1_01G03787	train	1.0	True	True	0.9895254185225003	0.9951927507295346	0.959522032737732	0.9896587491035461	116	46	0.0056673322070343035	0.0056673322070343035	70	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G00963	fgraminearum::FGRAMPH1_01G00963	train	1.0	True	True	0.9985255721087392	0.9948702196283212	0.9911022901535034	0.9891110181808471	12	47	-0.0036553524804179283	-0.0036553524804179283	-35	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G27019	FGRAMPH1_01G27019			False	True	0.9582399017048072	0.9948702196283212	0.9022545576095581	0.9889130353927612	513	48	0.03663031792351401	0.03663031792351401	465	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06129	fgraminearum::FGRAMPH1_01G06129	test	1.0	True	True	0.9696974351098142	0.9948241437567195	0.922318983078003	0.9886405944824219	379	49	0.02512670864690525	0.02512670864690525	330	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G24677	fgraminearum::FGRAMPH1_01G24677	train	1.0	True	True	0.9852864383351252	0.9947780678851175	0.9504022359848022	0.9894726395606994	168	50	0.009491629549992275	0.009491629549992275	118	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G27379	fgraminearum::FGRAMPH1_01G27379	test	1.0	True	True	0.9908155429273539	0.9942712332974966	0.9622688174247742	0.9887832760810852	100	51	0.0034556903701427055	0.0034556903701427055	49	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G22515	fgraminearum::FGRAMPH1_01G22515	train	1.0	True	True	0.9908923360466902	0.9942405160497619	0.9623215079307557	0.9883836507797241	99	52	0.003348180003071688	0.003348180003071688	47	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G00983	fgraminearum::FGRAMPH1_01G00983	test	1.0	True	True	0.9894947012747657	0.9942097988020274	0.9587967395782471	0.9891510963439941	118	53	0.004715097527261736	0.004715097527261736	65	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G10471	fgraminearum::FGRAMPH1_01G10471	test	1.0	True	True	0.9719090769467055	0.9939947780678852	0.9257966756820679	0.9884166598320008	338	54	0.02208570112117969	0.02208570112117969	284	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G23515	fgraminearum::FGRAMPH1_01G23515	train	1.0	True	True	0.951804638304408	0.9939640608201505	0.8917120218276977	0.9895988702774048	595	55	0.04215942251574256	0.04215942251574256	540	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06569	fgraminearum::FGRAMPH1_01G06569	train	1.0	True	True	0.9966211027491937	0.9939333435724158	0.9851385474205017	0.987549650669098	31	56	-0.002687759176777882	-0.002687759176777882	-25	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G23117	fgraminearum::FGRAMPH1_01G23117	train	1.0	True	True	0.9497158654584549	0.993733681462141	0.8879774808883667	0.9874332785606384	626	57	0.04401781600368615	0.04401781600368615	569	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02917	fgraminearum::FGRAMPH1_01G02917	val	1.0	True	True	0.995208109353402	0.9935954538473354	0.9739789605140686	0.9881121277809143	46	58	-0.001612655506066596	-0.001612655506066596	-12	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G11181	fgraminearum::FGRAMPH1_01G11181	train	1.0	True	True	0.9473199201351559	0.9935954538473354	0.8847926139831543	0.9870611190795898	668	59	0.04627553371217952	0.04627553371217952	609	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23537	fgraminearum::FGRAMPH1_01G23537	train	1.0	True	True	0.9899401013669176	0.9933957917370604	0.9594860672950745	0.9872860670089721	109	60	0.0034556903701428165	0.0034556903701428165	49	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G10335	fgraminearum::FGRAMPH1_01G10335	train	1.0	True	True	0.9446321609583782	0.9931346951313162	0.8806012034416199	0.9866009831428528	699	61	0.04850253417293804	0.04850253417293804	638	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24247	fgraminearum::FGRAMPH1_01G24247	train	1.0	True	True	0.9475810167409	0.9931039778835817	0.8848931908607482	0.9864467978477478	662	62	0.04552296114268173	0.04552296114268173	600	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17079	FGRAMPH1_01G17079			False	True	0.8770542159422515	0.9930886192597143	0.7453535318374633	0.9865556716918945	1574	63	0.11603440331746273	0.11603440331746273	1511	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G25925	fgraminearum::FGRAMPH1_01G25925	train	1.0	True	True	0.9964060820150514	0.9930425433881125	0.9847332596778869	0.9881266951560974	33	64	-0.0033635386269389445	-0.0033635386269389445	-31	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G26229	fgraminearum::FGRAMPH1_01G26229	train	1.0	True	True	0.9652741514360313	0.9930425433881125	0.9144654989242553	0.9870342254638672	434	65	0.02776839195208114	0.02776839195208114	369	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G15079	fgraminearum::FGRAMPH1_01G15079	train	1.0	True	False	0.8705114421747812	0.9929657502687759	0.7409203529357911	0.9876468181610107	1665	66	0.12245430809399471	0.12245430809399471	1599	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24523	fgraminearum::FGRAMPH1_01G24523	train	1.0	True	True	0.9902165565965289	0.9929657502687759	0.9674731373786927	0.9864008545875549	106	67	0.002749193672247019	0.002749193672247019	39	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G15221	fgraminearum::FGRAMPH1_01G15221	train	1.0	True	True	0.9736446014437107	0.9927814467823683	0.9286328315734863	0.9865427255630493	316	68	0.01913684533865767	0.01913684533865767	248	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G17051	fgraminearum::FGRAMPH1_01G17051	train	1.0	True	True	0.9881585009983105	0.9926739364152972	0.9563159227371216	0.9868016839027405	139	69	0.004515435416986735	0.004515435416986735	70	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G04037	fgraminearum::FGRAMPH1_01G04037	train	1.0	True	True	0.9900168944862541	0.9926278605436952	0.9607109546661377	0.9860134243965148	108	70	0.0026109660574411553	0.0026109660574411553	38	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G18199	fgraminearum::FGRAMPH1_01G18199	train	1.0	True	True	0.9922285363231454	0.992612501919828	0.9653376698493957	0.9872886538505554	81	71	0.00038396559668252284	0.00038396559668252284	10	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G17899	fgraminearum::FGRAMPH1_01G17899	train	1.0	True	True	0.9527415143603133	0.9922899708186147	0.8930047869682312	0.9848727345466614	580	72	0.039548456458301406	0.039548456458301406	508	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G19791	fgraminearum::FGRAMPH1_01G19791	val	1.0	True	True	0.9784364920903087	0.99225925357088	0.9375263094902039	0.9861752390861511	256	73	0.013822761480571266	0.013822761480571266	183	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G20201	fgraminearum::FGRAMPH1_01G20201	train	0.0	True	True	0.9171863001075102	0.9920903087083397	0.8356720209121704	0.9858420491218567	1065	74	0.07490400860082946	0.07490400860082946	991	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G07225	fgraminearum::FGRAMPH1_01G07225	train	1.0	True	True	0.972692366763938	0.9919827983412686	0.9273209810256958	0.9862101793289184	329	75	0.01929043157733057	0.01929043157733057	254	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G07249	fgraminearum::FGRAMPH1_01G07249	train	1.0	True	False	0.6747504223621563	0.9919674397174013	0.2796673893928528	0.986462390422821	4159	76	0.317217017355245	0.317217017355245	4083	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02821	FGRAMPH1_01G02821			False	True	0.9740285670403932	0.991798494854861	0.929883849620819	0.9860538840293884	310	77	0.017769927814467845	0.017769927814467845	233	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G06691	FGRAMPH1_01G06691			False	True	0.9336507448932576	0.9917831362309937	0.8295502841472626	0.986574649810791	856	78	0.05813239133773607	0.05813239133773607	778	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02115	fgraminearum::FGRAMPH1_01G02115	train	1.0	True	True	0.9241744739671326	0.9917677776071263	0.845491623878479	0.9871869206428527	971	79	0.06759330363999372	0.06759330363999372	892	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G03891	fgraminearum::FGRAMPH1_01G03891	val	1.0	True	True	0.989863308247581	0.9917217017355245	0.9599218606948853	0.9859888434410096	112	80	0.0018583934879435882	0.0018583934879435882	32	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G23673	FGRAMPH1_01G23673			False	True	0.9852096452157888	0.9916602672400552	0.950512146949768	0.9857688903808594	171	81	0.006450622024266384	0.006450622024266384	90	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G01853	fgraminearum::FGRAMPH1_01G01853	test	1.0	True	True	0.9873752111810781	0.9915834741207188	0.9545469522476197	0.9862582325935364	149	82	0.004208262939640717	0.004208262939640717	67	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G04705	fgraminearum::FGRAMPH1_01G04705	test	0.0	True	True	0.7757640915373982	0.9914298878820459	0.4937166929244995	0.9855269312858581	2891	83	0.21566579634464766	0.21566579634464766	2808	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G16659	fgraminearum::FGRAMPH1_01G16659	train	1.0	True	True	0.9825526032867454	0.9913991706343112	0.9449581503868103	0.9853729844093323	201	84	0.008846567347565726	0.008846567347565726	117	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G10499	fgraminearum::FGRAMPH1_01G10499	test	0.0	True	True	0.9504070035324835	0.9910459222853631	0.8779632687568665	0.9862050294876099	617	85	0.040638918752879616	0.040638918752879616	532	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24959	fgraminearum::FGRAMPH1_01G24959	train	1.0	True	True	0.9427891260943019	0.9909076946705575	0.8795603275299072	0.9842072010040284	725	86	0.04811856857625563	0.04811856857625563	639	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G18901	fgraminearum::FGRAMPH1_01G18901	val	1.0	True	True	0.98201505145139	0.990876977422823	0.9441817879676819	0.9854488015174866	212	87	0.008861925971432982	0.008861925971432982	125	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G02937	fgraminearum::FGRAMPH1_01G02937	train	1.0	True	True	0.9505145138995547	0.9908462601750884	0.8894842505455017	0.9841233372688294	613	88	0.04033174627553371	0.04033174627553371	525	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G07123	fgraminearum::FGRAMPH1_01G07123	train	1.0	True	True	0.981968975579788	0.9907694670557519	0.9440399646759033	0.9844327688217163	214	89	0.008800491475963845	0.008800491475963845	125	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G01163	fgraminearum::FGRAMPH1_01G01163	test	1.0	True	True	0.9855782521886038	0.9907233911841498	0.9508293151855469	0.9847089171409606	164	90	0.005145138995545917	0.005145138995545917	74	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G22959	fgraminearum::FGRAMPH1_01G22959	train	1.0	True	True	0.9995699585317155	0.9907080325602825	0.9957374691963196	0.9840597748756409	5	91	-0.008861925971432982	-0.008861925971432982	-86	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G23007	fgraminearum::FGRAMPH1_01G23007	train	1.0	True	True	0.995054523114729	0.9906465980648134	0.9741539716720581	0.9843336820602417	48	92	-0.004407925049915606	-0.004407925049915606	-44	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G06289	fgraminearum::FGRAMPH1_01G06289	train	1.0	True	True	0.9635693441867609	0.9906312394409461	0.911138939857483	0.9842813372611999	455	93	0.02706189525418523	0.02706189525418523	362	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G23401	fgraminearum::FGRAMPH1_01G23401	train	1.0	True	True	0.9903701428352021	0.9904622945784058	0.9725102066993714	0.9844925880432129	104	94	9.215174320376107e-05	9.215174320376107e-05	10	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G01291	fgraminearum::FGRAMPH1_01G01291	train	1.0	True	True	0.9114728920288743	0.9901244048533252	0.8263152718544007	0.9833933472633362	1131	95	0.07865151282445093	0.07865151282445093	1036	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G26333	fgraminearum::FGRAMPH1_01G26333	val	1.0	True	False	0.8547842113346643	0.9900476117339887	0.7034659266471863	0.9830400705337524	1870	96	0.13526340039932438	0.13526340039932438	1774	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G19751	fgraminearum::FGRAMPH1_01G19751	train	1.0	True	True	0.9868376593457227	0.9900015358623868	0.9533200860023499	0.9837175965309143	154	97	0.003163876516664166	0.003163876516664166	57	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
