gene_id	canonical_gene_id	split	label	is_labeled	in_graph	score_baseline	score_ESM2	mean_raw_score_baseline	mean_raw_score_ESM2	rank_baseline	rank_ESM2	delta_score	percentile_gain	rank_gain	n_seeds_baseline	n_seeds_ESM2	top100_baseline	top100_ESM2	candidate_class_top100	top200_baseline	top200_ESM2	candidate_class_top200	top500_baseline	top500_ESM2	candidate_class_top500	rescued_definition
FGRAMPH1_01G23327	fgraminearum::FGRAMPH1_01G23327	train	1.0	True	False	0.6882352941176471	0.9804791890646598	0.30395432114601134	0.9720571279525757	4001	218	0.29224389494701275	0.29224389494701275	3783	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26141	fgraminearum::FGRAMPH1_01G26141	test	0.0	True	True	0.6943633850407004	0.9848103209952388	0.31211986541748044	0.9773687481880188	3921	161	0.2904469359545384	0.2904469359545384	3760	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G20303	fgraminearum::FGRAMPH1_01G20303	train	1.0	True	True	0.7009522346797727	0.9870526800798649	0.32641003429889676	0.9798694372177124	3852	134	0.28610044540009216	0.28610044540009216	3718	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G28077	fgraminearum::FGRAMPH1_01G28077	train	1.0	True	False	0.6846260175088312	0.9581938258332053	0.2963721573352814	0.947862732410431	4050	497	0.2735678083243741	0.2735678083243741	3553	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G01091	fgraminearum::FGRAMPH1_01G01091	train	1.0	True	False	0.726493626171095	0.9985562893564737	0.38298141956329346	0.9950322031974792	3509	14	0.27206266318537864	0.27206266318537864	3495	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G02051	fgraminearum::FGRAMPH1_01G02051	train	1.0	True	False	0.7097220089080019	0.9779142988788205	0.3461378633975982	0.9687964200973511	3733	244	0.2681922899708187	0.2681922899708187	3489	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G23505	fgraminearum::FGRAMPH1_01G23505	train	1.0	True	False	0.6989556135770234	0.9665489172170174	0.3234663307666778	0.9553573608398438	3879	393	0.267593303639994	0.267593303639994	3486	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G03115	fgraminearum::FGRAMPH1_01G03115	train	1.0	True	True	0.702749193672247	0.9674243587774536	0.33373056054115297	0.9592991232872009	3834	375	0.2646751651052066	0.2646751651052066	3459	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G03715	fgraminearum::FGRAMPH1_01G03715	test	1.0	True	False	0.7319766548917217	0.9787436645676546	0.3938554465770721	0.970080578327179	3440	234	0.2467670096759329	0.2467670096759329	3206	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G01045	fgraminearum::FGRAMPH1_01G01045	val	1.0	True	True	0.722868990938412	0.964951620334818	0.41579494476318357	0.9517714381217957	3568	419	0.242082629396406	0.242082629396406	3149	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G16349	fgraminearum::FGRAMPH1_01G16349	train	1.0	True	True	0.7784057748425741	0.9998924896329289	0.5100484251976013	0.9985379934310913	2864	1	0.22148671479035476	0.22148671479035476	2863	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G04705	fgraminearum::FGRAMPH1_01G04705	test	0.0	True	True	0.7757640915373982	0.9914298878820459	0.4937166929244995	0.9855269312858581	2891	83	0.21566579634464766	0.21566579634464766	2808	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G20021	fgraminearum::FGRAMPH1_01G20021	test	0.0	True	True	0.7787897404392566	0.9870373214559975	0.508696722984314	0.9813286066055298	2858	135	0.2082475810167409	0.2082475810167409	2723	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G06775	FGRAMPH1_01G06775			False	True	0.7711104285056058	0.9754262018123177	0.4844838559627533	0.9682834506034851	2954	278	0.2043157733067118	0.2043157733067118	2676	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G19277	fgraminearum::FGRAMPH1_01G19277	val	0.0	True	True	0.7601290124404854	0.9630317923514052	0.45612198710441587	0.9496477246284485	3108	445	0.20290277991091987	0.20290277991091987	2663	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G05071	fgraminearum::FGRAMPH1_01G05071	test	0.0	True	True	0.7860082936568883	0.9870680387037322	0.5264125645160675	0.9837919235229492	2773	131	0.20105974504684387	0.20105974504684387	2642	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26267	fgraminearum::FGRAMPH1_01G26267	train	1.0	True	True	0.7798341268622331	0.9716940562125634	0.5103155970573425	0.9602283239364624	2848	319	0.19185992935033036	0.19185992935033036	2529	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G24107	fgraminearum::FGRAMPH1_01G24107	test	0.0	True	True	0.7830287206266319	0.9731224082322225	0.5163704633712769	0.9646987080574035	2809	297	0.19009368760559064	0.19009368760559064	2512	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G17945	fgraminearum::FGRAMPH1_01G17945	train	1.0	True	True	0.7978805099063124	0.9838427276915989	0.5599772572517395	0.9753394007682801	2624	172	0.18596221778528643	0.18596221778528643	2452	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G10777	FGRAMPH1_01G10777			False	True	0.8032867455076025	0.9876823836584242	0.568593007326126	0.9795210838317872	2547	122	0.18439563815082172	0.18439563815082172	2425	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G20749	fgraminearum::FGRAMPH1_01G20749	train	1.0	True	False	0.8086161879895561	0.9953156197204731	0.5886237621307373	0.9895634651184082	2462	45	0.18669943173091696	0.18669943173091696	2417	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G19857	FGRAMPH1_01G19857			False	True	0.7978497926585778	0.9808938719090768	0.5592429757118225	0.9728001236915589	2625	213	0.18304407925049904	0.18304407925049904	2412	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G06263	fgraminearum::FGRAMPH1_01G06263	train	0.0	True	True	0.8069420979880203	0.9887728459530025	0.5823308229446411	0.9830240488052369	2486	111	0.18183074796498222	0.18183074796498222	2375	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G14311	fgraminearum::FGRAMPH1_01G14311	train	1.0	True	True	0.7837659345722623	0.9625249577637843	0.523977530002594	0.9525668501853943	2802	451	0.17875902319152204	0.17875902319152204	2351	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G24753	fgraminearum::FGRAMPH1_01G24753	train	1.0	True	False	0.7941022884349562	0.9701889110735678	0.5525116920471191	0.9609725117683411	2676	343	0.17608662263861152	0.17608662263861152	2333	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G06803	fgraminearum::FGRAMPH1_01G06803	train	1.0	True	False	0.8181538934111504	0.99806481339272	0.6136512756347656	0.9943604469299316	2347	19	0.1799109199815696	0.1799109199815696	2328	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G17785	fgraminearum::FGRAMPH1_01G17785	val	0.0	True	True	0.7833358931039779	0.9583320534480111	0.5226698160171509	0.9437771081924439	2807	496	0.1749961603440332	0.1749961603440332	2311	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G22455	fgraminearum::FGRAMPH1_01G22455	train	1.0	True	True	0.8140992167101828	0.9835662724619875	0.5944890856742859	0.9775691032409668	2391	175	0.16946705575180465	0.16946705575180465	2216	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G14849	fgraminearum::FGRAMPH1_01G14849	train	1.0	True	False	0.8031178006450622	0.9637536476731684	0.5742830097675323	0.9523858785629272	2551	439	0.16063584702810618	0.16063584702810618	2112	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G24455	fgraminearum::FGRAMPH1_01G24455	train	1.0	True	False	0.8241898325909999	0.9799877131009062	0.6274837493896485	0.972786259651184	2275	221	0.15579788050990628	0.15579788050990628	2054	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G20597	fgraminearum::FGRAMPH1_01G20597	train	1.0	True	True	0.8252956535094456	0.9784364920903087	0.6283491253852844	0.9715215802192688	2261	238	0.15314083858086314	0.15314083858086314	2023	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G18515	fgraminearum::FGRAMPH1_01G18515	val	1.0	True	False	0.8397634771924436	0.9953463369682076	0.6677538990974426	0.9905451893806457	2063	43	0.15558285977576403	0.15558285977576403	2020	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G19855	fgraminearum::FGRAMPH1_01G19855	train	1.0	True	True	0.8283520196590384	0.981815389341115	0.635113251209259	0.9711530089378357	2219	204	0.15346336968207663	0.15346336968207663	2015	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G14553	FGRAMPH1_01G14553			False	True	0.8360774074642912	0.9854093073260636	0.6581740021705628	0.9781654477119446	2117	154	0.14933189986177242	0.14933189986177242	1963	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26405	FGRAMPH1_01G26405			False	True	0.8409000153586238	0.9881738596221779	0.6655527353286743	0.9824209094047547	2041	117	0.14727384426355405	0.14727384426355405	1924	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G02861	fgraminearum::FGRAMPH1_01G02861	train	1.0	True	True	0.835816310858547	0.9823529411764707	0.6544768571853637	0.9749449610710144	2119	196	0.14653663031792363	0.14653663031792363	1923	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G01891	fgraminearum::FGRAMPH1_01G01891	train	1.0	True	True	0.8352173245277223	0.974427891260943	0.6532144188880921	0.9649848937988281	2133	286	0.13921056673322063	0.13921056673322063	1847	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G02193	fgraminearum::FGRAMPH1_01G02193	test	1.0	True	False	0.8422362156350791	0.9825679619106129	0.673629641532898	0.9749345183372498	2021	186	0.1403317462755338	0.1403317462755338	1835	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G23225	fgraminearum::FGRAMPH1_01G23225	train	1.0	True	False	0.8217938872677009	0.9612194747350638	0.6216423511505127	0.9493643164634704	2301	469	0.1394255874673629	0.1394255874673629	1832	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26333	fgraminearum::FGRAMPH1_01G26333	val	1.0	True	False	0.8547842113346643	0.9900476117339887	0.7034659266471863	0.9830400705337524	1870	96	0.13526340039932438	0.13526340039932438	1774	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G17563	FGRAMPH1_01G17563			False	True	0.8421594225157426	0.9773306711718629	0.6686351060867309	0.968659782409668	2023	252	0.1351712486561203	0.1351712486561203	1771	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G01117	fgraminearum::FGRAMPH1_01G01117	train	1.0	True	True	0.8319152203962524	0.9652280755644295	0.6425328969955444	0.9539489388465882	2178	411	0.13331285516817704	0.13331285516817704	1767	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G23417	fgraminearum::FGRAMPH1_01G23417	train	1.0	True	True	0.8362770695745662	0.9695131316234065	0.6523494243621826	0.9593188166618347	2114	351	0.1332360620488403	0.1332360620488403	1763	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G01889	fgraminearum::FGRAMPH1_01G01889	test	0.0	True	True	0.8276455229611427	0.9601136538166181	0.6252065658569336	0.9490019917488098	2227	480	0.13246813085547537	0.13246813085547537	1747	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G06383	fgraminearum::FGRAMPH1_01G06383	test	0.0	True	True	0.847888189218246	0.9792812164030102	0.6859795331954956	0.972435998916626	1952	226	0.1313930271847642	0.1313930271847642	1726	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G19961	fgraminearum::FGRAMPH1_01G19961	val	0.0	True	True	0.8358009522346798	0.9658884963907234	0.646303129196167	0.9576043963432312	2121	399	0.13008754415604362	0.13008754415604362	1722	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G24119	FGRAMPH1_01G24119			False	True	0.8459683612348334	0.9772078021809246	0.6786830067634583	0.9709173917770386	1975	254	0.1312394409460912	0.1312394409460912	1721	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G06609	fgraminearum::FGRAMPH1_01G06609	train	1.0	True	False	0.8634003993242205	0.9953924128398096	0.7251368999481201	0.9913464188575745	1745	42	0.1319920135155891	0.1319920135155891	1703	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G23215	fgraminearum::FGRAMPH1_01G23215	train	0.0	True	True	0.8329749654430962	0.9615266472124098	0.615037739276886	0.9476239919662476	2161	467	0.12855168176931353	0.12855168176931353	1694	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G00499	fgraminearum::FGRAMPH1_01G00499	train	0.0	True	True	0.85628935647366	0.9824143756719398	0.6988415598869324	0.9768096327781677	1849	192	0.1261250191982798	0.1261250191982798	1657	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G03657	fgraminearum::FGRAMPH1_01G03657	train	1.0	True	True	0.8396406082015051	0.9648287513438796	0.6580488681793213	0.9555313348770141	2066	423	0.12518814314237448	0.12518814314237448	1643	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G08281	fgraminearum::FGRAMPH1_01G08281	train	1.0	True	True	0.8568269083090154	0.9816310858547075	0.710407042503357	0.9723391890525818	1837	206	0.12480417754569206	0.12480417754569206	1631	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G15079	fgraminearum::FGRAMPH1_01G15079	train	1.0	True	False	0.8705114421747812	0.9929657502687759	0.7409203529357911	0.9876468181610107	1665	66	0.12245430809399471	0.12245430809399471	1599	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G14289	fgraminearum::FGRAMPH1_01G14289	test	1.0	True	False	0.8675625863922592	0.985332514206727	0.7340730547904968	0.9798375010490418	1699	156	0.11776992781446771	0.11776992781446771	1543	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G18931	fgraminearum::FGRAMPH1_01G18931	train	1.0	True	False	0.8585009983105515	0.9749116879127631	0.7133098125457764	0.9668532609939575	1811	283	0.11641068960221157	0.11641068960221157	1528	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G17079	FGRAMPH1_01G17079			False	True	0.8770542159422515	0.9930886192597143	0.7453535318374633	0.9865556716918945	1574	63	0.11603440331746273	0.11603440331746273	1511	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G18637	fgraminearum::FGRAMPH1_01G18637	train	0.0	True	True	0.8501766241744739	0.9649823375825527	0.6896126508712769	0.9562402367591858	1923	418	0.11480571340807877	0.11480571340807877	1505	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26381	fgraminearum::FGRAMPH1_01G26381	train	0.0	True	False	0.846659499308862	0.9594532329903241	0.6840519666671753	0.9466194987297059	1966	485	0.11279373368146217	0.11279373368146217	1481	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G23053	fgraminearum::FGRAMPH1_01G23053	train	1.0	True	True	0.8618645369374904	0.9715558285977576	0.7191886305809021	0.9633555054664612	1770	322	0.10969129166026714	0.10969129166026714	1448	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G10683	FGRAMPH1_01G10683			False	True	0.8670864690523729	0.9748425741053601	0.7217740535736084	0.964219331741333	1709	284	0.10775610505298727	0.10775610505298727	1425	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G19005	fgraminearum::FGRAMPH1_01G19005	train	1.0	True	True	0.8774996160344033	0.9852557210873906	0.7541308045387268	0.9771497368812561	1571	157	0.10775610505298727	0.10775610505298727	1414	5	5	False	False	Neither	False	True	ESM2_unique	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G26163	fgraminearum::FGRAMPH1_01G26163	train	1.0	True	True	0.8633082475810168	0.9689448625403164	0.7258527636528015	0.9593558788299561	1747	363	0.10563661495929966	0.10563661495929966	1384	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G09819	fgraminearum::FGRAMPH1_01G09819	test	1.0	True	False	0.8655198894179081	0.9677315312547996	0.7293800473213196	0.9576211094856262	1724	369	0.10221164183689146	0.10221164183689146	1355	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G03317	fgraminearum::FGRAMPH1_01G03317	val	1.0	True	False	0.8629396406082016	0.9653816618031025	0.722903311252594	0.9547435760498046	1752	408	0.10244202119490087	0.10244202119490087	1344	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
FGRAMPH1_01G17533	fgraminearum::FGRAMPH1_01G17533	train	0.0	True	True	0.8684841038242974	0.9699124558439565	0.7297122597694397	0.9610122561454773	1684	345	0.10142835201965905	0.10142835201965905	1339	5	5	False	False	Neither	False	False	Neither	False	True	ESM2_unique	not Top500 baseline; Top500 ESM2; rank_gain >= 500 or percentile_gain >= 0.2
