protocol_name	species	regime	data_key	canonical_gene_id	graph_gene_id	source_gene_id	label	label_text	label_status	label_source_project	label_source_file	source_manifest	positive_definition	notes	is_mainline_protocol	protocol_version	split	split_seed	split_strategy	test_fraction	val_fraction	split_version
scerevisiae	scerevisiae	standard	scerevisiae	S000000212	S000000212	S000000212	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000220	S000000220	S000000220	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000223	S000000223	S000000223	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000224	S000000224	S000000224	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000238	S000000238	S000000238	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000242	S000000242	S000000242	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000253	S000000253	S000000253	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000259	S000000259	S000000259	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000265	S000000265	S000000265	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000267	S000000267	S000000267	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000275	S000000275	S000000275	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000277	S000000277	S000000277	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000278	S000000278	S000000278	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000291	S000000291	S000000291	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000296	S000000296	S000000296	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000300	S000000300	S000000300	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000305	S000000305	S000000305	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000309	S000000309	S000000309	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000312	S000000312	S000000312	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000319	S000000319	S000000319	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000327	S000000327	S000000327	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000331	S000000331	S000000331	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000341	S000000341	S000000341	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000361	S000000361	S000000361	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000365	S000000365	S000000365	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000368	S000000368	S000000368	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000377	S000000377	S000000377	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000385	S000000385	S000000385	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000388	S000000388	S000000388	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000397	S000000397	S000000397	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000403	S000000403	S000000403	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000404	S000000404	S000000404	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000406	S000000406	S000000406	1	essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000409	S000000409	S000000409	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000411	S000000411	S000000411	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000420	S000000420	S000000420	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
scerevisiae	scerevisiae	standard	scerevisiae	S000000422	S000000422	S000000422	0	non-essential	frozen	bingo	scerevisiae/orig_sample_list/gene_list.txt	data/processed/essential_gene/scerevisiae/labels.standard.tsv	non-essential	EPGAT used a different ID namespace. Using Bingo as primary.	True	frozen_protocol_v1	test	20260409	stratified_fixed	0.2	0.1	frozen_protocol_v1_seed20260409_test20_val10
