canonical_gene_id	graph_gene_id	label	label_text	regime	construction_bucket	source_manifest	source_gene_id	mapping_rule	mapping_source	construction_note
fgraminearum::FGRAMPH1_01G01311	FGRAMPH1_01G01311	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01311	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01355	FGRAMPH1_01G01355	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01355	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01385	FGRAMPH1_01G01385	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01385	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01439	FGRAMPH1_01G01439	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01439	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01461	FGRAMPH1_01G01461	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01461	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01477	FGRAMPH1_01G01477	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01477	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01601	FGRAMPH1_01G01601	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01601	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01655	FGRAMPH1_01G01655	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01655	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01679	FGRAMPH1_01G01679	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01679	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01705	FGRAMPH1_01G01705	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01705	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01733	FGRAMPH1_01G01733	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01733	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01763	FGRAMPH1_01G01763	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01763	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01771	FGRAMPH1_01G01771	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01771	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01801	FGRAMPH1_01G01801	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01801	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01821	FGRAMPH1_01G01821	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01821	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01847	FGRAMPH1_01G01847	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01847	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G01871	FGRAMPH1_01G01871	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G01871	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02007	FGRAMPH1_01G02007	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02007	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02085	FGRAMPH1_01G02085	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02085	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02133	FGRAMPH1_01G02133	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02133	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02169	FGRAMPH1_01G02169	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02169	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02181	FGRAMPH1_01G02181	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02181	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02345	FGRAMPH1_01G02345	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02345	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02349	FGRAMPH1_01G02349	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02349	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02393	FGRAMPH1_01G02393	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02393	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02507	FGRAMPH1_01G02507	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02507	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02563	FGRAMPH1_01G02563	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02563	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02659	FGRAMPH1_01G02659	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02659	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02759	FGRAMPH1_01G02759	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02759	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02825	FGRAMPH1_01G02825	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02825	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02919	FGRAMPH1_01G02919	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02919	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02933	FGRAMPH1_01G02933	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02933	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02945	FGRAMPH1_01G02945	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02945	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G02967	FGRAMPH1_01G02967	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G02967	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03033	FGRAMPH1_01G03033	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03033	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03055	FGRAMPH1_01G03055	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03055	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03073	FGRAMPH1_01G03073	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03073	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03147	FGRAMPH1_01G03147	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03147	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03195	FGRAMPH1_01G03195	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03195	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03201	FGRAMPH1_01G03201	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03201	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03235	FGRAMPH1_01G03235	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03235	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03247	FGRAMPH1_01G03247	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03247	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03277	FGRAMPH1_01G03277	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03277	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03307	FGRAMPH1_01G03307	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03307	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03329	FGRAMPH1_01G03329	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03329	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03337	FGRAMPH1_01G03337	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03337	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03365	FGRAMPH1_01G03365	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03365	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03379	FGRAMPH1_01G03379	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03379	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03505	FGRAMPH1_01G03505	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03505	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G03545	FGRAMPH1_01G03545	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G03545	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
