canonical_gene_id	graph_gene_id	label	label_text	regime	construction_bucket	source_manifest	construction_note
fgraminearum::FGRAMPH1_01G00037	FGRAMPH1_01G00037	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00039	FGRAMPH1_01G00039	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00041	FGRAMPH1_01G00041	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00047	FGRAMPH1_01G00047	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00049	FGRAMPH1_01G00049	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00051	FGRAMPH1_01G00051	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00055	FGRAMPH1_01G00055	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00057	FGRAMPH1_01G00057	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00061	FGRAMPH1_01G00061	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00063	FGRAMPH1_01G00063	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00065	FGRAMPH1_01G00065	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00067	FGRAMPH1_01G00067	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00069	FGRAMPH1_01G00069	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00071	FGRAMPH1_01G00071	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00073	FGRAMPH1_01G00073	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00075	FGRAMPH1_01G00075	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00077	FGRAMPH1_01G00077	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00079	FGRAMPH1_01G00079	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00081	FGRAMPH1_01G00081	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00083	FGRAMPH1_01G00083	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00085	FGRAMPH1_01G00085	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00087	FGRAMPH1_01G00087	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00089	FGRAMPH1_01G00089	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00091	FGRAMPH1_01G00091	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00093	FGRAMPH1_01G00093	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00095	FGRAMPH1_01G00095	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00097	FGRAMPH1_01G00097	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00099	FGRAMPH1_01G00099	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00101	FGRAMPH1_01G00101	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00103	FGRAMPH1_01G00103	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00105	FGRAMPH1_01G00105	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00109	FGRAMPH1_01G00109	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00111	FGRAMPH1_01G00111	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00115	FGRAMPH1_01G00115	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00117	FGRAMPH1_01G00117	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00119	FGRAMPH1_01G00119	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00121	FGRAMPH1_01G00121	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00123	FGRAMPH1_01G00123	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00125	FGRAMPH1_01G00125	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00127	FGRAMPH1_01G00127	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00129	FGRAMPH1_01G00129	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00131	FGRAMPH1_01G00131	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00133	FGRAMPH1_01G00133	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00135	FGRAMPH1_01G00135	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00137	FGRAMPH1_01G00137	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00139	FGRAMPH1_01G00139	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00141	FGRAMPH1_01G00141	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00143	FGRAMPH1_01G00143	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00145	FGRAMPH1_01G00145	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00147	FGRAMPH1_01G00147	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00149	FGRAMPH1_01G00149	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00151	FGRAMPH1_01G00151	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00153	FGRAMPH1_01G00153	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00155	FGRAMPH1_01G00155	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00157	FGRAMPH1_01G00157	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00159	FGRAMPH1_01G00159	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00161	FGRAMPH1_01G00161	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00163	FGRAMPH1_01G00163	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00165	FGRAMPH1_01G00165	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00167	FGRAMPH1_01G00167	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00169	FGRAMPH1_01G00169	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00171	FGRAMPH1_01G00171	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00173	FGRAMPH1_01G00173	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00177	FGRAMPH1_01G00177	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00183	FGRAMPH1_01G00183	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00185	FGRAMPH1_01G00185	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00187	FGRAMPH1_01G00187	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00189	FGRAMPH1_01G00189	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00191	FGRAMPH1_01G00191	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00193	FGRAMPH1_01G00193	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00195	FGRAMPH1_01G00195	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00203	FGRAMPH1_01G00203	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00205	FGRAMPH1_01G00205	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00207	FGRAMPH1_01G00207	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00209	FGRAMPH1_01G00209	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00213	FGRAMPH1_01G00213	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00215	FGRAMPH1_01G00215	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00217	FGRAMPH1_01G00217	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00219	FGRAMPH1_01G00219	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00221	FGRAMPH1_01G00221	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00223	FGRAMPH1_01G00223	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00225	FGRAMPH1_01G00225	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00227	FGRAMPH1_01G00227	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00229	FGRAMPH1_01G00229	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00233	FGRAMPH1_01G00233	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00235	FGRAMPH1_01G00235	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00237	FGRAMPH1_01G00237	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00239	FGRAMPH1_01G00239	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G00241	FGRAMPH1_01G00241	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
