node_id	species	protocol	label	split	n_seeds_observed	mean_delta_probability	std_delta_probability	mean_baseline_probability	mean_esm2_probability	mean_baseline_pred_label	mean_esm2_pred_label	FN_persistent	FN_to_TP_rescued	FP_persistent	FP_to_TN_corrected	TN_stable	TN_to_FP_regressed	TP_stable	TP_to_FN_regressed	fn_to_tp_rescued_count	fn_to_tp_rescued_frequency	fn_to_tp_rescued_stable_ge2	fp_to_tn_corrected_count	fp_to_tn_corrected_frequency	fp_to_tn_corrected_stable_ge2	persistent_fn_count	persistent_fn_frequency	persistent_fn_stable_ge2	persistent_fp_count	persistent_fp_frequency	persistent_fp_stable_ge2	rescue_count	rescue_frequency	stable_rescued_ge2	confidence_tier
FGRAMPH1_01G00103	fgraminearum	fgraminearum_newlabel	0	test	5	-0.00610263790003667	0.0024988503456406315	0.0061026379000395205	2.849577224280862e-15	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00111	fgraminearum	fgraminearum_newlabel	0	test	5	-0.07974200411174112	0.034740386476056664	0.07974642887711521	4.424765374086426e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00121	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0472246979127019	0.014285301721142127	0.047224698215722984	3.0302107973017524e-10	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00147	fgraminearum	fgraminearum_newlabel	0	test	5	-0.2846953415047468	0.023890820673825173	0.2846956610679626	3.1956321585452363e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00153	fgraminearum	fgraminearum_newlabel	0	test	5	-0.08086177260402919	0.021188481816485083	0.08086177334189408	7.378648823262421e-10	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00165	fgraminearum	fgraminearum_newlabel	0	test	5	0.0012692840520383054	0.001717745282789216	2.0346304252782942e-05	0.0012896303562910884	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00171	fgraminearum	fgraminearum_newlabel	0	test	5	0.04591810788178616	0.08570677231028935	7.605968649232472e-05	0.04599416756827848	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00205	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0016477901291036205	0.0007345121236432789	0.00165282178204502	5.031652941399382e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00217	fgraminearum	fgraminearum_newlabel	0	test	5	-0.029853918164872078	0.02142768141506821	0.03430722579360004	0.00445330762872796	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00251	fgraminearum	fgraminearum_newlabel	0	test	5	-0.056596842900438815	0.02339607346471373	0.05659686475992198	2.185948316130735e-08	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00265	fgraminearum	fgraminearum_newlabel	0	test	5	-0.001143403822279668	0.001119661187493352	0.00114346661139272	6.278911305199947e-08	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00269	fgraminearum	fgraminearum_newlabel	0	test	5	-0.003673010594225452	0.004949670759606145	0.0036736767739057	6.661796802484923e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00291	fgraminearum	fgraminearum_newlabel	0	test	5	-0.003722319344072632	0.0051225555997911325	0.0037223193445242602	4.516276923975463e-13	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00311	fgraminearum	fgraminearum_newlabel	0	test	5	-5.880814001752863e-08	1.3090033888790827e-07	5.8808140018231866e-08	7.032330256758129e-19	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00331	fgraminearum	fgraminearum_newlabel	0	test	5	-7.902379139181062e-05	6.484219055979204e-05	7.902379147706542e-05	8.525480004432685e-14	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00333	fgraminearum	fgraminearum_newlabel	0	test	5	-0.08398675983007706	0.02214374690015601	0.08683476671576495	0.0028480068856879086	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00343	fgraminearum	fgraminearum_newlabel	0	test	5	-0.036406121912530086	0.015798083119558694	0.03640690222382542	7.803112953347869e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00349	fgraminearum	fgraminearum_newlabel	0	test	5	-0.04312676524600649	0.010779670920405646	0.04459022805094718	0.001463462804940692	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00351	fgraminearum	fgraminearum_newlabel	0	test	5	-0.06275471652043055	0.026013928013656148	0.08365501984953876	0.020900303329108222	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00365	fgraminearum	fgraminearum_newlabel	0	test	5	-0.04544245308254326	0.025458756174130893	0.04544906057417386	6.607491630605854e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00377	fgraminearum	fgraminearum_newlabel	0	test	5	-0.3621101308287507	0.08900950548722632	0.36471853256225584	0.0026084017335051258	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00413	fgraminearum	fgraminearum_newlabel	0	test	5	-0.05547217078801627	0.019236784858345648	0.05610079318284986	0.0006286223948335902	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00421	fgraminearum	fgraminearum_newlabel	0	test	5	-0.19126253981230548	0.03403408612229205	0.1917338579893112	0.0004713181770057277	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00431	fgraminearum	fgraminearum_newlabel	0	test	5	-0.13585686178376144	0.041566301911253704	0.1358584254980087	1.5637142472682726e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00443	fgraminearum	fgraminearum_newlabel	0	test	5	-0.05289349577305985	0.02475198532563976	0.05783436968922612	0.0049408739161662645	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00457	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0021642810004547874	0.0016237953999663176	0.00216476279310878	4.817926539925029e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00459	fgraminearum	fgraminearum_newlabel	0	test	5	-0.19495916345900172	0.012625703794358418	0.19495929181575772	1.2835675601027544e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00465	fgraminearum	fgraminearum_newlabel	1	test	5	-0.07658950090408326	0.06711254136233756	0.8473263859748841	0.7707368850708007	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00467	fgraminearum	fgraminearum_newlabel	0	test	5	-0.20527260169537698	0.024864812842356063	0.20527563989162445	3.038196247474925e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00473	fgraminearum	fgraminearum_newlabel	0	test	5	-0.054681452266413536	0.025430242134168553	0.0579204428941011	0.0032389906276875714	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00505	fgraminearum	fgraminearum_newlabel	0	test	5	-0.6929023586944141	0.053792950455032275	0.6950562477111817	0.0021538890167675647	1.0	0.0	0	0	0	5	0	0	0	0	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00523	fgraminearum	fgraminearum_newlabel	0	test	5	-0.030352177718238383	0.016379040021627152	0.03037412986159318	2.1952143354799293e-05	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00533	fgraminearum	fgraminearum_newlabel	0	test	5	-0.023916376738064796	0.0074663896135275624	0.02391637675464148	1.657668470599335e-11	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00559	fgraminearum	fgraminearum_newlabel	0	test	5	-0.3300092291123408	0.11713262453930309	0.3300093859434128	1.5683107192211546e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00563	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0336724534379014	0.01834706183820733	0.03367330040782684	8.469699254387564e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00573	fgraminearum	fgraminearum_newlabel	0	test	5	-0.12431914981605093	0.07108357992586103	0.12448401749134057	0.00016486767528965646	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00597	fgraminearum	fgraminearum_newlabel	0	test	5	-0.02778916540846694	0.044478933636645804	0.028569960035383656	0.0007807946269167215	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00613	fgraminearum	fgraminearum_newlabel	0	test	5	-0.014763839896708594	0.006320535240349051	0.01476383991539472	1.8686125192464405e-11	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00619	fgraminearum	fgraminearum_newlabel	0	test	5	-0.04812210699841746	0.011657238319354073	0.048129159957170445	7.052958752984395e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00637	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0051290879547037285	0.008687414465998146	0.0053049604292027	0.00017587247449897184	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00657	fgraminearum	fgraminearum_newlabel	0	test	5	-0.35826136138348375	0.07627831050956695	0.38300546407699587	0.024744102693512057	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00667	fgraminearum	fgraminearum_newlabel	0	test	5	-0.20563927337273777	0.013415707483435825	0.20565570294857022	1.6429575832432875e-05	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00675	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0026904218450069313	0.0017417090657224517	0.00297539969906206	0.00028497785405512887	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00691	fgraminearum	fgraminearum_newlabel	0	test	5	-0.2447210510558943	0.03476490664043982	0.2447219550609588	9.040050644870872e-07	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00693	fgraminearum	fgraminearum_newlabel	0	test	5	-0.12091571857767887	0.10397938830463296	0.12103655487298963	0.00012083629531076604	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00697	fgraminearum	fgraminearum_newlabel	0	test	5	-0.29742531676997486	0.02998216535686355	0.297442364692688	1.7047922713153695e-05	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00699	fgraminearum	fgraminearum_newlabel	0	test	5	6.425965968048837e-20	1.43509163283798e-19	8.006935663639148e-24	6.426766661615202e-20	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00705	fgraminearum	fgraminearum_newlabel	0	test	5	0.21136594209820037	0.08985748162126206	0.01730433013290162	0.22867027223110198	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00707	fgraminearum	fgraminearum_newlabel	0	test	5	-0.3155056297779083	0.07785151558295896	0.7689090609550476	0.45340343117713927	1.0	0.2	0	0	1	4	0	0	0	0	0	0.0	False	4	0.8	True	0	0.0	False	1	0.2	False	0	0.0	False	not_rescued
FGRAMPH1_01G00721	fgraminearum	fgraminearum_newlabel	1	test	5	-0.013048136234283424	0.01102915049036791	0.9515986561775207	0.9385505199432373	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00737	fgraminearum	fgraminearum_newlabel	0	test	5	-0.04493449550084346	0.013263519563828555	0.04493449553847308	3.7629613638121614e-11	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00741	fgraminearum	fgraminearum_newlabel	0	test	5	-0.02782199373637012	0.009661578145108875	0.0290439825505018	0.0012219888141316814	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00743	fgraminearum	fgraminearum_newlabel	0	test	5	-0.1455130934715271	0.12257768220790059	0.792087197303772	0.6465741038322449	1.0	1.0	0	0	5	0	0	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	not_rescued
FGRAMPH1_01G00771	fgraminearum	fgraminearum_newlabel	1	test	5	-0.31479839682579036	0.2021227042198823	0.9435593962669373	0.6287609994411468	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00787	fgraminearum	fgraminearum_newlabel	1	test	5	-0.1483360749582062	0.069477393965912	0.1644903942942619	0.01615431933605572	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00789	fgraminearum	fgraminearum_newlabel	0	test	5	-0.06870266783256794	0.024108889153850607	0.06878154203295704	7.887420038910076e-05	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00803	fgraminearum	fgraminearum_newlabel	0	test	5	-0.05188119411468506	0.15377354544606434	0.8064788460731507	0.7545976519584656	1.0	1.0	0	0	5	0	0	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	not_rescued
FGRAMPH1_01G00845	fgraminearum	fgraminearum_newlabel	0	test	5	-0.2560623973608017	0.1807469619119937	0.5676429510116577	0.311580553650856	0.8	0.2	0	0	1	3	1	0	0	0	0	0.0	False	3	0.6	True	0	0.0	False	1	0.2	False	0	0.0	False	not_rescued
FGRAMPH1_01G00863	fgraminearum	fgraminearum_newlabel	1	test	5	-0.11812099218368526	0.08029054348296912	0.9370213270187377	0.8189003348350525	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00875	fgraminearum	fgraminearum_newlabel	0	test	5	-0.6976850697421468	0.16393972965977652	0.8779408931732178	0.18025582343107088	1.0	0.0	0	0	0	5	0	0	0	0	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00885	fgraminearum	fgraminearum_newlabel	1	test	5	-0.04581285930764806	0.021608515447100872	0.048135686293244315	0.002322826985596264	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00891	fgraminearum	fgraminearum_newlabel	0	test	5	-0.13172570305204684	0.02322816345794816	0.13172570466995234	1.6179055187091674e-09	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00899	fgraminearum	fgraminearum_newlabel	0	test	5	-0.0047647585227196115	0.018618584727945392	0.014008447155356379	0.009243688632636768	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00907	fgraminearum	fgraminearum_newlabel	0	test	5	-0.04086831882070003	0.009423639560133156	0.04086831882596012	5.260092884882454e-12	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00921	fgraminearum	fgraminearum_newlabel	0	test	5	-0.3339506318308378	0.04589264528432252	0.33395340442657473	2.7725957369072186e-06	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00923	fgraminearum	fgraminearum_newlabel	0	test	5	-0.23188664466142656	0.2222991162922435	0.6342909574508667	0.40240431278944017	1.0	0.4	0	0	2	3	0	0	0	0	0	0.0	False	3	0.6	True	0	0.0	False	2	0.4	True	0	0.0	False	not_rescued
FGRAMPH1_01G00927	fgraminearum	fgraminearum_newlabel	1	test	5	-0.12171617150306702	0.16204463256611293	0.7038897156715394	0.5821735441684723	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00931	fgraminearum	fgraminearum_newlabel	1	test	5	-0.010158950090408314	0.11037751115110989	0.5432549715042114	0.5330960214138031	0.8	0.6	0	1	0	0	0	0	2	2	1	0.2	False	0	0.0	False	0	0.0	False	0	0.0	False	1	0.2	False	seed_specific_rescued
FGRAMPH1_01G00939	fgraminearum	fgraminearum_newlabel	0	test	5	0.10642265081405636	0.04465312196003233	0.8034964203834534	0.9099190711975098	1.0	1.0	0	0	5	0	0	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	not_rescued
FGRAMPH1_01G00945	fgraminearum	fgraminearum_newlabel	1	test	5	0.07384581565856932	0.020848716850013854	0.9057948112487793	0.9796406269073487	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00971	fgraminearum	fgraminearum_newlabel	0	test	5	-0.33917638095445	0.041478814992198784	0.38029797673225396	0.04112159577780398	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00975	fgraminearum	fgraminearum_newlabel	0	test	5	-0.014772330029099593	0.006345142859183814	0.01477233003824946	9.14986791559317e-12	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00979	fgraminearum	fgraminearum_newlabel	1	test	5	0.06385897397994995	0.04355852026389459	0.8165873885154724	0.8804463624954224	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00983	fgraminearum	fgraminearum_newlabel	1	test	5	0.030354356765747027	0.0034126832893570627	0.9587967395782471	0.9891510963439941	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G00999	fgraminearum	fgraminearum_newlabel	0	test	5	-0.2840084820054472	0.17060899415933634	0.45723466873168944	0.17322618672624226	0.2	0.0	0	0	0	1	4	0	0	0	0	0.0	False	1	0.2	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G01001	fgraminearum	fgraminearum_newlabel	0	test	5	-0.10321927397483584	0.011217373835792414	0.10321927517652507	1.2016892247013363e-09	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G01025	fgraminearum	fgraminearum_newlabel	0	test	5	-0.041470703419437836	0.013245097852235023	0.04147070348262782	6.318998001465299e-11	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G01029	fgraminearum	fgraminearum_newlabel	0	test	5	-0.041915833414532255	0.1535001786084277	0.11054674088954922	0.06863090747501696	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
FGRAMPH1_01G01035	fgraminearum	fgraminearum_newlabel	0	test	5	-0.03266984976647226	0.008049650427462715	0.032669850438833206	6.723609423680904e-10	0.0	0.0	0	0	0	0	5	0	0	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued
