gene_id	protocol	species	true_label	gene_set	gene_set_definition	feature_group	plot_value	raw_mean_contribution	n_seed_observations	seed_aggregation	value_transform	plot_value_definition
FGRAMPH1_01G00505	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	0.00043529455660973326	0.00043529455660973326	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00505	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.5061822077522266	-0.5061822077522266	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00721	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.006185317039489746	0.006185317039489746	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00721	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.01130162477493286	0.01130162477493286	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00721	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.02358722686767578	0.02358722686767578	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00721	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.4257351040840149	0.4257351040840149	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00787	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ORT	-0.014847952865238767	-0.014847952865238767	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00787	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	EXP	-0.018214003519096876	-0.018214003519096876	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00787	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	SUB	-0.006320135145142558	-0.006320135145142558	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00787	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ESM2	-0.43331412476545667	-0.43331412476545667	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00863	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	-0.02076174020767212	-0.02076174020767212	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00863	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	-0.05039012432098389	-0.05039012432098389	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00863	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	-0.07079062461853028	-0.07079062461853028	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00863	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.296992826461792	0.296992826461792	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00875	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	-0.03561963614774868	-0.03561963614774868	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00875	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	-0.031183543906081468	-0.031183543906081468	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00875	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	-0.06119641932891682	-0.06119641932891682	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00875	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.25414126605028287	-0.25414126605028287	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00885	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ORT	-0.0006496031175174721	-0.0006496031175174721	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00885	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	EXP	0.0015045816976709148	0.0015045816976709148	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00885	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	SUB	0.0014328073699857668	0.0014328073699857668	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00885	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ESM2	-0.32902054430519456	-0.32902054430519456	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00945	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.0029412627220153807	0.0029412627220153807	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00945	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0038817763328552247	0.0038817763328552247	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00945	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.004954767227172851	0.004954767227172851	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00945	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.4676598787307739	0.4676598787307739	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00979	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.01226038932800293	0.01226038932800293	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00979	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.018961620330810548	0.018961620330810548	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00979	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.024339580535888673	0.024339580535888673	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00979	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.3943874180316925	0.3943874180316925	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00983	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.0019881010055541994	0.0019881010055541994	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00983	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0028445959091186524	0.0028445959091186524	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00983	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.004236173629760742	0.004236173629760742	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G00983	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.471532928943634	0.471532928943634	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01163	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.002253270149230957	0.002253270149230957	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01163	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.002246665954589844	0.002246665954589844	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01163	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.0036683082580566406	0.0036683082580566406	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01163	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.48416101932525635	0.48416101932525635	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01211	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	0.017093975096940994	0.017093975096940994	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01211	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	0.05172466225922108	0.05172466225922108	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01211	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	0.05844111256301403	0.05844111256301403	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01211	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.22288699373602866	-0.22288699373602866	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01299	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.009504926204681397	0.009504926204681397	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01299	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.012830221652984619	0.012830221652984619	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01299	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.01811319589614868	0.01811319589614868	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01299	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.4826575040817261	0.4826575040817261	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01445	fgraminearum_newlabel	fgraminearum	1	stable_rescued	essential genes with `stable_rescued_ge2 = True` (Figure5a consensus threshold >= 2 seeds)	ORT	-0.24466325491666793	-0.24466325491666793	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01445	fgraminearum_newlabel	fgraminearum	1	stable_rescued	essential genes with `stable_rescued_ge2 = True` (Figure5a consensus threshold >= 2 seeds)	EXP	-0.23922181576490403	-0.23922181576490403	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01445	fgraminearum_newlabel	fgraminearum	1	stable_rescued	essential genes with `stable_rescued_ge2 = True` (Figure5a consensus threshold >= 2 seeds)	SUB	-0.22953477948904039	-0.22953477948904039	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01445	fgraminearum_newlabel	fgraminearum	1	stable_rescued	essential genes with `stable_rescued_ge2 = True` (Figure5a consensus threshold >= 2 seeds)	ESM2	-0.09595155566930771	-0.09595155566930771	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01521	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ORT	-0.0144504331794451	-0.0144504331794451	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01521	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	EXP	-0.04052271266555181	-0.04052271266555181	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01521	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	SUB	-0.07197888885712019	-0.07197888885712019	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01521	fgraminearum_newlabel	fgraminearum	1	persistent_FN	essential genes with `FN_persistent == n_seeds_observed`	ESM2	-0.3768257517469465	-0.3768257517469465	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01549	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.004208385944366455	0.004208385944366455	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01549	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.006560230255126953	0.006560230255126953	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01549	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.09914093613624572	0.09914093613624572	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01549	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.34932510256767274	0.34932510256767274	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01563	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	0.011271869577467442	0.011271869577467442	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01563	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	-0.0027503341436386107	-0.0027503341436386107	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01563	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	-0.007376524806022644	-0.007376524806022644	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01563	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.4163427669554949	-0.4163427669554949	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01853	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.0024782419204711914	0.0024782419204711914	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01853	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0036383986473083494	0.0036383986473083494	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01853	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.0035509586334228514	0.0035509586334228514	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01853	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.4656224846839905	0.4656224846839905	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01907	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.002074599266052246	0.002074599266052246	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01907	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0020772933959960936	0.0020772933959960936	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01907	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.00626903772354126	0.00626903772354126	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01907	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.44977867603302	0.44977867603302	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01959	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.018849027156829835	0.018849027156829835	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01959	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.020159447193145753	0.020159447193145753	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01959	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.04660621881484985	0.04660621881484985	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G01959	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.31884653568267823	0.31884653568267823	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02037	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	-0.0021622348751407115	-0.0021622348751407115	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02037	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	-0.017589608096750455	-0.017589608096750455	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02037	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	-0.015143317222828046	-0.015143317222828046	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02037	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.451027535792673	-0.451027535792673	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02047	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	-0.013228809862630442	-0.013228809862630442	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02047	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	-0.012146418780321255	-0.012146418780321255	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02047	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	-0.0032584712957032026	-0.0032584712957032026	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02047	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.3843172744673211	-0.3843172744673211	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02083	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ORT	0.00036036042233718036	0.00036036042233718036	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02083	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	EXP	0.00014372813167824462	0.00014372813167824462	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02083	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	SUB	1.916970383035732e-05	1.916970383035732e-05	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02083	fgraminearum_newlabel	fgraminearum	0	corrected_FP	non-essential genes with `FP_to_TN_corrected == n_seeds_observed`	ESM2	-0.42862598724696	-0.42862598724696	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02111	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.0010024428367614747	0.0010024428367614747	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02111	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.001184558868408203	0.001184558868408203	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02111	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.0017877697944641113	0.0017877697944641113	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02111	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.42306708097457885	0.42306708097457885	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02179	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	-0.0005726456642150879	-0.0005726456642150879	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02179	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.005624175071716309	0.005624175071716309	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02179	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.00893787145614624	0.00893787145614624	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02179	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.4572409391403198	0.4572409391403198	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02181	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.015196657180786133	0.015196657180786133	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02181	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.2220715582370758	0.2220715582370758	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02181	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.1423155188560486	0.1423155188560486	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02181	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.1958091139793396	0.1958091139793396	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02189	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.006786251068115234	0.006786251068115234	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02189	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.009705936908721924	0.009705936908721924	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02189	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.009338200092315674	0.009338200092315674	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02189	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.44412163496017454	0.44412163496017454	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02193	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.0015771150588989257	0.0015771150588989257	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02193	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0017801761627197266	0.0017801761627197266	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02193	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	SUB	0.003908324241638184	0.003908324241638184	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02193	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ESM2	0.5475225627422333	0.5475225627422333	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02345	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	ORT	0.006335759162902832	0.006335759162902832	5	mean_across_seeds	none	probability_full - probability_drop_group
FGRAMPH1_01G02345	fgraminearum_newlabel	fgraminearum	1	always_correct_TP	essential genes with `TP_stable == n_seeds_observed`	EXP	0.0011007070541381836	0.0011007070541381836	5	mean_across_seeds	none	probability_full - probability_drop_group
