node_id	species	protocol	seed	space	label	umap1	umap2	transition	is_rescued
FGRAMPH1_01G00217	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	12.0996675491333	-4.910830497741699	TN_stable	False
FGRAMPH1_01G00251	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.618027687072754	2.268519639968872	TN_stable	False
FGRAMPH1_01G00265	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.6924102306365967	-0.7546495795249939	TN_stable	False
FGRAMPH1_01G00269	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.804967164993286	9.21994686126709	TN_stable	False
FGRAMPH1_01G00291	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.567671537399292	-1.407128095626831	TN_stable	False
FGRAMPH1_01G00311	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.045263290405273	-11.851336479187012	TN_stable	False
FGRAMPH1_01G00331	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.73522138595581	-12.301592826843262	TN_stable	False
FGRAMPH1_01G00333	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0756680965423584	0.703254759311676	TN_stable	False
FGRAMPH1_01G00343	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	3.2541987895965576	4.324921607971191	TN_stable	False
FGRAMPH1_01G00349	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.564542770385742	-1.1210854053497314	TN_stable	False
FGRAMPH1_01G00351	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.292206048965454	-2.8487119674682617	TN_stable	False
FGRAMPH1_01G00365	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.3776445388793945	-11.642508506774902	TN_stable	False
FGRAMPH1_01G00377	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.829307556152344	5.363064289093018	TN_stable	False
FGRAMPH1_01G00413	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.4979352951049805	-10.557098388671877	TN_stable	False
FGRAMPH1_01G00421	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.521843671798706	5.430943489074707	TN_stable	False
FGRAMPH1_01G00431	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.7033579349517822	7.4167633056640625	TN_stable	False
FGRAMPH1_01G00443	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.2399914264678955	-8.99572467803955	TN_stable	False
FGRAMPH1_01G00457	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	3.0646533966064453	4.7700371742248535	TN_stable	False
FGRAMPH1_01G00459	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-10.267378807067873	-0.8365662693977356	TN_stable	False
FGRAMPH1_01G00465	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-2.856433868408203	4.700265884399414	TP_stable	False
FGRAMPH1_01G00467	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7899658679962158	10.143918991088867	TN_stable	False
FGRAMPH1_01G00473	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.044915199279785	1.0774153470993042	TN_stable	False
FGRAMPH1_01G00505	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.4332696199417114	8.49964714050293	FP_to_TN_corrected	False
FGRAMPH1_01G00523	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.3096179962158203	7.349876880645752	TN_stable	False
FGRAMPH1_01G00533	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.202037811279297	-12.307637214660645	TN_stable	False
FGRAMPH1_01G00559	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.3094916343688965	2.3137340545654297	TN_stable	False
FGRAMPH1_01G00563	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.010359764099121	7.811233997344971	TN_stable	False
FGRAMPH1_01G00573	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.4037803411483765	5.460171699523926	TN_stable	False
FGRAMPH1_01G00597	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0037181377410889	-2.351299285888672	TN_stable	False
FGRAMPH1_01G00613	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.884491920471191	5.732351779937744	TN_stable	False
FGRAMPH1_01G00619	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.199698448181152	4.111493110656738	TN_stable	False
FGRAMPH1_01G00637	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.023193359375	-2.390455484390259	TN_stable	False
FGRAMPH1_01G00657	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.324982762336731	-8.585320472717285	TN_stable	False
FGRAMPH1_01G00667	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-10.148927688598633	-0.6883377432823181	TN_stable	False
FGRAMPH1_01G00675	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.183310031890869	1.2264996767044067	TN_stable	False
FGRAMPH1_01G00691	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-10.719294548034668	0.901373028755188	TN_stable	False
FGRAMPH1_01G00693	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.218538761138916	-12.31088638305664	TN_stable	False
FGRAMPH1_01G00697	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.1810407638549805	4.111817359924316	TN_stable	False
FGRAMPH1_01G00699	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.698097229003906	2.3344788551330566	TN_stable	False
FGRAMPH1_01G00705	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.267648696899414	4.081277370452881	TN_stable	False
FGRAMPH1_01G00707	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.888184070587158	3.253488063812256	FP_persistent	False
FGRAMPH1_01G00721	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	0.5578254461288452	6.248601913452148	TP_stable	False
FGRAMPH1_01G00737	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.755960941314697	-4.236571788787842	TN_stable	False
FGRAMPH1_01G00741	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.9640971422195437	3.068723440170288	TN_stable	False
FGRAMPH1_01G00743	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.9400980472564697	-12.175439834594728	FP_persistent	False
FGRAMPH1_01G00771	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-4.920714855194092	3.245232105255127	TP_stable	False
FGRAMPH1_01G00787	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	2.0333847999572754	7.22024393081665	FN_persistent	False
FGRAMPH1_01G00789	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.763534069061279	5.631615161895752	TN_stable	False
FGRAMPH1_01G00803	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.34164571762085	2.765610694885254	FP_persistent	False
FGRAMPH1_01G00845	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.7983313798904419	-9.409053802490234	TN_stable	False
FGRAMPH1_01G00863	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-3.443148612976074	0.2808863520622253	TP_stable	False
FGRAMPH1_01G00875	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.783554077148437	-12.464404106140137	FP_to_TN_corrected	False
FGRAMPH1_01G00885	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-4.362261772155762	2.534486055374145	FN_persistent	False
FGRAMPH1_01G00891	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-6.880499362945557	5.514902114868164	TN_stable	False
FGRAMPH1_01G00899	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.2797811329364776	0.8173362612724304	TN_stable	False
FGRAMPH1_01G00907	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.547431468963623	-1.359994411468506	TN_stable	False
FGRAMPH1_01G00921	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	11.696833610534668	2.1232593059539795	TN_stable	False
FGRAMPH1_01G00923	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.534740209579468	-3.707030057907105	FP_to_TN_corrected	False
FGRAMPH1_01G00927	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-5.080719947814941	3.423825740814209	TP_to_FN_regressed	False
FGRAMPH1_01G00931	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-0.3556306064128876	-9.59260368347168	TP_to_FN_regressed	False
FGRAMPH1_01G00939	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.691478610038757	-8.660908699035645	FP_persistent	False
FGRAMPH1_01G00945	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	2.318483829498291	4.931813716888428	TP_stable	False
FGRAMPH1_01G00971	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7674880027770996	9.691397666931152	TN_stable	False
FGRAMPH1_01G00975	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.883958339691162	5.738156795501709	TN_stable	False
FGRAMPH1_01G00979	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	2.3087854385375977	4.982343673706055	TP_stable	False
FGRAMPH1_01G00983	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	0.6336753368377686	6.341806411743164	TP_stable	False
FGRAMPH1_01G00999	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.658524751663208	9.12020206451416	TN_stable	False
FGRAMPH1_01G01001	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.130321502685547	6.414889812469482	TN_stable	False
FGRAMPH1_01G01025	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.778899669647217	5.652138233184815	TN_stable	False
FGRAMPH1_01G01029	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.278616189956665	0.495187759399414	TN_stable	False
FGRAMPH1_01G01035	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.7429211139678955	12.71556568145752	TN_stable	False
FGRAMPH1_01G01041	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.7800066471099854	-3.4760215282440186	TN_stable	False
FGRAMPH1_01G01055	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.7721991539001465	-10.259790420532228	TN_stable	False
FGRAMPH1_01G01069	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.8493311405181885	-3.328540563583374	TN_to_FP_regressed	False
FGRAMPH1_01G01087	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.6089426875114441	-9.638506889343262	FP_persistent	False
FGRAMPH1_01G01089	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.986196756362915	-9.070237159729004	TN_stable	False
FGRAMPH1_01G01103	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.628118991851807	3.150798320770264	TN_stable	False
FGRAMPH1_01G01123	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.1332902908325195	6.422262668609619	TN_stable	False
FGRAMPH1_01G01145	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.4777897894382477	-9.708675384521484	TN_stable	False
FGRAMPH1_01G01163	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-5.026278495788574	3.138725757598877	TP_stable	False
FGRAMPH1_01G01165	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.731802940368652	2.72361421585083	TN_stable	False
FGRAMPH1_01G01179	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.052390217781067	4.793437480926514	TN_stable	False
FGRAMPH1_01G01187	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.250736713409424	-11.620489120483398	FP_persistent	False
FGRAMPH1_01G01209	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.286153316497803	0.6383131742477417	TN_stable	False
FGRAMPH1_01G01211	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.918066024780273	2.7777888774871826	FP_to_TN_corrected	False
FGRAMPH1_01G01217	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.7978639602661133	4.278284072875977	TN_stable	False
FGRAMPH1_01G01231	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	8.374266624450684	4.156832695007324	TN_stable	False
FGRAMPH1_01G01253	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.5363922119140625	-1.237189531326294	TN_stable	False
FGRAMPH1_01G01281	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.4808673858642578	20.308717727661133	TN_stable	False
FGRAMPH1_01G01287	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.713667392730713	-3.5511035919189453	TN_stable	False
FGRAMPH1_01G01299	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	1.010075569152832	5.947204113006592	TP_stable	False
FGRAMPH1_01G01311	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.4563309848308563	-9.74464225769043	TN_to_FP_regressed	False
FGRAMPH1_01G01315	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.6619709730148315	12.857196807861328	TN_stable	False
FGRAMPH1_01G01341	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.8443949222564695	10.613604545593262	TN_stable	False
FGRAMPH1_01G01351	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.951430320739746	-1.608756422996521	TN_stable	False
FGRAMPH1_01G01361	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.1245718002319336	-0.076974406838417	TN_stable	False
FGRAMPH1_01G01365	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.1029319763183594	5.853178024291992	TN_stable	False
FGRAMPH1_01G01391	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.005274295806885	-12.241000175476074	TN_stable	False
FGRAMPH1_01G01395	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.1438090801239014	-0.1481799632310867	TN_stable	False
FGRAMPH1_01G01397	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	1.4925777912139893	3.630500316619873	TP_to_FN_regressed	False
FGRAMPH1_01G01399	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0436961650848389	6.792935371398926	FP_persistent	False
FGRAMPH1_01G01413	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.775082588195801	2.3155086040496826	TN_stable	False
FGRAMPH1_01G01445	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-2.193593740463257	4.724124431610107	FN_persistent	False
FGRAMPH1_01G01453	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-8.047239303588867	-2.1205830574035645	TN_stable	False
FGRAMPH1_01G01483	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.6598661541938782	-9.19387912750244	TN_stable	False
FGRAMPH1_01G01497	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.73509693145752	0.0259673465043306	TN_to_FP_regressed	False
FGRAMPH1_01G01503	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.550788402557373	3.631448984146118	FP_persistent	False
FGRAMPH1_01G01511	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.9451435804367064	-4.139654636383057	TN_stable	False
FGRAMPH1_01G01521	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-4.413909435272217	-1.4775375127792358	FN_persistent	False
FGRAMPH1_01G01527	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7774507999420166	9.79252815246582	TN_stable	False
FGRAMPH1_01G01539	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.4849028885364532	-9.722886085510254	TN_stable	False
FGRAMPH1_01G01549	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	15.67733383178711	-3.95268988609314	TP_stable	False
FGRAMPH1_01G01563	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.661696195602417	-8.463358879089355	FP_to_TN_corrected	False
FGRAMPH1_01G01581	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.6585193872451782	12.85533618927002	TN_stable	False
FGRAMPH1_01G01593	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	11.637797355651855	2.2031455039978027	TN_stable	False
FGRAMPH1_01G01603	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.150188446044922	2.331594705581665	FP_persistent	False
FGRAMPH1_01G01643	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.6167238354682922	20.17417526245117	TN_stable	False
FGRAMPH1_01G01647	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.963886260986328	7.264623641967773	FP_to_TN_corrected	False
FGRAMPH1_01G01649	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	11.399979591369627	2.447994947433472	TN_stable	False
FGRAMPH1_01G01653	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.674027442932129	2.987086057662964	TN_stable	False
FGRAMPH1_01G01685	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.2336604595184326	4.837863445281982	TN_stable	False
FGRAMPH1_01G01719	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.5527305603027344	-3.752278089523315	TN_stable	False
FGRAMPH1_01G01781	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.993694543838501	6.144365310668945	TN_stable	False
FGRAMPH1_01G01797	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.9349676966667176	5.088273048400879	FP_persistent	False
FGRAMPH1_01G01849	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.260124206542969	0.434194266796112	FP_to_TN_corrected	False
FGRAMPH1_01G01853	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-1.853671908378601	6.088191986083984	TP_stable	False
FGRAMPH1_01G01857	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.7661429643630981	-2.6124424934387207	TN_stable	False
FGRAMPH1_01G01881	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-5.919421195983887	4.77336311340332	TP_stable	False
FGRAMPH1_01G01889	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.53729510307312	-3.750701427459717	TN_to_FP_regressed	False
FGRAMPH1_01G01907	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-0.5603307485580444	-9.671817779541016	TP_stable	False
FGRAMPH1_01G01917	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.459997177124023	1.9226619005203247	FP_to_TN_corrected	False
FGRAMPH1_01G01925	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.5307164192199707	-1.231592059135437	TN_stable	False
FGRAMPH1_01G01927	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	11.329940795898438	2.527728080749512	TN_stable	False
FGRAMPH1_01G01929	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.537359714508057	3.707442760467529	TN_stable	False
FGRAMPH1_01G01945	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.0847487449646	-11.01621437072754	TN_stable	False
FGRAMPH1_01G01951	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.8981716632843015	0.092558667063713	TN_to_FP_regressed	False
FGRAMPH1_01G01953	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.044294834136963	2.586009740829468	TN_to_FP_regressed	False
FGRAMPH1_01G01959	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	1.524911403656006	3.646921157836914	TP_stable	False
FGRAMPH1_01G01965	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	8.09151554107666	1.261664628982544	TN_stable	False
FGRAMPH1_01G01969	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.0539947375655174	1.321266770362854	TN_stable	False
FGRAMPH1_01G01983	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.085946083068848	6.355250835418701	TN_stable	False
FGRAMPH1_01G01985	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.7140392661094666	-2.7420051097869877	TN_stable	False
FGRAMPH1_01G02015	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7389968633651731	-8.70234203338623	TN_stable	False
FGRAMPH1_01G02035	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.867038369178772	-8.573062896728516	TN_stable	False
FGRAMPH1_01G02037	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.601822853088379	2.2389283180236816	FP_to_TN_corrected	False
FGRAMPH1_01G02043	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.8531062602996824	9.25554656982422	TN_stable	False
FGRAMPH1_01G02047	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-6.3054728507995605	4.8993353843688965	FP_to_TN_corrected	False
FGRAMPH1_01G02063	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.859272003173828	-1.5158954858779907	TN_stable	False
FGRAMPH1_01G02065	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0448750257492063	0.6938295364379883	FP_persistent	False
FGRAMPH1_01G02069	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.861831188201904	7.532663822174072	TN_to_FP_regressed	False
FGRAMPH1_01G02077	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.228523254394531	-12.409313201904297	TN_stable	False
FGRAMPH1_01G02083	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	8.333162307739258	4.128202438354492	FP_to_TN_corrected	False
FGRAMPH1_01G02087	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.4184741675853729	-9.600848197937012	FP_persistent	False
FGRAMPH1_01G02101	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.039562225341797	-2.241540908813477	TN_stable	False
FGRAMPH1_01G02111	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	0.0914976447820663	6.648926258087158	TP_stable	False
FGRAMPH1_01G02121	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.12667179107666	-1.021795392036438	TN_stable	False
FGRAMPH1_01G02123	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.754394769668579	3.9365155696868896	FP_to_TN_corrected	False
FGRAMPH1_01G02125	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.783886432647705	4.658237457275391	TN_stable	False
FGRAMPH1_01G02137	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.8311535716056824	-3.3207225799560547	TN_stable	False
FGRAMPH1_01G02155	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.863033771514893	4.55175256729126	TN_to_FP_regressed	False
FGRAMPH1_01G02157	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.9029101133346558	-4.200526714324951	TN_stable	False
FGRAMPH1_01G02159	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.1783599853515625	-8.249822616577148	TN_stable	False
FGRAMPH1_01G02173	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.036596298217773	7.839595317840576	TN_stable	False
FGRAMPH1_01G02175	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.377712249755859	-1.4962912797927856	TN_stable	False
FGRAMPH1_01G02179	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	0.7528350353240967	0.7466248273849487	TP_stable	False
FGRAMPH1_01G02181	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-2.6225085258483887	-0.2295874506235122	TP_stable	False
FGRAMPH1_01G02183	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-3.7752604484558105	-0.5567137598991394	FN_persistent	False
FGRAMPH1_01G02189	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-1.1832830905914309	-9.229153633117676	TP_stable	False
FGRAMPH1_01G02193	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-8.987168312072754	0.7243324518203735	TP_stable	False
FGRAMPH1_01G02205	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.774247169494627	0.0192381665110588	FP_persistent	False
FGRAMPH1_01G02207	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.2673487663269043	4.797251224517822	TN_stable	False
FGRAMPH1_01G02213	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.640884399414062	0.1683775186538696	TN_stable	False
FGRAMPH1_01G02265	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.533068895339966	-3.762630701065064	FP_to_TN_corrected	False
FGRAMPH1_01G02293	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.572403907775879	-11.655781745910645	TN_stable	False
FGRAMPH1_01G02297	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-1.7382529973983765	9.731114387512209	TP_to_FN_regressed	False
FGRAMPH1_01G02299	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.0636118799448013	1.3475902080535889	FP_persistent	False
FGRAMPH1_01G02303	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.442960262298584	3.225329637527466	TN_stable	False
FGRAMPH1_01G02335	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.268485307693481	0.4604572653770447	TN_stable	False
FGRAMPH1_01G02339	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7958532571792605	10.864078521728516	TN_stable	False
FGRAMPH1_01G02345	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-9.118638038635254	0.5769598484039307	TP_stable	False
FGRAMPH1_01G02375	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.5959323048591614	20.195112228393555	TN_stable	False
FGRAMPH1_01G02389	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-7.014845371246338	5.69327449798584	TN_stable	False
