node_id	species	protocol	seed	space	label	umap1	umap2
S000000309	scerevisiae	scerevisiae	1029	bio_input	0	-2.414945602416992	5.067049980163574
S000000312	scerevisiae	scerevisiae	1029	bio_input	0	1.7088243961334229	-0.35386398434638977
S000000319	scerevisiae	scerevisiae	1029	bio_input	0	0.1173720732331276	2.7608261108398438
S000000327	scerevisiae	scerevisiae	1029	bio_input	1	0.6634367108345032	0.5084808468818665
S000000331	scerevisiae	scerevisiae	1029	bio_input	0	-0.9970899224281311	7.623912334442139
S000000341	scerevisiae	scerevisiae	1029	bio_input	0	0.6163661479949951	0.9862648844718933
S000000361	scerevisiae	scerevisiae	1029	bio_input	0	4.223320007324219	-1.560280203819275
S000000365	scerevisiae	scerevisiae	1029	bio_input	0	0.5997727513313293	1.5397697687149048
S000000368	scerevisiae	scerevisiae	1029	bio_input	0	-3.266801118850708	7.750207424163818
S000000377	scerevisiae	scerevisiae	1029	bio_input	0	-1.6570614576339722	4.725136756896973
S000000385	scerevisiae	scerevisiae	1029	bio_input	0	4.305209636688232	2.528526544570923
S000000388	scerevisiae	scerevisiae	1029	bio_input	0	2.851954936981201	-3.6846203804016113
S000000397	scerevisiae	scerevisiae	1029	bio_input	1	0.3479039967060089	0.015817025676369667
S000000403	scerevisiae	scerevisiae	1029	bio_input	0	4.369208812713623	0.8711691498756409
S000000404	scerevisiae	scerevisiae	1029	bio_input	0	4.408313751220703	0.43262073397636414
S000000406	scerevisiae	scerevisiae	1029	bio_input	1	-3.706387758255005	7.9164838790893555
S000000409	scerevisiae	scerevisiae	1029	bio_input	0	2.215824604034424	0.3284277617931366
S000000411	scerevisiae	scerevisiae	1029	bio_input	0	2.448873281478882	1.4032135009765625
S000000420	scerevisiae	scerevisiae	1029	bio_input	0	1.4597907066345215	0.06589927524328232
S000000422	scerevisiae	scerevisiae	1029	bio_input	0	-1.5957766771316528	6.626375675201416
S000000423	scerevisiae	scerevisiae	1029	bio_input	0	3.7614357471466064	-0.7267487049102783
S000000426	scerevisiae	scerevisiae	1029	bio_input	0	-2.119706869125366	6.153028964996338
S000000427	scerevisiae	scerevisiae	1029	bio_input	0	-1.9224053621292114	4.497461318969727
S000000435	scerevisiae	scerevisiae	1029	bio_input	0	-0.3678230345249176	0.85017329454422
S000000437	scerevisiae	scerevisiae	1029	bio_input	0	-3.2327935695648193	5.118663311004639
S000000447	scerevisiae	scerevisiae	1029	bio_input	1	-3.5763187408447266	7.500995635986328
S000000450	scerevisiae	scerevisiae	1029	bio_input	0	0.5639423131942749	1.5096817016601562
S000000466	scerevisiae	scerevisiae	1029	bio_input	0	2.7136521339416504	1.0746736526489258
S000000467	scerevisiae	scerevisiae	1029	bio_input	0	3.9019925594329834	1.6723250150680542
S000000468	scerevisiae	scerevisiae	1029	bio_input	0	2.981391668319702	-0.031238559633493423
S000000476	scerevisiae	scerevisiae	1029	bio_input	0	1.4813435077667236	0.04054984077811241
S000000480	scerevisiae	scerevisiae	1029	bio_input	0	4.089954853057861	-1.54557466506958
S000000483	scerevisiae	scerevisiae	1029	bio_input	0	-1.035653829574585	1.0053247213363647
S000000489	scerevisiae	scerevisiae	1029	bio_input	0	2.68415904045105	-1.9188998937606812
S000000494	scerevisiae	scerevisiae	1029	bio_input	0	0.5354747772216797	1.4824128150939941
S000000497	scerevisiae	scerevisiae	1029	bio_input	0	-0.661909818649292	1.8048756122589111
S000000498	scerevisiae	scerevisiae	1029	bio_input	0	3.886118173599243	2.2245242595672607
S000000501	scerevisiae	scerevisiae	1029	bio_input	0	3.9380369186401367	-1.0115151405334473
S000000502	scerevisiae	scerevisiae	1029	bio_input	0	0.738518476486206	2.237945556640625
S000000503	scerevisiae	scerevisiae	1029	bio_input	0	-1.940364956855774	6.444925308227539
S000000550	scerevisiae	scerevisiae	1029	bio_input	0	-2.1884374618530273	5.114412784576416
S000000553	scerevisiae	scerevisiae	1029	bio_input	0	1.6488116979599	0.010307703167200089
S000000557	scerevisiae	scerevisiae	1029	bio_input	1	1.0931494235992432	1.065134048461914
S000000563	scerevisiae	scerevisiae	1029	bio_input	0	4.416013240814209	-1.5459414720535278
S000000566	scerevisiae	scerevisiae	1029	bio_input	0	0.7021963000297546	-0.4359370470046997
S000000589	scerevisiae	scerevisiae	1029	bio_input	0	4.554290771484375	-1.4486171007156372
S000000597	scerevisiae	scerevisiae	1029	bio_input	0	3.5354175567626953	2.5330147743225098
S000000602	scerevisiae	scerevisiae	1029	bio_input	0	-1.4845647811889648	5.3408918380737305
S000000605	scerevisiae	scerevisiae	1029	bio_input	1	0.1435961276292801	7.541515827178955
S000000610	scerevisiae	scerevisiae	1029	bio_input	0	-0.783765435218811	1.2477619647979736
S000000617	scerevisiae	scerevisiae	1029	bio_input	0	-0.693535327911377	2.535641670227051
S000000619	scerevisiae	scerevisiae	1029	bio_input	0	3.8044421672821045	2.3778929710388184
S000000629	scerevisiae	scerevisiae	1029	bio_input	0	1.1702635288238525	-0.36207136511802673
S000000630	scerevisiae	scerevisiae	1029	bio_input	0	4.410138130187988	0.7919289469718933
S000000640	scerevisiae	scerevisiae	1029	bio_input	0	-2.732961893081665	4.839545249938965
S000000655	scerevisiae	scerevisiae	1029	bio_input	0	3.7869482040405273	-2.299280881881714
S000000663	scerevisiae	scerevisiae	1029	bio_input	0	2.256871461868286	0.11952483654022217
S000000665	scerevisiae	scerevisiae	1029	bio_input	0	2.559152364730835	0.5660977959632874
S000000667	scerevisiae	scerevisiae	1029	bio_input	0	1.0866271257400513	-1.2756342887878418
S000000679	scerevisiae	scerevisiae	1029	bio_input	0	-2.4819209575653076	7.527397155761719
S000000680	scerevisiae	scerevisiae	1029	bio_input	0	-1.3826797008514404	4.678218841552734
S000000684	scerevisiae	scerevisiae	1029	bio_input	0	-1.6991829872131348	4.876218795776367
S000000689	scerevisiae	scerevisiae	1029	bio_input	1	-3.367276668548584	6.20717716217041
S000000696	scerevisiae	scerevisiae	1029	bio_input	0	2.836782693862915	-3.6829001903533936
S000000697	scerevisiae	scerevisiae	1029	bio_input	0	2.9055190086364746	-3.7432913780212402
S000000699	scerevisiae	scerevisiae	1029	bio_input	0	-0.961893618106842	2.5743653774261475
S000000727	scerevisiae	scerevisiae	1029	bio_input	0	1.5676841735839844	-0.02957822009921074
S000000730	scerevisiae	scerevisiae	1029	bio_input	0	-1.8175569772720337	4.509675979614258
S000000738	scerevisiae	scerevisiae	1029	bio_input	0	-3.3875534534454346	7.721124649047852
S000000739	scerevisiae	scerevisiae	1029	bio_input	0	4.382769584655762	0.8094664216041565
S000000743	scerevisiae	scerevisiae	1029	bio_input	0	2.6382803916931152	0.9717900156974792
S000000745	scerevisiae	scerevisiae	1029	bio_input	1	1.2186177968978882	-0.2171253114938736
S000000751	scerevisiae	scerevisiae	1029	bio_input	0	2.492689847946167	-1.8716259002685547
S000000758	scerevisiae	scerevisiae	1029	bio_input	1	-3.8682217597961426	7.919787883758545
S000000760	scerevisiae	scerevisiae	1029	bio_input	1	0.1611158847808838	7.58381986618042
S000000766	scerevisiae	scerevisiae	1029	bio_input	0	-0.641483724117279	2.6629812717437744
S000000768	scerevisiae	scerevisiae	1029	bio_input	0	-2.5884602069854736	5.741700172424316
S000000777	scerevisiae	scerevisiae	1029	bio_input	0	-3.5346288681030273	7.790585041046143
S000000782	scerevisiae	scerevisiae	1029	bio_input	0	-3.8508477210998535	7.94785213470459
S000000783	scerevisiae	scerevisiae	1029	bio_input	0	4.294190406799316	-1.7817957401275635
S000000789	scerevisiae	scerevisiae	1029	bio_input	0	-2.7939908504486084	6.078470230102539
S000000797	scerevisiae	scerevisiae	1029	bio_input	0	-2.5642528533935547	5.857263565063477
S000000798	scerevisiae	scerevisiae	1029	bio_input	0	1.95304274559021	-1.6454601287841797
S000000804	scerevisiae	scerevisiae	1029	bio_input	0	-0.8737760186195374	1.379284381866455
S000000810	scerevisiae	scerevisiae	1029	bio_input	1	0.18907305598258972	2.0665769577026367
S000000823	scerevisiae	scerevisiae	1029	bio_input	1	-3.4247021675109863	7.927591323852539
S000000828	scerevisiae	scerevisiae	1029	bio_input	0	0.49996519088745117	2.662952423095703
S000000830	scerevisiae	scerevisiae	1029	bio_input	0	-1.717777967453003	4.146093368530273
S000000833	scerevisiae	scerevisiae	1029	bio_input	0	-3.3757543563842773	7.8611884117126465
S000000858	scerevisiae	scerevisiae	1029	bio_input	0	0.3570152223110199	2.697114944458008
S000000860	scerevisiae	scerevisiae	1029	bio_input	0	0.10783886909484863	0.6615597009658813
S000000877	scerevisiae	scerevisiae	1029	bio_input	0	-0.12290731817483902	1.5054587125778198
S000000884	scerevisiae	scerevisiae	1029	bio_input	1	-3.9345717430114746	7.930532455444336
S000000891	scerevisiae	scerevisiae	1029	bio_input	0	-3.4344282150268555	6.344878673553467
S000000894	scerevisiae	scerevisiae	1029	bio_input	0	1.511918306350708	-2.7500267028808594
S000000895	scerevisiae	scerevisiae	1029	bio_input	1	-1.7830759286880493	4.739197731018066
S000000896	scerevisiae	scerevisiae	1029	bio_input	1	-0.3965558409690857	7.493320941925049
S000000917	scerevisiae	scerevisiae	1029	bio_input	0	4.457765579223633	-0.5770660638809204
S000000918	scerevisiae	scerevisiae	1029	bio_input	0	1.7726062536239624	-0.8778204917907715
S000000924	scerevisiae	scerevisiae	1029	bio_input	0	-3.325507640838623	6.283607482910156
S000000931	scerevisiae	scerevisiae	1029	bio_input	0	4.36029052734375	0.4774252772331238
S000000941	scerevisiae	scerevisiae	1029	bio_input	0	0.7765952348709106	-2.1434755325317383
S000000942	scerevisiae	scerevisiae	1029	bio_input	0	-1.875130295753479	4.646099090576172
S000000953	scerevisiae	scerevisiae	1029	bio_input	0	4.426302433013916	0.49940288066864014
S000000969	scerevisiae	scerevisiae	1029	bio_input	0	2.4528980255126953	-0.7705796957015991
S000000974	scerevisiae	scerevisiae	1029	bio_input	1	-3.7846035957336426	6.223124980926514
S000000979	scerevisiae	scerevisiae	1029	bio_input	0	-0.3799074590206146	7.51125955581665
S000000985	scerevisiae	scerevisiae	1029	bio_input	0	-2.7216079235076904	4.52324914932251
S000001006	scerevisiae	scerevisiae	1029	bio_input	0	1.7336835861206055	-0.7388300895690918
S000001008	scerevisiae	scerevisiae	1029	bio_input	0	-2.533280372619629	5.745392322540283
S000001022	scerevisiae	scerevisiae	1029	bio_input	0	-2.5038533210754395	4.91947078704834
S000001026	scerevisiae	scerevisiae	1029	bio_input	0	3.740316867828369	2.492840528488159
S000001043	scerevisiae	scerevisiae	1029	bio_input	0	-2.6998438835144043	5.583555221557617
S000001045	scerevisiae	scerevisiae	1029	bio_input	0	-1.0629600286483765	2.281632423400879
S000001048	scerevisiae	scerevisiae	1029	bio_input	0	4.494866371154785	0.6078368425369263
S000001051	scerevisiae	scerevisiae	1029	bio_input	0	-0.798996090888977	2.706664800643921
S000001055	scerevisiae	scerevisiae	1029	bio_input	0	-3.6677632331848145	6.880228042602539
S000001056	scerevisiae	scerevisiae	1029	bio_input	0	3.946295738220215	-1.8744053840637207
S000001058	scerevisiae	scerevisiae	1029	bio_input	0	-1.682806134223938	4.559327125549316
S000001059	scerevisiae	scerevisiae	1029	bio_input	0	2.2564826011657715	-1.7931069135665894
S000001064	scerevisiae	scerevisiae	1029	bio_input	0	4.143807411193848	-1.8105571269989014
S000001066	scerevisiae	scerevisiae	1029	bio_input	1	-3.5385708808898926	6.5167694091796875
S000001071	scerevisiae	scerevisiae	1029	bio_input	0	-2.691533327102661	4.573417663574219
S000001076	scerevisiae	scerevisiae	1029	bio_input	0	0.8588458299636841	-0.3567742109298706
S000001079	scerevisiae	scerevisiae	1029	bio_input	0	-1.4932571649551392	5.609884262084961
S000001088	scerevisiae	scerevisiae	1029	bio_input	0	-2.2211062908172607	7.348913192749023
S000001102	scerevisiae	scerevisiae	1029	bio_input	0	2.0543200969696045	0.5416190028190613
S000001103	scerevisiae	scerevisiae	1029	bio_input	0	4.468757629394531	0.08274748176336288
S000001105	scerevisiae	scerevisiae	1029	bio_input	0	-0.6674623489379883	2.019329309463501
S000001109	scerevisiae	scerevisiae	1029	bio_input	0	-0.3190530836582184	0.21498063206672668
S000001114	scerevisiae	scerevisiae	1029	bio_input	1	-2.4951207637786865	5.910691261291504
S000001119	scerevisiae	scerevisiae	1029	bio_input	0	-3.176077127456665	5.807891845703125
S000001120	scerevisiae	scerevisiae	1029	bio_input	0	6.667703628540039	4.499105930328369
S000001121	scerevisiae	scerevisiae	1029	bio_input	0	-2.2451164722442627	4.859964847564697
S000001123	scerevisiae	scerevisiae	1029	bio_input	0	1.0635422468185425	-1.9249001741409302
S000001126	scerevisiae	scerevisiae	1029	bio_input	0	1.8975393772125244	0.4969525635242462
S000001129	scerevisiae	scerevisiae	1029	bio_input	0	1.0124945640563965	1.8349744081497192
S000001145	scerevisiae	scerevisiae	1029	bio_input	0	1.7161130905151367	-0.558761715888977
S000001150	scerevisiae	scerevisiae	1029	bio_input	0	-2.4636387825012207	5.282501697540283
S000001154	scerevisiae	scerevisiae	1029	bio_input	0	-0.712203860282898	1.0510339736938477
S000001166	scerevisiae	scerevisiae	1029	bio_input	0	1.967657446861267	0.33824965357780457
S000001168	scerevisiae	scerevisiae	1029	bio_input	0	2.5043559074401855	-3.001171827316284
S000001170	scerevisiae	scerevisiae	1029	bio_input	1	-2.0961501598358154	7.09771728515625
S000001171	scerevisiae	scerevisiae	1029	bio_input	0	4.4005537033081055	0.3844662308692932
S000001174	scerevisiae	scerevisiae	1029	bio_input	0	-1.5318388938903809	5.508453369140625
S000001182	scerevisiae	scerevisiae	1029	bio_input	0	0.746659517288208	-1.98952317237854
S000001183	scerevisiae	scerevisiae	1029	bio_input	0	4.342571258544922	2.564492702484131
S000001186	scerevisiae	scerevisiae	1029	bio_input	0	3.0307154655456543	1.5971500873565674
S000001191	scerevisiae	scerevisiae	1029	bio_input	1	-4.003941059112549	7.96221923828125
S000001198	scerevisiae	scerevisiae	1029	bio_input	0	0.43745943903923035	1.414678692817688
S000001207	scerevisiae	scerevisiae	1029	bio_input	1	-3.02651309967041	5.385836601257324
S000001208	scerevisiae	scerevisiae	1029	bio_input	1	-3.723956346511841	6.988935470581055
S000001222	scerevisiae	scerevisiae	1029	bio_input	0	0.04841536656022072	2.9734675884246826
S000001225	scerevisiae	scerevisiae	1029	bio_input	0	1.271812915802002	-2.4816136360168457
S000001248	scerevisiae	scerevisiae	1029	bio_input	0	-0.8040949106216431	3.1439404487609863
S000001249	scerevisiae	scerevisiae	1029	bio_input	0	-0.23467862606048584	2.469980239868164
S000001270	scerevisiae	scerevisiae	1029	bio_input	0	-2.792114496231079	5.750911712646484
S000001271	scerevisiae	scerevisiae	1029	bio_input	0	-2.6131069660186768	6.023109436035156
S000001273	scerevisiae	scerevisiae	1029	bio_input	0	4.25398588180542	-0.9511730074882507
S000001282	scerevisiae	scerevisiae	1029	bio_input	0	-0.6601390242576599	2.817301034927368
S000001295	scerevisiae	scerevisiae	1029	bio_input	0	-2.804506301879883	6.658977508544922
S000001299	scerevisiae	scerevisiae	1029	bio_input	0	2.360463857650757	-0.7956698536872864
S000001307	scerevisiae	scerevisiae	1029	bio_input	0	4.380862236022949	-1.0448811054229736
S000001308	scerevisiae	scerevisiae	1029	bio_input	1	-1.8508223295211792	5.052340030670166
S000001317	scerevisiae	scerevisiae	1029	bio_input	0	1.7711437940597534	-1.7636457681655884
S000001319	scerevisiae	scerevisiae	1029	bio_input	0	3.648348331451416	2.530163288116455
S000001323	scerevisiae	scerevisiae	1029	bio_input	1	-3.7995564937591553	6.261785984039307
S000001329	scerevisiae	scerevisiae	1029	bio_input	0	-0.47148028016090393	1.0770570039749146
S000001338	scerevisiae	scerevisiae	1029	bio_input	0	0.9539499282836914	1.402775526046753
S000001339	scerevisiae	scerevisiae	1029	bio_input	0	1.1942239999771118	-0.5580790638923645
S000001349	scerevisiae	scerevisiae	1029	bio_input	0	2.633018732070923	1.4052691459655762
S000001353	scerevisiae	scerevisiae	1029	bio_input	1	-3.7821097373962402	6.082883834838867
S000001354	scerevisiae	scerevisiae	1029	bio_input	0	3.8875460624694824	-2.5074260234832764
S000001358	scerevisiae	scerevisiae	1029	bio_input	0	-0.9225689172744751	1.150771975517273
S000001366	scerevisiae	scerevisiae	1029	bio_input	1	-3.364293336868286	5.378965854644775
S000001373	scerevisiae	scerevisiae	1029	bio_input	0	-0.47377079725265503	1.7923588752746582
S000001380	scerevisiae	scerevisiae	1029	bio_input	1	0.1561383754014969	1.7957264184951782
S000001391	scerevisiae	scerevisiae	1029	bio_input	1	-2.5411112308502197	5.133308410644531
S000001392	scerevisiae	scerevisiae	1029	bio_input	0	-0.5354323983192444	1.8734949827194214
S000001395	scerevisiae	scerevisiae	1029	bio_input	0	0.08612307906150818	7.755798816680908
S000001396	scerevisiae	scerevisiae	1029	bio_input	0	-0.6818954348564148	1.5046031475067139
S000001397	scerevisiae	scerevisiae	1029	bio_input	0	1.3383872509002686	-2.6730329990386963
S000001405	scerevisiae	scerevisiae	1029	bio_input	1	-3.819922685623169	7.928000450134277
S000001409	scerevisiae	scerevisiae	1029	bio_input	1	-0.48956137895584106	2.632875919342041
S000001412	scerevisiae	scerevisiae	1029	bio_input	1	1.135215401649475	-0.10939067602157593
S000001416	scerevisiae	scerevisiae	1029	bio_input	0	2.839353561401367	-3.699871301651001
S000001417	scerevisiae	scerevisiae	1029	bio_input	0	-0.9487167000770569	7.5127153396606445
S000001419	scerevisiae	scerevisiae	1029	bio_input	0	0.8339325189590454	1.066314458847046
S000001424	scerevisiae	scerevisiae	1029	bio_input	0	-0.30795803666114807	2.6355950832366943
S000001442	scerevisiae	scerevisiae	1029	bio_input	0	2.0079801082611084	-1.0408275127410889
S000001446	scerevisiae	scerevisiae	1029	bio_input	0	-0.5703756213188171	1.6726487874984741
S000001451	scerevisiae	scerevisiae	1029	bio_input	1	-0.7999804019927979	1.6700023412704468
S000001453	scerevisiae	scerevisiae	1029	bio_input	0	2.8526885509490967	-0.018495017662644386
S000001455	scerevisiae	scerevisiae	1029	bio_input	0	3.6327452659606934	2.3265140056610107
S000001461	scerevisiae	scerevisiae	1029	bio_input	1	-3.3234260082244873	7.812354564666748
S000001472	scerevisiae	scerevisiae	1029	bio_input	0	-0.06047888472676277	2.262195110321045
S000001484	scerevisiae	scerevisiae	1029	bio_input	0	0.18459005653858185	2.8866865634918213
S000001494	scerevisiae	scerevisiae	1029	bio_input	0	-0.1389896720647812	0.07941441237926483
S000001496	scerevisiae	scerevisiae	1029	bio_input	1	-2.784104824066162	5.881165027618408
S000001497	scerevisiae	scerevisiae	1029	bio_input	1	-0.8063898682594299	1.2321972846984863
S000001500	scerevisiae	scerevisiae	1029	bio_input	0	-3.998807191848755	7.993813514709473
S000001507	scerevisiae	scerevisiae	1029	bio_input	1	-3.318847417831421	8.000059127807617
S000001510	scerevisiae	scerevisiae	1029	bio_input	0	-0.958040714263916	2.3572957515716553
S000001523	scerevisiae	scerevisiae	1029	bio_input	0	-2.7044906616210938	5.8243207931518555
S000001532	scerevisiae	scerevisiae	1029	bio_input	1	2.045833110809326	-0.3177916705608368
S000001533	scerevisiae	scerevisiae	1029	bio_input	0	1.7592862844467163	-2.1892242431640625
S000001542	scerevisiae	scerevisiae	1029	bio_input	1	-1.472848892211914	2.862159013748169
S000001543	scerevisiae	scerevisiae	1029	bio_input	1	0.1866227090358734	7.4430060386657715
S000001548	scerevisiae	scerevisiae	1029	bio_input	0	2.7730724811553955	1.4119545221328735
S000001552	scerevisiae	scerevisiae	1029	bio_input	0	-0.4171634912490845	1.1496682167053223
S000001555	scerevisiae	scerevisiae	1029	bio_input	0	0.1753520965576172	1.100877285003662
S000001556	scerevisiae	scerevisiae	1029	bio_input	0	0.09377018362283707	2.217803478240967
S000001561	scerevisiae	scerevisiae	1029	bio_input	1	0.5365692377090454	-0.20277109742164612
S000001564	scerevisiae	scerevisiae	1029	bio_input	0	-3.43066143989563	6.5914812088012695
S000001567	scerevisiae	scerevisiae	1029	bio_input	0	0.8353785276412964	-0.42045024037361145
S000001568	scerevisiae	scerevisiae	1029	bio_input	0	-0.2702193856239319	7.508133411407471
S000001575	scerevisiae	scerevisiae	1029	bio_input	0	0.5348358154296875	1.3801350593566895
S000001576	scerevisiae	scerevisiae	1029	bio_input	0	3.834322214126587	-2.2131361961364746
S000001586	scerevisiae	scerevisiae	1029	bio_input	0	2.4739956855773926	1.6548998355865479
S000001589	scerevisiae	scerevisiae	1029	bio_input	0	2.3219311237335205	-0.11835835129022598
S000001599	scerevisiae	scerevisiae	1029	bio_input	0	0.49323132634162903	0.6594687104225159
S000001600	scerevisiae	scerevisiae	1029	bio_input	0	-0.7315871119499207	7.007514476776123
S000001617	scerevisiae	scerevisiae	1029	bio_input	0	-3.557694673538208	6.183130264282227
S000001624	scerevisiae	scerevisiae	1029	bio_input	1	-0.13544708490371704	7.403307914733887
S000001633	scerevisiae	scerevisiae	1029	bio_input	0	0.41150525212287903	2.8549044132232666
S000001645	scerevisiae	scerevisiae	1029	bio_input	0	-0.9134348630905151	1.2252023220062256
S000001657	scerevisiae	scerevisiae	1029	bio_input	0	-0.1999468058347702	1.9106566905975342
S000001658	scerevisiae	scerevisiae	1029	bio_input	0	0.708611786365509	1.557729721069336
S000001664	scerevisiae	scerevisiae	1029	bio_input	0	4.002665042877197	1.6463295221328735
S000001665	scerevisiae	scerevisiae	1029	bio_input	1	0.36557435989379883	2.5363504886627197
S000001667	scerevisiae	scerevisiae	1029	bio_input	0	-2.0664446353912354	7.081731796264648
S000001670	scerevisiae	scerevisiae	1029	bio_input	0	2.9693121910095215	1.3528773784637451
S000001677	scerevisiae	scerevisiae	1029	bio_input	0	1.1802188158035278	0.6894131898880005
S000001692	scerevisiae	scerevisiae	1029	bio_input	0	-2.1159870624542236	6.813138484954834
S000001694	scerevisiae	scerevisiae	1029	bio_input	0	-0.7363550662994385	2.5305263996124268
S000001697	scerevisiae	scerevisiae	1029	bio_input	0	1.4937833547592163	-2.690351963043213
S000001701	scerevisiae	scerevisiae	1029	bio_input	0	-2.486278533935547	5.920929431915283
S000001705	scerevisiae	scerevisiae	1029	bio_input	0	3.8200979232788086	-1.9282439947128296
S000001717	scerevisiae	scerevisiae	1029	bio_input	0	-0.8427522778511047	6.652631759643555
S000001734	scerevisiae	scerevisiae	1029	bio_input	0	-3.3526322841644287	5.674170970916748
S000001747	scerevisiae	scerevisiae	1029	bio_input	0	-0.3799978196620941	7.450497150421143
S000001752	scerevisiae	scerevisiae	1029	bio_input	0	-0.5083110928535461	1.7029017210006714
S000001770	scerevisiae	scerevisiae	1029	bio_input	1	-2.9649581909179688	4.691728115081787
S000001771	scerevisiae	scerevisiae	1029	bio_input	1	1.0409044027328491	-1.3431016206741333
S000001778	scerevisiae	scerevisiae	1029	bio_input	0	-3.188516855239868	5.342249870300293
S000001791	scerevisiae	scerevisiae	1029	bio_input	1	1.0149264335632324	-0.6026761531829834
