node_id	label	split	baseline_pred_label	baseline_pred_score	esm2_pred_label	esm2_pred_score	transition	protocol	species	seed	subset	delta_probability	transition_display	umap1	umap2	is_rescued
FGRAMPH1_01G00217	0	test	0	0.0176562778651714	0	0.0002568908093962	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0173993870557752	TN_stable	-2.3655763	1.5210592	False
FGRAMPH1_01G00251	0	test	0	0.0351015925407409	0	1.5104693537604238e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0351015925256362	TN_stable	0.38146818	3.321479	False
FGRAMPH1_01G00265	0	test	0	0.0003429946373216	0	5.6193365932655226e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0003429945811282	TN_stable	-1.678969	3.1707134	False
FGRAMPH1_01G00269	0	test	0	0.0005318993935361	0	2.2260021950715192e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.000531899371276	TN_stable	-1.8632995	2.7236292	False
FGRAMPH1_01G00291	0	test	0	0.0005358566413633	0	6.06333108373567e-19	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0005358566413632	TN_stable	-1.1125067	4.11889	False
FGRAMPH1_01G00311	0	test	0	2.017390161174193e-12	0	4.0834135432084876e-29	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-2.017390161174193e-12	TN_stable	0.56148756	9.572413	False
FGRAMPH1_01G00331	0	test	0	5.572771624429152e-05	0	2.9519960147743142e-22	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-5.572771624429152e-05	TN_stable	-0.5152749	5.74508	False
FGRAMPH1_01G00333	0	test	0	0.0558614395558834	0	2.9992916097398847e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.055831446639786	TN_stable	2.8189301	2.4775922	False
FGRAMPH1_01G00343	0	test	0	0.0165684446692466	0	3.418244354236321e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0165684412510022	TN_stable	2.6866527	2.3666008	False
FGRAMPH1_01G00349	0	test	0	0.0331343300640583	0	2.063961437670514e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0331136904496815	TN_stable	-2.3330448	0.5810039	False
FGRAMPH1_01G00351	0	test	0	0.0888710170984268	0	0.0018388369353488	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.087032180163078	TN_stable	-2.2874706	1.2639366	False
FGRAMPH1_01G00365	0	test	0	0.0171725805848836	0	1.845458719174076e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0171725621302964	TN_stable	2.5680385	2.3068383	False
FGRAMPH1_01G00377	0	test	0	0.2591935098171234	0	0.0002548205084167	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2589386893087067	TN_stable	-0.15748163	-0.93801135	False
FGRAMPH1_01G00413	0	test	0	0.033993199467659	0	7.584882951050531e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0339856145847079	TN_stable	-3.7267559	-3.2534132	False
FGRAMPH1_01G00421	0	test	0	0.161299929022789	0	0.0002453519264236	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1610545770963654	TN_stable	2.6856027	2.0532985	False
FGRAMPH1_01G00431	0	test	0	0.1112661510705947	0	2.525256392882369e-10	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.111266150818069	TN_stable	0.0058693825	-0.2123981	False
FGRAMPH1_01G00443	0	test	0	0.0382498390972614	0	0.0003679303044918	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0378819087927696	TN_stable	-3.0749109	1.7296728	False
FGRAMPH1_01G00457	0	test	0	0.0010158679215237	0	1.5353681867558144e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.00101586790617	TN_stable	-1.9560381	3.4841142	False
FGRAMPH1_01G00459	0	test	0	0.1883511543273925	0	2.090182540936958e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1883511543064906	TN_stable	2.2983015	2.4582016	False
FGRAMPH1_01G00465	1	test	1	0.8440853357315063	1	0.7873694896697998	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0567158460617065	TP_stable	-1.2294	-4.603104	False
FGRAMPH1_01G00467	0	test	0	0.1916110962629318	0	4.9752832062543995e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1916110962579565	TN_stable	1.2864113	-0.95471025	False
FGRAMPH1_01G00473	0	test	0	0.0248060654848814	0	2.9011778678977865e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0247770537062024	TN_stable	-0.017532034	1.248546	False
FGRAMPH1_01G00505	0	test	1	0.6158192753791809	0	0.0001535227202111	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.6156657526589698	FP_to_TN_corrected	-0.21717896	-0.2030914	False
FGRAMPH1_01G00523	0	test	0	0.0205340068787336	0	5.411048391579243e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0205334657738944	TN_stable	2.0488832	-1.3036612	False
FGRAMPH1_01G00533	0	test	0	0.0179727971553802	0	6.171164002749306e-18	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0179727971553801	TN_stable	-0.005869981	4.739367	False
FGRAMPH1_01G00559	0	test	0	0.3011744618415832	0	9.990532012782436e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3011744617416779	TN_stable	0.5495058	0.6555167	False
FGRAMPH1_01G00563	0	test	0	0.0321067012846469	0	6.879824923089473e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0321060133021545	TN_stable	5.1543717	3.1502492	False
FGRAMPH1_01G00573	0	test	0	0.0614463239908218	0	2.502439144791424e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0614460737469073	TN_stable	-0.8736987	0.116977915	False
FGRAMPH1_01G00597	0	test	0	0.00482441438362	0	0.0005553401424549	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0042690742411651	TN_stable	-1.9471933	-1.4935925	False
FGRAMPH1_01G00613	0	test	0	0.0082131335511803	0	7.564307562655137e-16	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0082131335511795	TN_stable	1.0464913	3.5602005	False
FGRAMPH1_01G00619	0	test	0	0.0334701538085937	0	3.4048419195187314e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0334701197601745	TN_stable	-2.4064717	2.6257544	False
FGRAMPH1_01G00637	0	test	0	0.0006321456166915	0	1.444135477868258e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0006320012031437	TN_stable	-2.0110679	1.8477386	False
FGRAMPH1_01G00657	0	test	0	0.2868397831916809	0	0.0002339825150556	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2866058006766253	TN_stable	1.1724592	-1.6483927	False
FGRAMPH1_01G00667	0	test	0	0.2011275589466095	0	1.5930837662381236e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2011259658628432	TN_stable	3.2120368	2.8344445	False
FGRAMPH1_01G00675	0	test	0	0.0015085958875715	0	2.567254114183015e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0015060286334573	TN_stable	-2.0960617	1.6322591	False
FGRAMPH1_01G00691	0	test	0	0.2849420011043548	0	9.069257345117876e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2849419920350974	TN_stable	0.59422576	0.10432223	False
FGRAMPH1_01G00693	0	test	0	0.0609404519200325	0	6.945379027456511e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.060933506541005	TN_stable	-1.456347	0.76363444	False
FGRAMPH1_01G00697	0	test	0	0.2605142891407013	0	5.8388486934291e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2605142307522143	TN_stable	-2.3837056	2.26825	False
FGRAMPH1_01G00699	0	test	0	0.0	0	3.025105008797868e-36	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	3.025105008797868e-36	TN_stable	1.4765357	3.9226975	False
FGRAMPH1_01G00705	0	test	0	0.0127123147249221	0	0.2946089804172516	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.2818966656923294	TN_stable	-1.1935867	-3.0064402	False
FGRAMPH1_01G00707	0	test	1	0.769101619720459	1	0.5616232752799988	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2074783444404602	persistent_FP	-0.48357975	-3.0085523	False
FGRAMPH1_01G00721	1	test	1	0.9463589191436768	1	0.9374240040779114	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0089349150657653	TP_stable	-2.0986936	-4.682761	False
FGRAMPH1_01G00737	0	test	0	0.0295463316142559	0	3.1574525302278603e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0295463316142243	TN_stable	3.8123279	3.457938	False
FGRAMPH1_01G00741	0	test	0	0.0223097242414951	0	7.708992052357644e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0222326343209715	TN_stable	0.24650416	-1.4580759	False
FGRAMPH1_01G00743	0	test	1	0.7929257154464722	1	0.551692008972168	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2412337064743042	persistent_FP	-2.873822	-2.24985	False
FGRAMPH1_01G00771	1	test	1	0.9450904726982116	1	0.615267813205719	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3298226594924925	TP_stable	-1.7703315	-1.7889012	False
FGRAMPH1_01G00787	1	test	0	0.1155233159661293	0	0.0027052126824855	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.1128181032836438	persistent_FN	0.087192625	-3.021653	False
FGRAMPH1_01G00789	0	test	0	0.0489765964448452	0	1.998367770283949e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0489566127671423	TN_stable	1.3610132	-0.18115655	False
FGRAMPH1_01G00803	0	test	1	0.8109503984451294	1	0.7279659509658813	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.082984447479248	persistent_FP	-2.2230697	-2.2616632	False
FGRAMPH1_01G00845	0	test	0	0.4126757383346557	0	0.1635630279779434	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2491127103567123	TN_stable	-0.93771124	-2.0580552	False
FGRAMPH1_01G00863	1	test	1	0.939813196659088	1	0.9099472165107728	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0298659801483152	TP_stable	-1.5855874	-4.3434057	False
FGRAMPH1_01G00875	0	test	1	0.9154995679855348	0	0.0888767689466476	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.8266227990388871	FP_to_TN_corrected	-0.24844599	-2.253356	False
FGRAMPH1_01G00885	1	test	0	0.0290049742907285	0	2.299424886587076e-05	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.0289819800418626	persistent_FN	-1.8988392	-0.9404422	False
FGRAMPH1_01G00891	0	test	0	0.119084320962429	0	7.790204028731984e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1190843209616499	TN_stable	7.4322596	3.3764596	False
FGRAMPH1_01G00899	0	test	0	0.0091990819200873	0	0.0002671955735422	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0089318863465451	TN_stable	-1.4296384	-0.9968795	False
FGRAMPH1_01G00907	0	test	0	0.0301504991948604	0	1.1986068892646433e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0301504991948592	TN_stable	7.5655813	3.924354	False
FGRAMPH1_01G00921	0	test	0	0.2960456609725952	0	1.126751492108724e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2960456497050803	TN_stable	0.13856575	0.9514776	False
FGRAMPH1_01G00923	0	test	1	0.5963054895401001	0	0.3696268200874328	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.2266786694526673	FP_to_TN_corrected	-1.7128986	-3.671558	False
FGRAMPH1_01G00927	1	test	1	0.7347172498703003	0	0.3696090281009674	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.3651082217693329	TP_to_FN_regressed	-0.42284748	-4.176891	False
FGRAMPH1_01G00931	1	test	1	0.5027300119400024	0	0.4736504852771759	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.0290795266628265	TP_to_FN_regressed	-2.0801597	-4.05333	False
FGRAMPH1_01G00939	0	test	1	0.821687638759613	1	0.9153401255607604	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.0936524868011473	persistent_FP	-1.4922256	-4.8961034	False
FGRAMPH1_01G00945	1	test	1	0.9096065163612366	1	0.9837682843208312	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0741617679595946	TP_stable	-2.614212	-5.596454	False
FGRAMPH1_01G00971	0	test	0	0.3600983619689941	0	0.0111988689750432	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3488994929939509	TN_stable	-1.5186392	-1.7001792	False
FGRAMPH1_01G00975	0	test	0	0.0082087805494666	0	6.545685327924021e-17	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0082087805494665	TN_stable	8.295745	3.4148664	False
FGRAMPH1_01G00979	1	test	1	0.8250089287757874	1	0.8678669929504395	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0428580641746521	TP_stable	-1.7236171	-4.298597	False
FGRAMPH1_01G00983	1	test	1	0.9552292227745056	1	0.9907461404800416	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.035516917705536	TP_stable	-2.4607108	-5.069383	False
FGRAMPH1_01G00999	0	test	0	0.3875012397766113	0	0.0950861424207687	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2924150973558426	TN_stable	-0.07417793	-2.0408316	False
FGRAMPH1_01G01001	0	test	0	0.0870735496282577	0	6.338505675190786e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0870735496219192	TN_stable	4.0898952	3.418171	False
FGRAMPH1_01G01025	0	test	0	0.0284865126013755	0	4.2091238941542944e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0284865126013334	TN_stable	3.36107	3.2744994	False
FGRAMPH1_01G01029	0	test	0	0.0719021409749984	0	0.0085713639855384	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.06333077698946	TN_stable	0.39509234	-2.013229	False
FGRAMPH1_01G01035	0	test	0	0.0265105385333299	0	7.273784981449982e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0265105385326025	TN_stable	2.9860172	-0.07061982	False
FGRAMPH1_01G01041	0	test	0	0.002981879049912	0	0.0167816653847694	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0137997863348574	TN_stable	0.16562842	-2.1791751	False
FGRAMPH1_01G01055	0	test	0	0.0506336726248264	0	9.94188574103853e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0506336726248164	TN_stable	-0.14912082	4.9300804	False
FGRAMPH1_01G01069	0	test	0	0.3735480308532715	1	0.8980354070663452	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.5244873762130737	TN_to_FP_regressed	-0.36868247	-4.190343	False
FGRAMPH1_01G01087	0	test	1	0.8750678896903992	1	0.6656200885772705	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2094478011131286	persistent_FP	-2.9497592	-2.2538402	False
FGRAMPH1_01G01089	0	test	0	0.0694913864135742	0	0.0002181122399633	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0692732741736109	TN_stable	1.4784837	-1.5454597	False
FGRAMPH1_01G01103	0	test	0	0.305643767118454	0	9.843815216084573e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3056437671174696	TN_stable	7.1699076	4.3105593	False
FGRAMPH1_01G01123	0	test	0	0.0868604406714439	0	8.09343708046452e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0868604406713629	TN_stable	7.64417	3.404775	False
FGRAMPH1_01G01145	0	test	0	0.4999784827232361	0	4.106559572392143e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.4999374171275121	TN_stable	0.18961413	-4.1858487	False
FGRAMPH1_01G01163	1	test	1	0.939512014389038	1	0.9778041243553162	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0382921099662781	TP_stable	-2.5989943	-4.7587547	False
FGRAMPH1_01G01165	0	test	0	0.3130652010440826	0	6.4585578911646735e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3130587424861914	TN_stable	1.5888852	-1.5056661	False
FGRAMPH1_01G01179	0	test	0	0.3143000602722168	0	1.95508693678903e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3143000407213474	TN_stable	-0.494284	0.9436869	False
FGRAMPH1_01G01187	0	test	1	0.8575646281242371	1	0.7205585241317749	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.1370061039924621	persistent_FP	-2.423757	-2.5975456	False
FGRAMPH1_01G01209	0	test	0	0.1413546055555343	0	3.5736528319896266e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1413546055197977	TN_stable	-0.21738815	1.153722	False
FGRAMPH1_01G01211	0	test	1	0.6894891858100891	0	0.2635282874107361	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.425960898399353	FP_to_TN_corrected	0.16721652	-2.1678412	False
FGRAMPH1_01G01217	0	test	0	0.0566172413527965	0	1.0768077072048724e-16	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0566172413527963	TN_stable	7.1251373	4.389789	False
FGRAMPH1_01G01231	0	test	0	0.0537933818995952	0	2.9343506791068567e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0537933818966608	TN_stable	2.9193258	3.1048725	False
FGRAMPH1_01G01253	0	test	0	0.0930525138974189	0	5.928300743107684e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0929932308899878	TN_stable	-2.317143	1.2604201	False
FGRAMPH1_01G01281	0	test	0	0.0929872244596481	0	0.1244828999042511	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0314956754446029	TN_stable	-3.0018225	-2.9487188	False
FGRAMPH1_01G01287	0	test	0	0.251579225063324	0	3.965820724260993e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2515752592425997	TN_stable	-1.9785577	1.3592526	False
FGRAMPH1_01G01299	1	test	1	0.9205869436264038	1	0.965928077697754	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0453411340713502	TP_stable	-2.4685743	-4.6874332	False
FGRAMPH1_01G01311	0	test	0	0.408984363079071	1	0.6075051426887512	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.1985207796096802	TN_to_FP_regressed	-0.8612936	-2.8829734	False
FGRAMPH1_01G01315	0	test	0	0.0956327989697456	0	1.4663393925733875e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0956327989697309	TN_stable	7.2967052	4.238038	False
FGRAMPH1_01G01341	0	test	0	0.0154771544039249	0	0.0106323333457112	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0048448210582137	TN_stable	-2.4618993	0.38130832	False
FGRAMPH1_01G01351	0	test	0	0.0127558605745434	0	0.0010566305136308	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0116992300609126	TN_stable	1.7807297	-1.6269385	False
FGRAMPH1_01G01361	0	test	0	0.2828461527824402	0	0.1093775406479835	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1734686121344567	TN_stable	-1.2745819	-1.1868052	False
FGRAMPH1_01G01365	0	test	0	0.0831948146224021	0	9.743304872245062e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0831850713175298	TN_stable	-0.15507895	0.22469853	False
FGRAMPH1_01G01391	0	test	0	0.0526164099574089	0	5.8443681037867574e-18	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0526164099574088	TN_stable	7.6045175	3.7620869	False
FGRAMPH1_01G01395	0	test	0	0.0400828383862972	0	6.249687589275285e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0400828383862347	TN_stable	7.436678	3.519226	False
FGRAMPH1_01G01397	1	test	1	0.9489790201187134	0	0.4160455465316772	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.5329334735870361	TP_to_FN_regressed	-0.61040884	-2.965753	False
FGRAMPH1_01G01399	0	test	1	0.9064083695411682	1	0.9105141758918762	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.004105806350708	persistent_FP	-1.7353419	-3.8363035	False
FGRAMPH1_01G01413	0	test	0	2.6485303533663185e-11	0	5.977542848992646e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-2.6479325990814192e-11	TN_stable	-1.9864857	-1.3961354	False
FGRAMPH1_01G01445	1	test	0	0.3514970242977142	0	0.2317859530448913	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.1197110712528228	persistent_FN	0.1278201	-2.3917744	False
FGRAMPH1_01G01453	0	test	0	0.0045961579307913	0	4.329454270646238e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0045957249853642	TN_stable	-0.92611545	2.066318	False
FGRAMPH1_01G01483	0	test	0	0.1224442422389984	0	0.0014601640868932	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1209840781521052	TN_stable	1.5120182	-1.8099574	False
FGRAMPH1_01G01497	0	test	0	0.2273677289485931	1	0.7387257814407349	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.5113580524921417	TN_to_FP_regressed	-2.311901	-2.8083766	False
FGRAMPH1_01G01503	0	test	1	0.8605841994285583	1	0.86474609375	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.0041618943214416	persistent_FP	-2.3137188	-3.1719174	False
FGRAMPH1_01G01511	0	test	0	3.274046321166679e-05	0	0.0333550386130809	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0333222981498692	TN_stable	-3.666521	-3.4939816	False
FGRAMPH1_01G01521	1	test	0	0.2590472400188446	0	0.0049347882159054	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2541124518029392	persistent_FN	-2.8744667	0.5087395	False
FGRAMPH1_01G01527	0	test	0	0.1704345494508743	0	0.3889429569244385	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.2185084074735641	TN_stable	-0.3869063	-4.1328807	False
FGRAMPH1_01G01539	0	test	0	0.2065565586090088	0	7.445107030878971e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2065565585345577	TN_stable	3.70642	2.8961868	False
FGRAMPH1_01G01549	1	test	1	0.5885213613510132	1	0.8813948035240173	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.2928734421730041	TP_stable	-2.386324	-3.360014	False
FGRAMPH1_01G01563	0	test	1	0.8243298530578613	0	0.0714398846030235	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.7528899684548378	FP_to_TN_corrected	-1.3944207	-4.2145014	False
FGRAMPH1_01G01581	0	test	0	0.0007966024568304	0	2.731175641201844e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0007963293392662	TN_stable	2.9891129	-0.13916391	False
FGRAMPH1_01G01593	0	test	0	0.0403536558151245	0	0.009903616271913	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0304500395432115	TN_stable	0.005375035	-2.0077193	False
FGRAMPH1_01G01603	0	test	1	0.8594446778297424	1	0.9045513868331908	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.0451067090034483	persistent_FP	-0.7445094	-5.091002	False
