gene_id	score_ORT_EXP_SUB	score_ORT_EXP_SUB_ESM2	rank_ORT_EXP_SUB	rank_ORT_EXP_SUB_ESM2	percentile_ORT_EXP_SUB	percentile_ORT_EXP_SUB_ESM2	delta_score	delta_rank	true_label	in_top100	in_top200	in_top500	in_top5percent
FGRAMPH1_01G24995	0.7278814911842346	0.9871867895126344	1647	91	0.8735888180631288	0.9930880884724675	0.25930529832839977	1556	0.0	True	True	True	True
FGRAMPH1_01G26333	0.7327568531036377	0.9804911613464355	1622	167	0.8755087934874434	0.9872513631825512	0.24773430824279785	1455	1.0	False	True	True	True
FGRAMPH1_01G06261	0.742286205291748	0.9870249032974244	1594	94	0.8776591659626757	0.9928576914215498	0.24473869800567638	1500	1.0	True	True	True	True
FGRAMPH1_01G26381	0.7132884860038757	0.9548722505569458	1716	454	0.8682896858920206	0.96521004531142	0.24158376455307007	1262	0.0	False	False	True	True
FGRAMPH1_01G06065	0.7214688062667847	0.9622784852981568	1680	369	0.8710544505030335	0.9717379617540896	0.24080967903137218	1311	0.0	False	False	True	True
FGRAMPH1_01G00753	0.712151825428009	0.9522243738174438	1718	482	0.8681360878580754	0.9630596728361877	0.24007254838943481	1236	0.0	False	False	True	True
FGRAMPH1_01G06609	0.7559283375740051	0.9917054176330566	1519	51	0.8834190922356194	0.9961600491513709	0.2357770800590515	1468	1.0	True	True	True	True
FGRAMPH1_01G17299	0.7182247042655945	0.9511950016021729	1693	498	0.8700560632823899	0.9618308885646264	0.23297029733657837	1195	1.0	False	False	True	True
FGRAMPH1_01G11071	0.727318525314331	0.9520411491394044	1650	486	0.8733584210122111	0.9627524767682973	0.22472262382507335	1164		False	False	True	True
FGRAMPH1_01G14289	0.761696994304657	0.9830249547958374	1481	138	0.8863374548805776	0.9894785346747562	0.22132796049118042	1343	1.0	False	True	True	True
FGRAMPH1_01G06161	0.7615039348602295	0.9805436730384828	1483	166	0.8861838568466324	0.9873281621995238	0.21903973817825328	1317	0.0	False	True	True	True
FGRAMPH1_01G23925	0.7527981400489807	0.9708700180053712	1529	280	0.8826511020658936	0.9785730742646495	0.2180718779563905	1249	0.0	False	False	True	True
FGRAMPH1_01G14683	0.7430243492126465	0.960880160331726	1590	388	0.877966362030566	0.9702787804316104	0.21785581111907948	1202	1.0	False	False	True	True
FGRAMPH1_01G03379	0.7527119517326355	0.9701074957847596	1531	288	0.8824975040319484	0.9779586821288687	0.21739554405212413	1243	1.0	False	False	True	True
FGRAMPH1_01G09029	0.7578272223472595	0.9743374586105348	1505	242	0.8844942784732356	0.9814914369096076	0.21651023626327526	1263	1.0	False	False	True	True
FGRAMPH1_01G23105	0.7569576501846313	0.9728841781616212	1516	255	0.8836494892865372	0.980493049688964	0.21592652797698986	1261	1.0	False	False	True	True
FGRAMPH1_01G17869	0.7551413178443909	0.9696329832077026	1523	293	0.883111896167729	0.9775746870440059	0.21449166536331177	1230	0.0	False	False	True	True
FGRAMPH1_01G15079	0.7718892097473145	0.9838375449180604	1432	124	0.8901006067122341	0.9905537209123724	0.21194833517074596	1308	1.0	False	True	True	True
FGRAMPH1_01G02167	0.7521243095397949	0.9640121459960938	1534	356	0.8822671069810306	0.9727363489747332	0.21188783645629883	1178	1.0	False	False	True	True
FGRAMPH1_01G07127	0.7617611885070801	0.9728837013244628	1480	256	0.8864142538975501	0.9804162506719915	0.2111225128173827	1224	0.0	False	False	True	True
FGRAMPH1_01G03087	0.7484777569770813	0.957769513130188	1551	424	0.8809615236924967	0.9675140158205975	0.2092917561531067	1127	1.0	False	False	True	True
FGRAMPH1_01G15413	0.7579697370529175	0.9672329425811768	1503	321	0.8846478765071807	0.9754243145687735	0.20926320552825928	1182		False	False	True	True
FGRAMPH1_01G26835	0.7568186521530151	0.9654971361160278	1517	337	0.8835726902695645	0.9741955302972122	0.2086784839630127	1180	1.0	False	False	True	True
FGRAMPH1_01G18637	0.7590038776397705	0.966525137424469	1497	325	0.8851086706090162	0.9751171185008832	0.2075212597846985	1172	0.0	False	False	True	True
FGRAMPH1_01G10201	0.7462786436080933	0.9529438018798828	1567	471	0.8797327394209354	0.9639044620228862	0.20666515827178955	1096	1.0	False	False	True	True
FGRAMPH1_01G07769	0.75191730260849	0.95822012424469	1535	418	0.8821903079640581	0.967974809922433	0.20630282163620006	1117	1.0	False	False	True	True
FGRAMPH1_01G23357	0.7620824575424194	0.964951515197754	1476	346	0.8867214499654404	0.973504339144459	0.20286905765533458	1130	1.0	False	False	True	True
FGRAMPH1_01G03317	0.7507563829421997	0.9514681100845336	1539	497	0.8818831118961677	0.961907687581599	0.20071172714233387	1042	1.0	False	False	True	True
FGRAMPH1_01G17191	0.7634990811347961	0.9619467854499816	1473	374	0.8869518470163582	0.9713539666692267	0.19844770431518544	1099	1.0	False	False	True	True
FGRAMPH1_01G20167	0.7648710012435913	0.9602696895599364	1470	397	0.887182244067276	0.9695875892788572	0.1953986883163451	1073	0.0	False	False	True	True
FGRAMPH1_01G06833	0.7761830687522888	0.9693585634231568	1400	296	0.8925581752553567	0.9773442899930881	0.19317549467086803	1104	1.0	False	False	True	True
FGRAMPH1_01G06255	0.7701675295829773	0.9620842933654784	1439	371	0.889563013593426	0.9715843637201443	0.1919167637825011	1068	1.0	False	False	True	True
FGRAMPH1_01G24133	0.787856936454773	0.9796141982078552	1348	181	0.896551724137931	0.9861761769449351	0.19175726175308228	1167	1.0	False	True	True	True
FGRAMPH1_01G23053	0.7620722055435181	0.9516746997833252	1477	494	0.8866446509484679	0.9621380846325167	0.18960249423980713	983	1.0	False	False	True	True
FGRAMPH1_01G17561	0.7765957713127136	0.9639752507209778	1396	357	0.8928653713232471	0.9726595499577605	0.18737947940826416	1039	1.0	False	False	True	True
FGRAMPH1_01G19767	0.7723848819732666	0.95792156457901	1430	421	0.8902542047461792	0.9677444128715152	0.1855366826057434	1009	1.0	False	False	True	True
FGRAMPH1_01G28201	0.804531991481781	0.9886587262153624	1228	76	0.9057676061746409	0.9942400737270563	0.18412673473358143	1152	0.0	True	True	True	True
FGRAMPH1_01G03051	0.7702454924583435	0.9533659815788268	1438	464	0.8896398126103986	0.9644420551416942	0.1831204891204833	974	1.0	False	False	True	True
FGRAMPH1_01G18947	0.7695441246032715	0.9520880579948424	1443	485	0.8892558175255356	0.96282927578527	0.18254393339157093	958	1.0	False	False	True	True
FGRAMPH1_01G10359	0.7746289968490601	0.956478714942932	1411	433	0.8917133860686584	0.9668228246678443	0.18184971809387196	978	1.0	False	False	True	True
FGRAMPH1_01G11115	0.7717760801315308	0.9519177675247192	1434	490	0.8899470086782889	0.962445280700407	0.18014168739318848	944	1.0	False	False	True	True
FGRAMPH1_01G02065	0.8003762364387512	0.9797454476356506	1252	179	0.903924429767299	0.9863297749788803	0.17936921119689941	1073	0.0	False	True	True	True
FGRAMPH1_01G02299	0.8017480373382568	0.9798768162727356	1245	177	0.9044620228861071	0.9864833730128254	0.17812877893447876	1068	0.0	False	True	True	True
FGRAMPH1_01G01223	0.7803093791007996	0.9573436379432678	1379	428	0.894170954611781	0.9672068197527072	0.17703425884246826	951	1.0	False	False	True	True
FGRAMPH1_01G17915	0.7911804914474487	0.9651018381118774	1323	345	0.8984716995622456	0.9735811381614315	0.1739213466644287	978	1.0	False	False	True	True
FGRAMPH1_01G22851	0.8021109700202942	0.9742521047592164	1243	244	0.9046156209200522	0.9813378388756624	0.17214113473892223	999	0.0	False	False	True	True
FGRAMPH1_01G10387	0.7868633270263672	0.9545749425888062	1352	457	0.8962445280700407	0.9649796482605023	0.16771161556243896	895	1.0	False	False	True	True
FGRAMPH1_01G06099	0.7901871800422668	0.955474317073822	1336	449	0.897473312341602	0.9655940403962829	0.16528713703155518	887	0.0	False	False	True	True
FGRAMPH1_01G06107	0.8045818209648132	0.968712568283081	1226	305	0.9059212042085861	0.9766530988403348	0.16413074731826782	921	1.0	False	False	True	True
FGRAMPH1_01G20353	0.8108862042427063	0.974191963672638	1199	245	0.9079947776668459	0.9812610398586898	0.16330575942993175	954	1.0	False	False	True	True
FGRAMPH1_01G23721	0.8328039646148682	0.9952999353408812	1065	17	0.9182858459411719	0.9987712157284386	0.16249597072601307	1048		True	True	True	True
FGRAMPH1_01G02115	0.8288669586181641	0.991304874420166	1094	56	0.916058674448967	0.9957760540665079	0.16243791580200195	1038	1.0	True	True	True	True
FGRAMPH1_01G02617	0.8010600805282593	0.9634156227111816	1247	362	0.9043084248521619	0.9722755548728976	0.16235554218292236	885	1.0	False	False	True	True
FGRAMPH1_01G00969	0.8180587291717529	0.9802624583244324	1159	173	0.9110667383457491	0.9867905690807157	0.16220372915267944	986	1.0	False	True	True	True
FGRAMPH1_01G20099	0.8071948885917664	0.9688063263893129	1216	304	0.906689194378312	0.9767298978573075	0.1616114377975465	912	1.0	False	False	True	True
FGRAMPH1_01G27097	0.8079080581665039	0.968629002571106	1213	306	0.9069195914292297	0.9765762998233622	0.16072094440460205	907	1.0	False	False	True	True
FGRAMPH1_01G19799	0.8131319880485535	0.9735864996910096	1188	250	0.9088395668535443	0.9808770447738269	0.16045451164245617	938	1.0	False	False	True	True
FGRAMPH1_01G20201	0.8279199004173279	0.9878618717193604	1101	84	0.915521081330159	0.9936256815912756	0.15994197130203247	1017	0.0	True	True	True	True
FGRAMPH1_01G19469	0.8001237511634827	0.9593446850776672	1254	404	0.9037708317333538	0.9690499961600492	0.15922093391418457	850	1.0	False	False	True	True
FGRAMPH1_01G18141	0.7976880669593811	0.9557741284370422	1269	445	0.9026188464787651	0.9659012364641733	0.15808606147766113	824	1.0	False	False	True	True
FGRAMPH1_01G00961	0.808264434337616	0.9633601903915404	1211	363	0.9070731894631748	0.9721987558559251	0.15509575605392445	848	1.0	False	False	True	True
FGRAMPH1_01G23605	0.7984498143196106	0.9534616470336914	1265	462	0.9029260425466554	0.9645956531756393	0.1550118327140808	803	1.0	False	False	True	True
FGRAMPH1_01G14235	0.8036152720451355	0.9582173228263856	1232	419	0.9054604101067506	0.9678980109054605	0.1546020507812501	813	1.0	False	False	True	True
FGRAMPH1_01G01181	0.8219918608665466	0.9761793613433838	1136	223	0.9128331157361186	0.9829506182320866	0.15418750047683716	913	1.0	False	False	True	True
FGRAMPH1_01G00949	0.8401963710784912	0.9943386912345886	1009	27	0.9225865908916366	0.9980032255587129	0.1541423201560974	982	0.0	True	True	True	True
FGRAMPH1_01G18395	0.8387237787246704	0.992214024066925	1022	47	0.921588203670993	0.9964672452192612	0.15349024534225464	975	0.0	True	True	True	True
FGRAMPH1_01G19005	0.8362476229667664	0.9896484017372132	1042	68	0.9200522233315414	0.994854465862837	0.1534007787704469	974	1.0	True	True	True	True
FGRAMPH1_01G10303	0.8432739973068237	0.996216118335724	990	11	0.9240457722141157	0.9992320098302742	0.15294212102890026	979	1.0	True	True	True	True
FGRAMPH1_01G00797	0.8057528734207153	0.9580738544464112	1223	420	0.9061516012595039	0.9678212118884878	0.1523209810256959	803	1.0	False	False	True	True
FGRAMPH1_01G18309	0.8206337094306946	0.9725645184516908	1147	259	0.9119883265494202	0.9801858536210737	0.1519308090209962	888	1.0	False	False	True	True
FGRAMPH1_01G10343	0.8167018294334412	0.967680811882019	1169	317	0.9102987481760234	0.9757315106366639	0.15097898244857788	852	0.0	False	False	True	True
FGRAMPH1_01G15109	0.824103593826294	0.9746962189674376	1121	236	0.9139851009907073	0.981952231011443	0.1505926251411437	885	0.0	False	False	True	True
FGRAMPH1_01G02279	0.829725444316864	0.9803100228309632	1086	172	0.9166730665847477	0.9868673680976884	0.15058457851409923	914	1.0	False	True	True	True
FGRAMPH1_01G06387	0.8075835704803467	0.9557066559791564	1215	446	0.9067659933952845	0.9658244374472007	0.1481230854988097	769	0.0	False	False	True	True
FGRAMPH1_01G05925	0.8374860882759094	0.9837833046913148	1031	125	0.9208970125182397	0.9904769218953997	0.14629721641540538	906	1.0	False	True	True	True
FGRAMPH1_01G01291	0.8367612957954407	0.9810491800308228	1035	161	0.9205898164503494	0.9877121572843868	0.14428788423538208	874	1.0	False	True	True	True
FGRAMPH1_01G02697	0.8388828039169312	0.9827850461006165	1019	140	0.9218186007219108	0.989324936640811	0.1439022421836853	879	0.0	False	True	True	True
FGRAMPH1_01G25823	0.8406565189361572	0.9842531085014344	1005	115	0.922893786959527	0.9912449120651255	0.1435965895652772	890	1.0	False	True	True	True
FGRAMPH1_01G14719	0.8385558128356934	0.9817350506782532	1025	150	0.9213578066200753	0.9885569464710852	0.14317923784255981	875	1.0	False	True	True	True
FGRAMPH1_01G20493	0.8261052370071411	0.9689958691596984	1110	301	0.9148298901774057	0.9769602949082252	0.14289063215255726	809	1.0	False	False	True	True
FGRAMPH1_01G26037	0.8284342288970947	0.9713048338890076	1097	277	0.9158282773980493	0.9788034713155671	0.14287060499191284	820	1.0	False	False	True	True
FGRAMPH1_01G06923	0.8133937120437622	0.9562255144119264	1185	436	0.909069963904462	0.9665924276169265	0.14283180236816417	749	1.0	False	False	True	True
FGRAMPH1_01G02743	0.8250634074211121	0.9654845595359802	1114	338	0.9145226941095154	0.9741187312802396	0.14042115211486816	776		False	False	True	True
FGRAMPH1_01G20013	0.8526730537414551	0.9917519688606262	913	49	0.9299592965210045	0.996313647185316	0.13907891511917114	864		True	True	True	True
FGRAMPH1_01G11299	0.8507573008537292	0.9882215857505798	931	79	0.928576914215498	0.9940096766761386	0.13746428489685059	852	0.0	True	True	True	True
FGRAMPH1_01G06617	0.8314585089683533	0.9672571420669556	1079	320	0.9172106597035558	0.9755011135857461	0.1357986330986023	759		False	False	True	True
FGRAMPH1_01G19225	0.8590964078903198	0.994863212108612	866	22	0.933568850318716	0.9983872206435758	0.13576680421829213	844	1.0	True	True	True	True
FGRAMPH1_01G26573	0.8315401077270508	0.9657533764839172	1077	334	0.917364257737501	0.9744259273481299	0.13421326875686646	743	1.0	False	False	True	True
FGRAMPH1_01G00815	0.8454117178916931	0.976815700531006	977	212	0.9250441594347593	0.983795407418785	0.13140398263931286	765	1.0	False	False	True	True
FGRAMPH1_01G16889	0.8224585056304932	0.9532707333564758	1132	466	0.9131403118040089	0.964288457107749	0.13081222772598267	666	1.0	False	False	True	True
FGRAMPH1_01G17403	0.84221351146698	0.9729703664779664	997	254	0.9235081790953076	0.9805698487059366	0.13075685501098644	743	1.0	False	False	True	True
FGRAMPH1_01G20745	0.8679726719856262	0.9973129630088806	807	6	0.9380999923200983	0.9996160049151371	0.1293402910232544	801	1.0	True	True	True	True
FGRAMPH1_01G06023	0.8505366444587708	0.9786518216133118	933	193	0.9284233161815529	0.9852545887412641	0.12811517715454102	740	1.0	False	True	True	True
FGRAMPH1_01G26291	0.8497109413146973	0.9768421053886414	939	211	0.9279625220797174	0.9838722064357577	0.1271311640739441	728		False	False	True	True
FGRAMPH1_01G03635	0.8471681475639343	0.970889449119568	965	279	0.9259657476384302	0.978649873281622	0.12372130155563366	686	1.0	False	False	True	True
FGRAMPH1_01G03565	0.8423728346824646	0.9658279418945312	995	332	0.9236617771292528	0.9745795253820752	0.12345510721206665	663	1.0	False	False	True	True
FGRAMPH1_01G01433	0.8403035402297974	0.9628085494041444	1007	365	0.9227401889255817	0.9720451578219799	0.12250500917434703	642	1.0	False	False	True	True
FGRAMPH1_01G02989	0.8322194218635559	0.9541794061660768	1073	458	0.9176714538053913	0.9649028492435296	0.12195998430252086	615	1.0	False	False	True	True
FGRAMPH1_01G03059	0.8328133821487427	0.9531367421150208	1064	470	0.9183626449581446	0.9639812610398587	0.12032335996627808	594	1.0	False	False	True	True
FGRAMPH1_01G23515	0.8717923164367676	0.9917356371879578	780	50	0.9401735657783581	0.9962368481683435	0.11994332075119019	730	1.0	True	True	True	True
