gene_id	canonical_gene_id	split	label	is_labeled	in_graph	score_baseline	score_ESM2	mean_raw_score_baseline	mean_raw_score_ESM2	rank_baseline	rank_ESM2	delta_score	percentile_gain	rank_gain	n_seeds_baseline	n_seeds_ESM2	top100_baseline	top100_ESM2	candidate_class_top100	top200_baseline	top200_ESM2	candidate_class_top200	top500_baseline	top500_ESM2	candidate_class_top500
FGRAMPH1_01G04637	fgraminearum::FGRAMPH1_01G04637	train	1.0	True	True	0.9998617617694494	0.9978035481145842	0.997157347202301	0.9933424830436707	1	23	-0.0020582136548652485	-0.0020582136548652485	-22	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G10493	fgraminearum::FGRAMPH1_01G10493	train	1.0	True	True	0.9654865217725213	0.9977881883111896	0.9151293516159058	0.9934533715248108	427	24	0.032301666538668394	0.032301666538668394	403	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G26285	fgraminearum::FGRAMPH1_01G26285	test	1.0	True	True	0.99857153828431	0.9977728285077951	0.9904273390769959	0.9938004016876221	11	25	-0.000798709776514861	-0.000798709776514861	-14	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G09965	fgraminearum::FGRAMPH1_01G09965	train	1.0	True	True	0.9874664004300746	0.9975731510636663	0.9547957062721253	0.9934721112251281	146	26	0.010106750633591677	0.010106750633591677	120	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G19225	fgraminearum::FGRAMPH1_01G19225	val	1.0	True	True	0.9302511327855003	0.9973888334229322	0.8566593050956726	0.9923019647598267	899	27	0.06713770063743185	0.06713770063743185	872	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17419	fgraminearum::FGRAMPH1_01G17419	train	0.0	True	True	0.9552415329083788	0.9971584363720144	0.8974022030830383	0.9935309410095214	546	28	0.041916903463635635	0.041916903463635635	518	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23833	fgraminearum::FGRAMPH1_01G23833	train	1.0	True	True	0.9882958298133785	0.9970662775516473	0.9570188999176026	0.991776967048645	132	29	0.00877044773826885	0.00877044773826885	103	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G19179	fgraminearum::FGRAMPH1_01G19179	train	1.0	True	True	0.9981107441824746	0.9969741187312803	0.9881818890571594	0.9921808004379272	17	30	-0.0011366254511943064	-0.0011366254511943064	-13	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G17461	fgraminearum::FGRAMPH1_01G17461	train	1.0	True	True	0.970324859841794	0.9968666001075187	0.9230484008789063	0.9916054844856262	366	31	0.026541740265724756	0.026541740265724756	335	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G06857	fgraminearum::FGRAMPH1_01G06857	train	1.0	True	True	0.9917978649873282	0.9967898010905462	0.9638279914855957	0.9918923854827881	87	32	0.004991936103217909	0.004991936103217909	55	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G15013	fgraminearum::FGRAMPH1_01G15013	val	1.0	True	True	0.9888641425389755	0.9965901236464173	0.9575179815292358	0.9916290402412414	123	33	0.007725981107441826	0.007725981107441826	90	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G23847	fgraminearum::FGRAMPH1_01G23847	val	1.0	True	True	0.9882036709930112	0.9963597265954995	0.9558800101280213	0.9914628624916076	136	34	0.008156055602488332	0.008156055602488332	102	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G20013	FGRAMPH1_01G20013			False	True	0.9301128945549497	0.9961293295445819	0.8566293954849243	0.9907011985778809	903	35	0.06601643498963217	0.06601643498963217	868	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G00949	fgraminearum::FGRAMPH1_01G00949	train	0.0	True	True	0.9345365179325704	0.9961139697411874	0.8627051115036011	0.9912742733955383	840	36	0.061577451808616956	0.061577451808616956	804	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17981	fgraminearum::FGRAMPH1_01G17981	val	1.0	True	True	0.9856846632363105	0.9961139697411874	0.9510251641273498	0.9908971071243287	161	37	0.010429306504876834	0.010429306504876834	124	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G19889	fgraminearum::FGRAMPH1_01G19889	train	1.0	True	True	0.9993395284540357	0.9960371707242148	0.9936574220657348	0.9914350152015686	6	38	-0.003302357729820904	-0.003302357729820904	-32	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G07021	FGRAMPH1_01G07021			False	True	0.9926887335842102	0.995868212886875	0.9727231144905091	0.9920371532440185	73	39	0.0031794793026648227	0.0031794793026648227	34	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G14287	FGRAMPH1_01G14287			False	True	0.9947008678288917	0.9956224560325628	0.9727581858634948	0.9901521921157836	54	40	0.0009215882036711642	0.0009215882036711642	14	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G26663	fgraminearum::FGRAMPH1_01G26663	train	1.0	True	True	0.946209968512403	0.9955763766223793	0.8827584028244019	0.9898818254470825	683	41	0.04936640810997628	0.04936640810997628	642	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06609	fgraminearum::FGRAMPH1_01G06609	train	1.0	True	False	0.8633899086091699	0.995392058981645	0.7251368999481201	0.9913464188575745	1745	42	0.1320021503724751	0.1320021503724751	1703	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G18515	fgraminearum::FGRAMPH1_01G18515	val	1.0	True	False	0.8397511711850087	0.9953459795714614	0.6677538990974426	0.9905451893806457	2063	43	0.15559480838645268	0.15559480838645268	2020	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23313	fgraminearum::FGRAMPH1_01G23313	val	1.0	True	True	0.9838875662391521	0.9953459795714614	0.9480014324188233	0.989732539653778	188	44	0.011458413332309347	0.011458413332309347	144	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G20749	fgraminearum::FGRAMPH1_01G20749	train	1.0	True	False	0.8086014899009293	0.9953152599646724	0.5886237621307373	0.9895634651184082	2462	45	0.18671377006374312	0.18671377006374312	2417	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G03787	fgraminearum::FGRAMPH1_01G03787	train	1.0	True	True	0.9895246140849399	0.9951923815375163	0.959522032737732	0.9896587491035461	116	46	0.0056677674525764665	0.0056677674525764665	70	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G00963	fgraminearum::FGRAMPH1_01G00963	train	1.0	True	True	0.9985254588741265	0.9948698256662315	0.9911022901535034	0.9891110181808471	12	47	-0.0036556332078949705	-0.0036556332078949705	-35	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G27019	FGRAMPH1_01G27019			False	True	0.9582366945703095	0.9948698256662315	0.9022545576095581	0.9889130353927612	513	48	0.036633131095922034	0.036633131095922034	465	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06129	fgraminearum::FGRAMPH1_01G06129	test	1.0	True	True	0.9696951079026188	0.994823746256048	0.922318983078003	0.9886405944824219	379	49	0.025128638353429156	0.025128638353429156	330	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G24677	fgraminearum::FGRAMPH1_01G24677	train	1.0	True	True	0.9852853083480533	0.9947776668458644	0.9504022359848022	0.9894726395606994	168	50	0.00949235849781116	0.00949235849781116	118	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G27379	fgraminearum::FGRAMPH1_01G27379	test	1.0	True	True	0.990814837570079	0.9942707933338454	0.9622688174247742	0.9887832760810852	100	51	0.0034559557637663385	0.0034559557637663385	49	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G22515	fgraminearum::FGRAMPH1_01G22515	train	1.0	True	True	0.9908916365870517	0.9942400737270563	0.9623215079307557	0.9883836507797241	99	52	0.0033484371400045454	0.0033484371400045454	47	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G00983	fgraminearum::FGRAMPH1_01G00983	test	1.0	True	True	0.9894938944781508	0.9942093541202672	0.9587967395782471	0.9891510963439941	118	53	0.004715459642116393	0.004715459642116393	65	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G10471	fgraminearum::FGRAMPH1_01G10471	test	1.0	True	True	0.9719069195914292	0.9939943168727441	0.9257966756820679	0.9884166598320008	338	54	0.022087397281314924	0.022087397281314924	284	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G23515	fgraminearum::FGRAMPH1_01G23515	train	1.0	True	True	0.951800936948007	0.9939635972659551	0.8917120218276977	0.9895988702774048	595	55	0.04216266031794802	0.04216266031794802	540	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G06569	fgraminearum::FGRAMPH1_01G06569	train	1.0	True	True	0.9966208432532063	0.993932877659166	0.9851385474205017	0.987549650669098	31	56	-0.002687965594040276	-0.002687965594040276	-25	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G23117	fgraminearum::FGRAMPH1_01G23117	train	1.0	True	True	0.9497120036863528	0.9937332002150372	0.8879774808883667	0.9874332785606384	626	57	0.044021196528684414	0.044021196528684414	569	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02917	fgraminearum::FGRAMPH1_01G02917	val	1.0	True	True	0.9952077413409108	0.9935949619844866	0.9739789605140686	0.9881121277809143	46	58	-0.001612779356424232	-0.001612779356424232	-12	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G11181	fgraminearum::FGRAMPH1_01G11181	train	1.0	True	True	0.9473158743568082	0.9935949619844866	0.8847926139831543	0.9870611190795898	668	59	0.046279087627678406	0.046279087627678406	609	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G23537	fgraminearum::FGRAMPH1_01G23537	train	1.0	True	True	0.9899393287765916	0.9933952845403577	0.9594860672950745	0.9872860670089721	109	60	0.0034559557637661165	0.0034559557637661165	49	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G10335	fgraminearum::FGRAMPH1_01G10335	train	1.0	True	True	0.9446279087627678	0.9931341678826511	0.8806012034416199	0.9866009831428528	699	61	0.048506259119883266	0.048506259119883266	638	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24247	fgraminearum::FGRAMPH1_01G24247	train	1.0	True	True	0.947576991014515	0.993103448275862	0.8848931908607482	0.9864467978477478	662	62	0.045526457261347075	0.045526457261347075	600	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G17079	FGRAMPH1_01G17079			False	True	0.877044773826895	0.9930880884724675	0.7453535318374633	0.9865556716918945	1574	63	0.11604331464557249	0.11604331464557249	1511	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G25925	fgraminearum::FGRAMPH1_01G25925	train	1.0	True	True	0.9964058060056832	0.993042009062284	0.9847332596778869	0.9881266951560974	33	64	-0.0033637969433991666	-0.0033637969433991666	-31	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G26229	fgraminearum::FGRAMPH1_01G26229	train	1.0	True	True	0.9652714845249981	0.993042009062284	0.9144654989242553	0.9870342254638672	434	65	0.0277705245372859	0.0277705245372859	369	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G15079	fgraminearum::FGRAMPH1_01G15079	train	1.0	True	False	0.870501497580831	0.9929652100453115	0.7409203529357911	0.9876468181610107	1665	66	0.12246371246448051	0.12246371246448051	1599	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24523	fgraminearum::FGRAMPH1_01G24523	train	1.0	True	True	0.9902158052376929	0.9929652100453115	0.9674731373786927	0.9864008545875549	106	67	0.0027494048076185384	0.0027494048076185384	39	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G15221	fgraminearum::FGRAMPH1_01G15221	train	1.0	True	True	0.9736425773750096	0.9927808924045772	0.9286328315734863	0.9865427255630493	316	68	0.019138315029567643	0.019138315029567643	248	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G17051	fgraminearum::FGRAMPH1_01G17051	train	1.0	True	True	0.9881575915828277	0.9926733737808157	0.9563159227371216	0.9868016839027405	139	69	0.004515782197987983	0.004515782197987983	70	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G04037	fgraminearum::FGRAMPH1_01G04037	train	1.0	True	True	0.9900161277935643	0.9926272943706321	0.9607109546661377	0.9860134243965148	108	70	0.002611166577067836	0.002611166577067836	38	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G18199	fgraminearum::FGRAMPH1_01G18199	train	1.0	True	True	0.9922279394823746	0.9926119345672376	0.9653376698493957	0.9872886538505554	81	71	0.00038399508486297584	0.00038399508486297584	10	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G17899	fgraminearum::FGRAMPH1_01G17899	train	1.0	True	True	0.9527378849550725	0.9922893786959527	0.8930047869682312	0.9848727345466614	580	72	0.039551493740880184	0.039551493740880184	508	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G19791	fgraminearum::FGRAMPH1_01G19791	val	1.0	True	True	0.9784348360340989	0.9922586590891637	0.9375263094902039	0.9861752390861511	256	73	0.013823823055064799	0.013823823055064799	183	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G20201	fgraminearum::FGRAMPH1_01G20201	train	0.0	True	True	0.9171799400967668	0.9920897012518239	0.8356720209121704	0.9858420491218567	1065	74	0.0749097611550571	0.0749097611550571	991	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G07225	fgraminearum::FGRAMPH1_01G07225	train	1.0	True	True	0.9726902695645496	0.9919821826280624	0.9273209810256958	0.9862101793289184	329	75	0.019291913063512744	0.019291913063512744	254	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G07249	fgraminearum::FGRAMPH1_01G07249	train	1.0	True	False	0.674725443514323	0.9919668228246679	0.2796673893928528	0.986462390422821	4159	76	0.3172413793103449	0.3172413793103449	4083	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02821	FGRAMPH1_01G02821			False	True	0.9740265724598725	0.9917978649873282	0.929883849620819	0.9860538840293884	310	77	0.017771292527455795	0.017771292527455795	233	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G06691	FGRAMPH1_01G06691			False	True	0.9336456493356884	0.9917825051839337	0.8295502841472626	0.986574649810791	856	78	0.05813685584824535	0.05813685584824535	778	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G02115	fgraminearum::FGRAMPH1_01G02115	train	1.0	True	True	0.9241686506412717	0.9917671453805392	0.845491623878479	0.9871869206428527	971	79	0.06759849473926749	0.06759849473926749	892	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G03891	fgraminearum::FGRAMPH1_01G03891	val	1.0	True	True	0.9898625297596191	0.9917210659703557	0.9599218606948853	0.9859888434410096	112	80	0.0018585362107366166	0.0018585362107366166	32	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G23673	FGRAMPH1_01G23673			False	True	0.9852085093310805	0.9916596267567777	0.950512146949768	0.9857688903808594	171	81	0.00645111742569715	0.00645111742569715	90	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G01853	fgraminearum::FGRAMPH1_01G01853	test	1.0	True	True	0.9873742416097073	0.9915828277398049	0.9545469522476197	0.9862582325935364	149	82	0.004208586130097558	0.004208586130097558	67	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G04705	fgraminearum::FGRAMPH1_01G04705	test	0.0	True	True	0.7757468704400583	0.9914292297058598	0.4937166929244995	0.9855269312858581	2891	83	0.21568235926580148	0.21568235926580148	2808	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G16659	fgraminearum::FGRAMPH1_01G16659	train	1.0	True	True	0.9825512633438291	0.9913985100990708	0.9449581503868103	0.9853729844093323	201	84	0.008847246755241622	0.008847246755241622	117	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G10499	fgraminearum::FGRAMPH1_01G10499	test	0.0	True	True	0.9504031948391061	0.9910452346209968	0.8779632687568665	0.9862050294876099	617	85	0.04064203978189074	0.04064203978189074	532	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G24959	fgraminearum::FGRAMPH1_01G24959	train	1.0	True	True	0.9427847323554259	0.9909069963904461	0.8795603275299072	0.9842072010040284	725	86	0.04812226403502018	0.04812226403502018	639	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G18901	fgraminearum::FGRAMPH1_01G18901	val	1.0	True	True	0.9820136702250212	0.9908762767836571	0.9441817879676819	0.9854488015174866	212	87	0.00886260655863591	0.00886260655863591	125	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G02937	fgraminearum::FGRAMPH1_01G02937	train	1.0	True	True	0.9505107134628676	0.9908455571768681	0.8894842505455017	0.9841233372688294	613	88	0.04033484371400042	0.04033484371400042	525	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G07123	fgraminearum::FGRAMPH1_01G07123	train	1.0	True	True	0.9819675908148376	0.9907687581598955	0.9440399646759033	0.9844327688217163	214	89	0.00880116734505787	0.00880116734505787	125	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G01163	fgraminearum::FGRAMPH1_01G01163	test	1.0	True	True	0.985577144612549	0.990722678749712	0.9508293151855469	0.9847089171409606	164	90	0.00514553413716301	0.00514553413716301	74	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G22959	fgraminearum::FGRAMPH1_01G22959	train	1.0	True	True	0.9995699255049535	0.9907073189463175	0.9957374691963196	0.9840597748756409	5	91	-0.008862606558636021	-0.008862606558636021	-86	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G23007	fgraminearum::FGRAMPH1_01G23007	train	1.0	True	True	0.9950541433069656	0.9906458797327394	0.9741539716720581	0.9843336820602417	48	92	-0.00440826357422619	-0.00440826357422619	-44	5	5	True	True	Shared	True	True	Shared	True	True	Shared
FGRAMPH1_01G06289	fgraminearum::FGRAMPH1_01G06289	train	1.0	True	True	0.9635665463482066	0.9906305199293449	0.911138939857483	0.9842813372611999	455	93	0.027063973581138323	0.027063973581138323	362	5	5	False	True	ESM2_unique	False	True	ESM2_unique	True	True	Shared
FGRAMPH1_01G23401	fgraminearum::FGRAMPH1_01G23401	train	1.0	True	True	0.990369403271638	0.9904615620920053	0.9725102066993714	0.9844925880432129	104	94	9.215882036728296e-05	9.215882036728296e-05	10	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
FGRAMPH1_01G01291	fgraminearum::FGRAMPH1_01G01291	train	1.0	True	True	0.9114660932340065	0.9901236464173259	0.8263152718544007	0.9833933472633362	1131	95	0.07865755318331935	0.07865755318331935	1036	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G26333	fgraminearum::FGRAMPH1_01G26333	val	1.0	True	False	0.8547730589048459	0.9900468474003533	0.7034659266471863	0.9830400705337524	1870	96	0.13527378849550742	0.13527378849550742	1774	5	5	False	True	ESM2_unique	False	True	ESM2_unique	False	True	ESM2_unique
FGRAMPH1_01G19751	fgraminearum::FGRAMPH1_01G19751	train	1.0	True	True	0.9868366484908992	0.9900007679901698	0.9533200860023499	0.9837175965309143	154	97	0.0031641194992705346	0.0031641194992705346	57	5	5	False	True	ESM2_unique	True	True	Shared	True	True	Shared
