gene_id	raw_location	normalized_location	evidence	source_db
FGRAMPH1_01G00085	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00087	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00087	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00089	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00089	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00089	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00091	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00095	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00095	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00095	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00095	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00097	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00097	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00097	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00099	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00101	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00101	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00101	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00101	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00101	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00103	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00105	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00105	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00105	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00105	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00109	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00109	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00109	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00109	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00111	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00111	Endosome	Endosome	eFG	eFG
FGRAMPH1_01G00115	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00115	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00115	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00115	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00115	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00115	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00117	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00117	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00117	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00117	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00121	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00121	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00121	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00121	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00127	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00133	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00135	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00137	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00137	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00145	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00145	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00145	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00147	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00149	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00149	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00151	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00151	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00151	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00151	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00151	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00151	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00151	Vacuole membrane	Vacuole	eFG	eFG
FGRAMPH1_01G00153	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00153	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00155	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00155	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00157	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00157	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00157	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00157	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00161	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00161	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00165	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00167	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00167	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00167	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00167	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00169	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00169	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00169	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00171	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00173	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00173	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00173	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00173	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00193	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00193	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00193	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00195	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00195	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00195	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00195	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00195	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00195	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00197	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00197	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00197	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00197	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00199	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00199	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00199	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00199	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00201	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00201	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00203	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00203	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00203	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00205	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00209	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00209	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00209	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00213	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00213	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00215	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00215	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00215	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00215	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00215	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00217	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00219	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00219	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00219	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00221	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00221	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00221	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00221	Endosome	Endosome	eFG	eFG
FGRAMPH1_01G00221	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00221	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00223	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00225	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00225	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00225	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00225	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00227	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00227	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00227	Endosome	Endosome	eFG	eFG
FGRAMPH1_01G00227	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00229	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00229	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00233	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00233	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00233	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00235	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00235	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00235	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00235	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00235	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00237	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00237	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00237	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00239	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00239	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00239	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00239	Endosome	Endosome	eFG	eFG
FGRAMPH1_01G00241	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00241	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00241	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00245	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00245	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00247	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00247	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00247	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00247	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00247	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00247	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00249	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00249	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00249	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00249	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00251	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00251	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00251	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00253	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00253	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00253	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00253	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00259	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00259	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00259	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00259	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00265	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00265	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00265	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00265	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00267	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00267	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00267	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00269	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00273	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00273	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00273	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00273	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00275	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00277	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00281	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00281	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00281	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00281	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00283	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00283	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00283	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00283	Endosome	Endosome	eFG	eFG
FGRAMPH1_01G00283	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00289	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00291	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00291	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00291	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00291	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00291	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00293	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00293	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00293	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00295	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00295	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00297	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00297	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00297	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00301	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00301	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00301	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00301	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00309	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00309	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00309	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00309	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00311	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00311	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00311	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00311	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00313	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00315	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00315	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00315	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00315	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00317	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00317	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00317	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00317	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00317	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00319	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00319	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00323	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00323	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00323	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00323	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00327	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00327	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00327	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00327	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00327	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00327	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00329	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00329	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00331	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00331	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00331	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00331	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00331	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00331	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00331	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00333	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00333	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00333	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00335	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00335	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00341	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00341	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00343	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00343	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00343	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00345	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00347	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00347	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00347	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00347	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00349	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00349	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00349	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00351	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00351	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00355	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00355	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00355	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00355	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00359	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00359	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00361	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00361	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00363	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00363	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00363	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00367	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00367	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00367	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00369	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00369	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00369	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00373	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00373	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00373	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00373	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00373	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00373	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00373	Multi-pass membrane	Multi-pass membrane	eFG	eFG
FGRAMPH1_01G00375	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00375	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00375	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00375	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00377	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00379	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00379	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00379	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00379	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00379	Peroxisome	Peroxisome	eFG	eFG
FGRAMPH1_01G00379	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00381	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00387	Secreted	Secreted	eFG	eFG
FGRAMPH1_01G00387	Endoplasmic reticulum	Endoplasmic reticulum	eFG	eFG
FGRAMPH1_01G00387	Golgi	Golgi	eFG	eFG
FGRAMPH1_01G00387	Cell membrane	Cell membrane	eFG	eFG
FGRAMPH1_01G00391	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00391	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00391	Vacuole	Vacuole	eFG	eFG
FGRAMPH1_01G00393	Cytoplasm	Cytoplasm	eFG	eFG
FGRAMPH1_01G00393	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00393	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00399	Nucleus	Nucleus	eFG	eFG
FGRAMPH1_01G00399	Mitochondrion	Mitochondrion	eFG	eFG
FGRAMPH1_01G00399	Peroxisome	Peroxisome	eFG	eFG
