raw_probe_id	mapped_gene_id	mapping_status	mapping_method	keep_record	source_file	platform_gpl
A1A519	ENSG00000164334	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1A580	ENSG00000186980	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1A5B4	ENSG00000185101	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1A5C7	ENSG00000137266	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1A5D9	ENSG00000162069	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1E959	ENSG00000109205	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1IGU5	ENSG00000183111	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1KXE4	ENSG00000152102	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1KZ92	ENSG00000147485	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L020	ENSG00000254726	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L0T0	ENSG00000105135	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L157	ENSG00000110900	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L167	ENSG00000215218	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L168	ENSG00000215595	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L170	ENSG00000239887	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L188	ENSG00000224877	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L190	ENSG00000217442	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L1A6	ENSG00000216588	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L390	ENSG00000126822	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L3X0	ENSG00000164181	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L3X4		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A1L429		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A1L443	ENSG00000130950	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L453	ENSG00000185888	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L4H1	ENSG00000179954	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L4K1	ENSG00000186628	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1L4L8	ENSG00000173261	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1X283	ENSG00000174705	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1XBS5	ENSG00000188343	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1YPR0	ENSG00000184828	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A1Z1Q3	ENSG00000172264	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A288	ENSG00000178199	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A2V5	ENSG00000180440	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A2Y4	ENSG00000172159	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A2Z9	ENSG00000230453	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A368	ENSG00000189023	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A3K4	ENSG00000158079	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A3L6	ENSG00000187862	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2A3N6		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A2AJT9	ENSG00000173681	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2CJ06	ENSG00000232125	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2IDD5	ENSG00000162004	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2PYH4	ENSG00000162669	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RRD8	ENSG00000182986	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RRH5	ENSG00000184465	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RRL7	ENSG00000214128	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RRP1	ENSG00000151779	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RTX5	ENSG00000185418	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RTY3		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A2RU14	ENSG00000150433	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RU30	ENSG00000135426	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RU37		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A2RU48	ENSG00000179256	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RU49	ENSG00000188266	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RU54	ENSG00000188816	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RU67	ENSG00000084444	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUB1	ENSG00000180336	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUB6	ENSG00000180376	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUC4	ENSG00000162971	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUG3		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A2RUH7	ENSG00000221986	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUQ5		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A2RUR9	ENSG00000170160	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUS2	ENSG00000105339	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUT3	ENSG00000183396	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2RUU4	ENSG00000204140	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2VCK2	ENSG00000222046	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2VDF0	ENSG00000148803	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2VDJ0	ENSG00000121210	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A2VEC9		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A3KFT3	ENSG00000162727	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A3KMH1	ENSG00000102763	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A3KN83	ENSG00000139697	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A3QJZ6		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4D0S4	ENSG00000091128	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D0T2		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4D0V7	ENSG00000106034	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D126	ENSG00000214960	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D161	ENSG00000188732	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1B5	ENSG00000186088	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1E1	ENSG00000182348	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1E9	ENSG00000105793	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1F6	ENSG00000240720	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1P6	ENSG00000105875	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1S0	ENSG00000188883	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1S5	ENSG00000146955	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1T9	ENSG00000165076	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D1U4	ENSG00000257093	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D256		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4D263	ENSG00000164500	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D2B0	ENSG00000214309	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D2B8		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4D2G3	ENSG00000221933	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4D2H0		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4D2P6	ENSG00000215045	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4FU01	ENSG00000014914	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4FU28	ENSG00000236761	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4FU49	ENSG00000214193	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4FU69	ENSG00000176927	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4GXA9	ENSG00000197774	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4IF30	ENSG00000151812	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4QMS7	ENSG00000215217	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4QN01		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4QPB2	ENSG00000100068	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A4QPH2		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A4UGR9	ENSG00000163092	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5A3E0	ENSG00000196604	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5D6W6	ENSG00000139914	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5D8T8	ENSG00000157322	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5D8V6	ENSG00000167987	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5D8V7	ENSG00000198003	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5D8W1	ENSG00000105792	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5LHX3	ENSG00000222028	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PKW4	ENSG00000059915	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PL33	ENSG00000133619	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PLK6	ENSG00000121446	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PLL1	ENSG00000189127	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PLL7	ENSG00000240849	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PLN7	ENSG00000109794	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5PLN9	ENSG00000113597	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5X5Y0	ENSG00000186038	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5YKK6	ENSG00000125107	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5YM69	ENSG00000213214	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A5YM72	ENSG00000172508	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6BM72	ENSG00000157890	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6H8M9	ENSG00000187492	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6H8Z2	ENSG00000204930	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NC05	ENSG00000164241	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NC42	ENSG00000203909	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NC51	ENSG00000180061	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NC78		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NC97		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NC98	ENSG00000168071	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCE7	ENSG00000258102	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCF5	ENSG00000185271	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCI4	ENSG00000175267	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCI5		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NCI8	ENSG00000187833	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCJ1	ENSG00000183397	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCK2		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NCL1	ENSG00000205835	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCL7	ENSG00000164236	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCQ9	ENSG00000189051	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCS4	ENSG00000180053	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCS6	ENSG00000204128	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NCV1	ENSG00000197706	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6ND01	ENSG00000183560	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6ND36	ENSG00000188522	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6ND48	ENSG00000189181	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6ND91	ENSG00000204653	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDA9	ENSG00000204033	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDB9	ENSG00000187867	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDD5	ENSG00000183379	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDE4	ENSG00000242875	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDE8	ENSG00000224902	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDG6	ENSG00000184207	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDH6	ENSG00000233412	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDK9	ENSG00000167195	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDL7		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NDL8	ENSG00000205327	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDN3	ENSG00000215186	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDP7	ENSG00000185105	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDR6		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NDS4	ENSG00000274808	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDU8	ENSG00000205765	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDV4	ENSG00000137103	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDY0	ENSG00000205022	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NDY2		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NDZ8	ENSG00000205718	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NE01	ENSG00000185958	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NE02	ENSG00000204347	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NE21		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NE52	ENSG00000179698	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NE82	ENSG00000182315	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NED2	ENSG00000166965	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEE1	ENSG00000175985	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEH8		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NEK1	ENSG00000205784	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEL2	ENSG00000186212	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEL3		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NEM1	ENSG00000197978	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEN9	ENSG00000204165	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEQ0	ENSG00000242389	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEQ2	ENSG00000182103	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NER0	ENSG00000275954	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NER3	ENSG00000224659	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NET4	ENSG00000206536	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEV1	ENSG00000206260	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NEY8		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NF34		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NF89	ENSG00000188324	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFC5	ENSG00000204278	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFC9		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NFD8	ENSG00000187821	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFE2	ENSG00000165935	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFE3	ENSG00000185055	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFF2		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NFH5	ENSG00000197416	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFK2	ENSG00000204928	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFN3	ENSG00000167281	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFN9	ENSG00000206199	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFQ2	ENSG00000170379	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFQ7	ENSG00000204595	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFR6		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NFT4	ENSG00000186710	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFU8	ENSG00000183571	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFX1	ENSG00000205639	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFY4	ENSG00000189362	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFY7	ENSG00000205138	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NFZ4	ENSG00000203795	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGA9	ENSG00000187806	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGB0		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NGB7	ENSG00000188051	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGB9	ENSG00000122574	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGC4	ENSG00000185561	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGE4	ENSG00000226372	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGE7	ENSG00000183463	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGG8	ENSG00000179270	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGH7	ENSG00000203952	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGJ6		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NGK3	ENSG00000215274	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGN9	ENSG00000142549	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGQ2	ENSG00000203907	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGR9	ENSG00000204839	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGS2	ENSG00000204978	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGU5		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NGU7		unmapped	none	False	human_GSE86354_GTEx_FPKM.csv	NA
A6NGY1	ENSG00000172969	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
A6NGY3	ENSG00000187658	mapped	alias_bridge	True	human_GSE86354_GTEx_FPKM.csv	NA
