gene_id	in_labels	source_occurrences	source_files	sequence_length	unique_sequences	in_fasta_source	duplicate_source_id	status
FGRAMPH1_01G00109	True	1	FG_NonEssential_genes.xlsx	178	1	True	False	matched
FGRAMPH1_01G00111	True	1	FG_NonEssential_genes.xlsx	347	1	True	False	matched
FGRAMPH1_01G00113	True	1	FG_NonEssential_genes.xlsx	123	1	True	False	matched
FGRAMPH1_01G00115	True	1	FG_NonEssential_genes.xlsx	1406	1	True	False	matched
FGRAMPH1_01G00117	True	1	FG_NonEssential_genes.xlsx	278	1	True	False	matched
FGRAMPH1_01G00119	True	1	FG_NonEssential_genes.xlsx	246	1	True	False	matched
FGRAMPH1_01G00121	True	1	FG_NonEssential_genes.xlsx	526	1	True	False	matched
FGRAMPH1_01G00123	True	1	FG_NonEssential_genes.xlsx	515	1	True	False	matched
FGRAMPH1_01G00125	True	1	FG_NonEssential_genes.xlsx	737	1	True	False	matched
FGRAMPH1_01G00127	True	1	FG_NonEssential_genes.xlsx	1598	1	True	False	matched
FGRAMPH1_01G00129	True	1	FG_NonEssential_genes.xlsx	430	1	True	False	matched
FGRAMPH1_01G00131	True	1	FG_NonEssential_genes.xlsx	2060	1	True	False	matched
FGRAMPH1_01G00133	True	1	FG_NonEssential_genes.xlsx	203	1	True	False	matched
FGRAMPH1_01G00135	True	1	FG_NonEssential_genes.xlsx	333	1	True	False	matched
FGRAMPH1_01G00137	True	1	FG_NonEssential_genes.xlsx	726	1	True	False	matched
FGRAMPH1_01G00139	True	1	FG_NonEssential_genes.xlsx	740	1	True	False	matched
FGRAMPH1_01G00141	True	1	FG_NonEssential_genes.xlsx	338	1	True	False	matched
FGRAMPH1_01G00143	True	1	FG_NonEssential_genes.xlsx	7839	1	True	False	matched
FGRAMPH1_01G00145	True	1	FG_NonEssential_genes.xlsx	344	1	True	False	matched
FGRAMPH1_01G00147	True	1	FG_NonEssential_genes.xlsx	322	1	True	False	matched
FGRAMPH1_01G00149	True	1	FG_NonEssential_genes.xlsx	282	1	True	False	matched
FGRAMPH1_01G00151	True	1	FG_NonEssential_genes.xlsx	1445	1	True	False	matched
FGRAMPH1_01G00153	True	1	FG_NonEssential_genes.xlsx	401	1	True	False	matched
FGRAMPH1_01G00155	True	1	FG_NonEssential_genes.xlsx	381	1	True	False	matched
FGRAMPH1_01G00157	True	1	FG_NonEssential_genes.xlsx	382	1	True	False	matched
FGRAMPH1_01G00159	True	1	FG_NonEssential_genes.xlsx	194	1	True	False	matched
FGRAMPH1_01G00161	True	1	FG_NonEssential_genes.xlsx	318	1	True	False	matched
FGRAMPH1_01G00163	True	1	FG_NonEssential_genes.xlsx	325	1	True	False	matched
FGRAMPH1_01G00165	True	1	FG_NonEssential_genes.xlsx	319	1	True	False	matched
FGRAMPH1_01G00167	True	1	FG_NonEssential_genes.xlsx	381	1	True	False	matched
FGRAMPH1_01G00169	True	1	FG_NonEssential_genes.xlsx	309	1	True	False	matched
FGRAMPH1_01G00171	True	1	FG_NonEssential_genes.xlsx	3117	1	True	False	matched
FGRAMPH1_01G00173	True	1	FG_NonEssential_genes.xlsx	159	1	True	False	matched
FGRAMPH1_01G00175	True	1	FG_NonEssential_genes.xlsx	67	1	True	False	matched
FGRAMPH1_01G00177	True	1	FG_NonEssential_genes.xlsx	380	1	True	False	matched
FGRAMPH1_01G00179	True	1	FG_NonEssential_genes.xlsx	139	1	True	False	matched
FGRAMPH1_01G00181	True	1	FG_NonEssential_genes.xlsx	127	1	True	False	matched
FGRAMPH1_01G00183	True	1	FG_NonEssential_genes.xlsx	778	1	True	False	matched
FGRAMPH1_01G00185	True	1	FG_NonEssential_genes.xlsx	533	1	True	False	matched
FGRAMPH1_01G00187	True	1	FG_NonEssential_genes.xlsx	701	1	True	False	matched
FGRAMPH1_01G00189	True	1	FG_NonEssential_genes.xlsx	120	1	True	False	matched
FGRAMPH1_01G00191	True	1	FG_NonEssential_genes.xlsx	458	1	True	False	matched
FGRAMPH1_01G00193	True	1	FG_NonEssential_genes.xlsx	504	1	True	False	matched
FGRAMPH1_01G00195	True	1	FG_NonEssential_genes.xlsx	106	1	True	False	matched
FGRAMPH1_01G00197	True	1	FG_Essential_genes.xlsx	134	1	True	False	matched
FGRAMPH1_01G00199	True	1	FG_Essential_genes.xlsx	125	1	True	False	matched
FGRAMPH1_01G00201	True	1	FG_Essential_genes.xlsx	133	1	True	False	matched
FGRAMPH1_01G00203	True	1	FG_NonEssential_genes.xlsx	561	1	True	False	matched
FGRAMPH1_01G00205	True	1	FG_NonEssential_genes.xlsx	477	1	True	False	matched
FGRAMPH1_01G00207	True	1	FG_NonEssential_genes.xlsx	174	1	True	False	matched
FGRAMPH1_01G00209	True	1	FG_NonEssential_genes.xlsx	366	1	True	False	matched
FGRAMPH1_01G00211	True	1	FG_NonEssential_genes.xlsx	254	1	True	False	matched
FGRAMPH1_01G00213	True	1	FG_NonEssential_genes.xlsx	349	1	True	False	matched
FGRAMPH1_01G00215	True	1	FG_NonEssential_genes.xlsx	520	1	True	False	matched
FGRAMPH1_01G00217	True	1	FG_NonEssential_genes.xlsx	725	1	True	False	matched
FGRAMPH1_01G00219	True	1	FG_NonEssential_genes.xlsx	643	1	True	False	matched
FGRAMPH1_01G00221	True	1	FG_NonEssential_genes.xlsx	545	1	True	False	matched
FGRAMPH1_01G00223	True	1	FG_NonEssential_genes.xlsx	512	1	True	False	matched
FGRAMPH1_01G00225	True	1	FG_NonEssential_genes.xlsx	259	1	True	False	matched
FGRAMPH1_01G00227	True	1	FG_NonEssential_genes.xlsx	336	1	True	False	matched
FGRAMPH1_01G00229	True	1	FG_NonEssential_genes.xlsx	442	1	True	False	matched
FGRAMPH1_01G00231	True	1	FG_NonEssential_genes.xlsx	96	1	True	False	matched
FGRAMPH1_01G00233	True	1	FG_NonEssential_genes.xlsx	560	1	True	False	matched
FGRAMPH1_01G00235	True	1	FG_NonEssential_genes.xlsx	476	1	True	False	matched
FGRAMPH1_01G00237	True	1	FG_NonEssential_genes.xlsx	323	1	True	False	matched
FGRAMPH1_01G00239	True	1	FG_NonEssential_genes.xlsx	327	1	True	False	matched
FGRAMPH1_01G00241	True	1	FG_NonEssential_genes.xlsx	413	1	True	False	matched
FGRAMPH1_01G00243	True	1	FG_NonEssential_genes.xlsx	343	1	True	False	matched
FGRAMPH1_01G00245	True	1	FG_NonEssential_genes.xlsx	693	1	True	False	matched
FGRAMPH1_01G00247	True	1	FG_NonEssential_genes.xlsx	534	1	True	False	matched
FGRAMPH1_01G00249	True	1	FG_NonEssential_genes.xlsx	526	1	True	False	matched
FGRAMPH1_01G00251	True	1	FG_NonEssential_genes.xlsx	472	1	True	False	matched
FGRAMPH1_01G00253	True	1	FG_NonEssential_genes.xlsx	490	1	True	False	matched
FGRAMPH1_01G00255	True	1	FG_NonEssential_genes.xlsx	694	1	True	False	matched
FGRAMPH1_01G00257	True	1	FG_NonEssential_genes.xlsx	125	1	True	False	matched
FGRAMPH1_01G00259	True	1	FG_NonEssential_genes.xlsx	516	1	True	False	matched
FGRAMPH1_01G00261	True	1	FG_NonEssential_genes.xlsx	841	1	True	False	matched
FGRAMPH1_01G00263	True	1	FG_NonEssential_genes.xlsx	515	1	True	False	matched
FGRAMPH1_01G00265	True	1	FG_NonEssential_genes.xlsx	260	1	True	False	matched
FGRAMPH1_01G00267	True	1	FG_NonEssential_genes.xlsx	320	1	True	False	matched
FGRAMPH1_01G00269	True	1	FG_NonEssential_genes.xlsx	565	1	True	False	matched
FGRAMPH1_01G00271	True	1	FG_NonEssential_genes.xlsx	564	1	True	False	matched
FGRAMPH1_01G00273	True	1	FG_NonEssential_genes.xlsx	442	1	True	False	matched
FGRAMPH1_01G00275	True	1	FG_NonEssential_genes.xlsx	383	1	True	False	matched
FGRAMPH1_01G00277	True	1	FG_NonEssential_genes.xlsx	192	1	True	False	matched
FGRAMPH1_01G00279	True	1	FG_NonEssential_genes.xlsx	510	1	True	False	matched
FGRAMPH1_01G00281	True	1	FG_NonEssential_genes.xlsx	1003	1	True	False	matched
FGRAMPH1_01G00283	True	1	FG_NonEssential_genes.xlsx	582	1	True	False	matched
FGRAMPH1_01G00285	True	1	FG_NonEssential_genes.xlsx	178	1	True	False	matched
FGRAMPH1_01G00287	True	1	FG_NonEssential_genes.xlsx	279	1	True	False	matched
FGRAMPH1_01G00289	True	1	FG_NonEssential_genes.xlsx	275	1	True	False	matched
FGRAMPH1_01G00291	True	1	FG_NonEssential_genes.xlsx	503	1	True	False	matched
FGRAMPH1_01G00293	True	1	FG_NonEssential_genes.xlsx	334	1	True	False	matched
FGRAMPH1_01G00295	True	1	FG_NonEssential_genes.xlsx	457	1	True	False	matched
FGRAMPH1_01G00297	True	1	FG_NonEssential_genes.xlsx	684	1	True	False	matched
FGRAMPH1_01G00299	True	1	FG_NonEssential_genes.xlsx	782	1	True	False	matched
FGRAMPH1_01G00301	True	1	FG_NonEssential_genes.xlsx	367	1	True	False	matched
FGRAMPH1_01G00303	True	1	FG_NonEssential_genes.xlsx	300	1	True	False	matched
FGRAMPH1_01G00305	True	1	FG_NonEssential_genes.xlsx	751	1	True	False	matched
FGRAMPH1_01G00307	True	1	FG_NonEssential_genes.xlsx	166	1	True	False	matched
FGRAMPH1_01G00309	True	1	FG_NonEssential_genes.xlsx	552	1	True	False	matched
FGRAMPH1_01G00311	True	1	FG_NonEssential_genes.xlsx	493	1	True	False	matched
FGRAMPH1_01G00313	True	1	FG_NonEssential_genes.xlsx	343	1	True	False	matched
FGRAMPH1_01G00315	True	1	FG_NonEssential_genes.xlsx	1032	1	True	False	matched
FGRAMPH1_01G00317	True	1	FG_NonEssential_genes.xlsx	132	1	True	False	matched
FGRAMPH1_01G00319	True	1	FG_NonEssential_genes.xlsx	136	1	True	False	matched
FGRAMPH1_01G00321	True	1	FG_NonEssential_genes.xlsx	117	1	True	False	matched
FGRAMPH1_01G00323	True	1	FG_NonEssential_genes.xlsx	99	1	True	False	matched
FGRAMPH1_01G00325	True	1	FG_NonEssential_genes.xlsx	381	1	True	False	matched
FGRAMPH1_01G00327	True	1	FG_NonEssential_genes.xlsx	524	1	True	False	matched
FGRAMPH1_01G00329	True	1	FG_NonEssential_genes.xlsx	236	1	True	False	matched
FGRAMPH1_01G00331	True	1	FG_NonEssential_genes.xlsx	487	1	True	False	matched
FGRAMPH1_01G00333	True	1	FG_NonEssential_genes.xlsx	431	1	True	False	matched
FGRAMPH1_01G00335	True	1	FG_NonEssential_genes.xlsx	359	1	True	False	matched
FGRAMPH1_01G00337	True	1	FG_NonEssential_genes.xlsx	195	1	True	False	matched
FGRAMPH1_01G00339	True	1	FG_NonEssential_genes.xlsx	1129	1	True	False	matched
FGRAMPH1_01G00341	True	1	FG_NonEssential_genes.xlsx	287	1	True	False	matched
FGRAMPH1_01G00343	True	1	FG_NonEssential_genes.xlsx	1908	1	True	False	matched
FGRAMPH1_01G00345	True	1	FG_NonEssential_genes.xlsx	319	1	True	False	matched
FGRAMPH1_01G00347	True	1	FG_NonEssential_genes.xlsx	470	1	True	False	matched
FGRAMPH1_01G00349	True	1	FG_NonEssential_genes.xlsx	822	1	True	False	matched
FGRAMPH1_01G00351	True	1	FG_NonEssential_genes.xlsx	743	1	True	False	matched
FGRAMPH1_01G00353	True	1	FG_NonEssential_genes.xlsx	93	1	True	False	matched
FGRAMPH1_01G00355	True	1	FG_NonEssential_genes.xlsx	343	1	True	False	matched
FGRAMPH1_01G00357	True	1	FG_NonEssential_genes.xlsx	205	1	True	False	matched
FGRAMPH1_01G00359	True	1	FG_NonEssential_genes.xlsx	605	1	True	False	matched
FGRAMPH1_01G00361	True	1	FG_NonEssential_genes.xlsx	213	1	True	False	matched
FGRAMPH1_01G00363	True	1	FG_NonEssential_genes.xlsx	258	1	True	False	matched
FGRAMPH1_01G00365	True	1	FG_NonEssential_genes.xlsx	1186	1	True	False	matched
FGRAMPH1_01G00367	True	1	FG_NonEssential_genes.xlsx	137	1	True	False	matched
FGRAMPH1_01G00369	True	1	FG_NonEssential_genes.xlsx	134	1	True	False	matched
FGRAMPH1_01G00371	True	1	FG_NonEssential_genes.xlsx	71	1	True	False	matched
FGRAMPH1_01G00373	True	1	FG_NonEssential_genes.xlsx	474	1	True	False	matched
FGRAMPH1_01G00375	True	1	FG_NonEssential_genes.xlsx	297	1	True	False	matched
FGRAMPH1_01G00377	True	1	FG_NonEssential_genes.xlsx	340	1	True	False	matched
FGRAMPH1_01G00379	True	1	FG_NonEssential_genes.xlsx	502	1	True	False	matched
FGRAMPH1_01G00381	True	1	FG_NonEssential_genes.xlsx	1062	1	True	False	matched
FGRAMPH1_01G00383	True	1	FG_NonEssential_genes.xlsx	107	1	True	False	matched
FGRAMPH1_01G00385	True	1	FG_NonEssential_genes.xlsx	77	1	True	False	matched
FGRAMPH1_01G00387	True	1	FG_NonEssential_genes.xlsx	641	1	True	False	matched
FGRAMPH1_01G00389	True	1	FG_NonEssential_genes.xlsx	1136	1	True	False	matched
FGRAMPH1_01G00391	True	1	FG_Essential_genes.xlsx	622	1	True	False	matched
FGRAMPH1_01G00393	True	1	FG_Essential_genes.xlsx	391	1	True	False	matched
FGRAMPH1_01G00395	True	1	FG_NonEssential_genes.xlsx	735	1	True	False	matched
FGRAMPH1_01G00397	True	1	FG_NonEssential_genes.xlsx	321	1	True	False	matched
FGRAMPH1_01G00399	True	1	FG_Essential_genes.xlsx	722	1	True	False	matched
FGRAMPH1_01G00401	True	1	FG_NonEssential_genes.xlsx	491	1	True	False	matched
FGRAMPH1_01G00403	True	1	FG_NonEssential_genes.xlsx	792	1	True	False	matched
FGRAMPH1_01G00405	True	1	FG_NonEssential_genes.xlsx	348	1	True	False	matched
FGRAMPH1_01G00407	True	1	FG_NonEssential_genes.xlsx	139	1	True	False	matched
FGRAMPH1_01G00409	True	1	FG_NonEssential_genes.xlsx	239	1	True	False	matched
FGRAMPH1_01G00411	True	1	FG_NonEssential_genes.xlsx	62	1	True	False	matched
FGRAMPH1_01G00413	True	1	FG_NonEssential_genes.xlsx	583	1	True	False	matched
FGRAMPH1_01G00415	True	1	FG_NonEssential_genes.xlsx	760	1	True	False	matched
FGRAMPH1_01G00417	True	1	FG_NonEssential_genes.xlsx	100	1	True	False	matched
FGRAMPH1_01G00419	True	1	FG_NonEssential_genes.xlsx	272	1	True	False	matched
FGRAMPH1_01G00421	True	1	FG_NonEssential_genes.xlsx	262	1	True	False	matched
FGRAMPH1_01G00423	True	1	FG_NonEssential_genes.xlsx	131	1	True	False	matched
FGRAMPH1_01G00425	True	1	FG_NonEssential_genes.xlsx	69	1	True	False	matched
FGRAMPH1_01G00427	True	1	FG_NonEssential_genes.xlsx	100	1	True	False	matched
FGRAMPH1_01G00429	True	1	FG_NonEssential_genes.xlsx	307	1	True	False	matched
FGRAMPH1_01G00431	True	1	FG_NonEssential_genes.xlsx	1338	1	True	False	matched
FGRAMPH1_01G00433	True	1	FG_NonEssential_genes.xlsx	111	1	True	False	matched
FGRAMPH1_01G00435	True	1	FG_NonEssential_genes.xlsx	80	1	True	False	matched
FGRAMPH1_01G00437	True	1	FG_NonEssential_genes.xlsx	85	1	True	False	matched
FGRAMPH1_01G00439	True	1	FG_NonEssential_genes.xlsx	131	1	True	False	matched
FGRAMPH1_01G00441	True	1	FG_NonEssential_genes.xlsx	582	1	True	False	matched
FGRAMPH1_01G00443	True	1	FG_NonEssential_genes.xlsx	428	1	True	False	matched
FGRAMPH1_01G00445	True	1	FG_NonEssential_genes.xlsx	68	1	True	False	matched
FGRAMPH1_01G00447	True	1	FG_NonEssential_genes.xlsx	400	1	True	False	matched
FGRAMPH1_01G00449	True	1	FG_NonEssential_genes.xlsx	167	1	True	False	matched
FGRAMPH1_01G00451	True	1	FG_NonEssential_genes.xlsx	80	1	True	False	matched
FGRAMPH1_01G00453	True	1	FG_NonEssential_genes.xlsx	117	1	True	False	matched
FGRAMPH1_01G00455	True	1	FG_NonEssential_genes.xlsx	372	1	True	False	matched
FGRAMPH1_01G00457	True	1	FG_NonEssential_genes.xlsx	942	1	True	False	matched
FGRAMPH1_01G00459	True	1	FG_NonEssential_genes.xlsx	1330	1	True	False	matched
FGRAMPH1_01G00461	True	1	FG_NonEssential_genes.xlsx	113	1	True	False	matched
FGRAMPH1_01G00463	True	1	FG_NonEssential_genes.xlsx	393	1	True	False	matched
FGRAMPH1_01G00465	True	1	FG_NonEssential_genes.xlsx	208	1	True	False	matched
FGRAMPH1_01G00467	True	1	FG_NonEssential_genes.xlsx	160	1	True	False	matched
FGRAMPH1_01G00469	True	1	FG_NonEssential_genes.xlsx	1831	1	True	False	matched
FGRAMPH1_01G00471	True	1	FG_NonEssential_genes.xlsx	256	1	True	False	matched
FGRAMPH1_01G00473	True	1	FG_NonEssential_genes.xlsx	369	1	True	False	matched
FGRAMPH1_01G00475	True	1	FG_NonEssential_genes.xlsx	192	1	True	False	matched
FGRAMPH1_01G00477	True	1	FG_NonEssential_genes.xlsx	472	1	True	False	matched
FGRAMPH1_01G00479	True	1	FG_NonEssential_genes.xlsx	599	1	True	False	matched
FGRAMPH1_01G00481	True	1	FG_NonEssential_genes.xlsx	283	1	True	False	matched
FGRAMPH1_01G00483	True	1	FG_NonEssential_genes.xlsx	476	1	True	False	matched
FGRAMPH1_01G00485	True	1	FG_NonEssential_genes.xlsx	227	1	True	False	matched
FGRAMPH1_01G00487	True	1	FG_NonEssential_genes.xlsx	97	1	True	False	matched
FGRAMPH1_01G00489	True	1	FG_NonEssential_genes.xlsx	290	1	True	False	matched
FGRAMPH1_01G00491	True	1	FG_NonEssential_genes.xlsx	349	1	True	False	matched
FGRAMPH1_01G00493	True	1	FG_NonEssential_genes.xlsx	86	1	True	False	matched
FGRAMPH1_01G00495	True	1	FG_NonEssential_genes.xlsx	671	1	True	False	matched
FGRAMPH1_01G00497	True	1	FG_NonEssential_genes.xlsx	111	1	True	False	matched
FGRAMPH1_01G00499	True	1	FG_NonEssential_genes.xlsx	491	1	True	False	matched
FGRAMPH1_01G00501	True	1	FG_NonEssential_genes.xlsx	502	1	True	False	matched
FGRAMPH1_01G00503	True	1	FG_NonEssential_genes.xlsx	314	1	True	False	matched
FGRAMPH1_01G00505	True	1	FG_NonEssential_genes.xlsx	354	1	True	False	matched
FGRAMPH1_01G00507	True	1	FG_NonEssential_genes.xlsx	509	1	True	False	matched
FGRAMPH1_01G00509	True	1	FG_NonEssential_genes.xlsx	925	1	True	False	matched
FGRAMPH1_01G00511	True	1	FG_NonEssential_genes.xlsx	243	1	True	False	matched
FGRAMPH1_01G00513	True	1	FG_NonEssential_genes.xlsx	458	1	True	False	matched
FGRAMPH1_01G00515	True	1	FG_NonEssential_genes.xlsx	76	1	True	False	matched
FGRAMPH1_01G00517	True	1	FG_NonEssential_genes.xlsx	2597	1	True	False	matched
FGRAMPH1_01G00519	True	1	FG_NonEssential_genes.xlsx	108	1	True	False	matched
FGRAMPH1_01G00521	True	1	FG_Essential_genes.xlsx	533	1	True	False	matched
FGRAMPH1_01G00523	True	1	FG_NonEssential_genes.xlsx	808	1	True	False	matched
FGRAMPH1_01G00525	True	1	FG_NonEssential_genes.xlsx	531	1	True	False	matched
FGRAMPH1_01G00527	True	1	FG_NonEssential_genes.xlsx	446	1	True	False	matched
FGRAMPH1_01G00529	True	1	FG_NonEssential_genes.xlsx	74	1	True	False	matched
FGRAMPH1_01G00531	True	1	FG_NonEssential_genes.xlsx	461	1	True	False	matched
FGRAMPH1_01G00533	True	1	FG_NonEssential_genes.xlsx	445	1	True	False	matched
FGRAMPH1_01G00535	True	1	FG_NonEssential_genes.xlsx	586	1	True	False	matched
FGRAMPH1_01G00537	True	1	FG_NonEssential_genes.xlsx	208	1	True	False	matched
FGRAMPH1_01G00539	True	1	FG_NonEssential_genes.xlsx	565	1	True	False	matched
FGRAMPH1_01G00541	True	1	FG_NonEssential_genes.xlsx	398	1	True	False	matched
FGRAMPH1_01G00543	True	1	FG_NonEssential_genes.xlsx	1000	1	True	False	matched
FGRAMPH1_01G00545	True	1	FG_NonEssential_genes.xlsx	57	1	True	False	matched
FGRAMPH1_01G00547	True	1	FG_NonEssential_genes.xlsx	257	1	True	False	matched
FGRAMPH1_01G00549	True	1	FG_NonEssential_genes.xlsx	668	1	True	False	matched
FGRAMPH1_01G00551	True	1	FG_NonEssential_genes.xlsx	1485	1	True	False	matched
FGRAMPH1_01G00553	True	1	FG_NonEssential_genes.xlsx	1432	1	True	False	matched
FGRAMPH1_01G00555	True	1	FG_NonEssential_genes.xlsx	313	1	True	False	matched
FGRAMPH1_01G00557	True	1	FG_NonEssential_genes.xlsx	214	1	True	False	matched
FGRAMPH1_01G00559	True	1	FG_NonEssential_genes.xlsx	187	1	True	False	matched
FGRAMPH1_01G00561	True	1	FG_NonEssential_genes.xlsx	1113	1	True	False	matched
FGRAMPH1_01G00563	True	1	FG_NonEssential_genes.xlsx	130	1	True	False	matched
FGRAMPH1_01G00565	True	1	FG_NonEssential_genes.xlsx	120	1	True	False	matched
FGRAMPH1_01G00567	True	1	FG_NonEssential_genes.xlsx	492	1	True	False	matched
FGRAMPH1_01G00569	True	1	FG_NonEssential_genes.xlsx	220	1	True	False	matched
FGRAMPH1_01G00571	True	1	FG_NonEssential_genes.xlsx	285	1	True	False	matched
FGRAMPH1_01G00573	True	1	FG_NonEssential_genes.xlsx	267	1	True	False	matched
FGRAMPH1_01G00575	True	1	FG_NonEssential_genes.xlsx	308	1	True	False	matched
FGRAMPH1_01G00577	True	1	FG_NonEssential_genes.xlsx	266	1	True	False	matched
FGRAMPH1_01G00579	True	1	FG_NonEssential_genes.xlsx	232	1	True	False	matched
FGRAMPH1_01G00581	True	1	FG_NonEssential_genes.xlsx	191	1	True	False	matched
FGRAMPH1_01G00583	True	1	FG_NonEssential_genes.xlsx	685	1	True	False	matched
FGRAMPH1_01G00585	True	1	FG_NonEssential_genes.xlsx	414	1	True	False	matched
FGRAMPH1_01G00587	True	1	FG_NonEssential_genes.xlsx	489	1	True	False	matched
FGRAMPH1_01G00589	True	1	FG_NonEssential_genes.xlsx	691	1	True	False	matched
FGRAMPH1_01G00591	True	1	FG_NonEssential_genes.xlsx	436	1	True	False	matched
FGRAMPH1_01G00593	True	1	FG_NonEssential_genes.xlsx	386	1	True	False	matched
FGRAMPH1_01G00595	True	1	FG_NonEssential_genes.xlsx	201	1	True	False	matched
FGRAMPH1_01G00597	True	1	FG_NonEssential_genes.xlsx	303	1	True	False	matched
FGRAMPH1_01G00599	True	1	FG_NonEssential_genes.xlsx	706	1	True	False	matched
FGRAMPH1_01G00601	True	1	FG_NonEssential_genes.xlsx	253	1	True	False	matched
